Age,Gender,Occupations,Weight,Education,Choosed
27,female,chef,39,university,yes
72,female,scientest,52,university,no
72,male,singer,99,primary,no
51,male,engineer,52,university,no
46,female,student,97,junior high,no
12,male,salesman,99,senior high,no
45,female,engineer,94,senior high,no
74,female,salesman,52,master,no
46,male,neet,64,junior high,no
85,male,scientest,75,doctor,no
38,male,teacher,88,junior high,no
9,male,engineer,72,doctor,no
47,male,teacher,75,junior high,no
11,third,student,51,doctor,no
71,female,chef,94,university,no
68,male,chef,42,university,no
30,male,salesman,72,doctor,no
37,third,salesman,38,doctor,no
39,female,neet,47,doctor,no
61,male,engineer,86,master,no
50,female,singer,63,junior high,no
4,female,teacher,54,university,no
74,third,chef,88,senior high,no
60,third,neet,78,university,no
24,female,salesman,94,university,yes
54,third,scientest,55,primary,no
58,male,salesman,66,university,no
59,male,singer,42,doctor,no
82,male,scientest,98,primary,no
48,male,chef,56,primary,yes
57,third,chef,71,junior high,no
59,male,teacher,97,primary,no
32,third,scientest,45,senior high,yes
5,female,scientest,76,senior high,no
4,male,singer,64,junior high,no
84,female,teacher,66,university,no
51,third,singer,56,university,no
47,third,scientest,41,university,no
57,female,student,62,doctor,no
74,female,programmer,66,primary,no
9,male,teacher,46,doctor,yes
46,female,programmer,42,master,yes
32,male,singer,76,doctor,no
77,third,scientest,45,doctor,no
82,female,programmer,63,junior high,no
64,female,programmer,46,doctor,no
5,female,scientest,98,master,no
36,female,salesman,57,junior high,no
85,third,programmer,80,master,no
59,male,singer,39,master,no
29,third,student,66,junior high,no
85,female,scientest,56,master,no
98,female,teacher,40,senior high,no
75,male,chef,81,primary,no
45,female,teacher,71,senior high,no
56,female,student,61,master,no
94,male,singer,56,university,no
80,male,engineer,72,doctor,no
23,female,chef,95,doctor,yes
74,male,programmer,39,primary,no
59,male,teacher,59,junior high,no
98,female,chef,52,university,no
62,female,engineer,76,primary,no
0,female,scientest,74,junior high,no
68,female,salesman,79,junior high,no
29,male,engineer,53,master,yes
28,third,scientest,42,doctor,yes
57,female,programmer,69,junior high,no
89,male,chef,37,junior high,no
55,male,scientest,76,senior high,no
47,male,scientest,77,master,yes
17,male,programmer,69,university,no
61,male,student,99,junior high,no
80,male,scientest,51,senior high,no
61,female,student,57,primary,no
28,male,teacher,56,senior high,yes
1,male,singer,80,master,no
45,female,engineer,94,primary,no
33,female,chef,47,master,yes
33,male,scientest,93,junior high,yes
68,female,engineer,88,master,no
39,third,student,54,junior high,no
45,female,singer,73,master,no
4,female,singer,66,doctor,no
98,female,engineer,92,senior high,no
42,third,neet,79,university,no
21,third,engineer,82,master,no
77,female,engineer,87,junior high,no
60,third,salesman,92,junior high,no
97,male,programmer,35,senior high,no
14,male,scientest,43,doctor,no
2,male,student,96,junior high,no
89,male,salesman,40,doctor,no
19,male,chef,98,university,yes
87,female,programmer,70,university,no
28,male,singer,89,junior high,no
5,third,singer,69,doctor,no
48,third,singer,51,junior high,no
63,third,student,93,primary,no
55,female,chef,72,university,no
21,third,programmer,81,master,no
11,female,teacher,49,junior high,no
5,male,salesman,94,master,no
63,male,chef,63,senior high,no
41,female,student,65,university,no
58,female,salesman,53,university,no
67,female,singer,82,doctor,no
70,female,engineer,38,doctor,no
78,female,student,89,university,no
18,third,neet,42,senior high,no
70,third,scientest,76,university,no
18,third,neet,92,doctor,no
75,third,programmer,83,senior high,no
47,female,student,64,primary,no
45,third,singer,46,doctor,no
8,third,chef,38,university,no
65,male,engineer,79,junior high,no
56,female,teacher,42,master,no
36,male,teacher,38,junior high,yes
12,female,student,71,doctor,no
42,female,neet,95,master,no
44,male,singer,36,doctor,no
48,female,salesman,47,junior high,no
73,third,teacher,95,senior high,no
13,male,engineer,37,doctor,no
24,male,teacher,41,master,no
50,female,engineer,73,university,no
68,male,student,55,primary,no
25,male,neet,67,junior high,yes
80,male,student,39,primary,no
96,female,student,88,university,no
37,third,chef,89,university,yes
63,third,teacher,39,doctor,no
49,third,engineer,90,junior high,no
99,female,programmer,99,university,no
93,third,programmer,79,master,no
89,third,teacher,96,junior high,no
74,male,teacher,85,doctor,no
20,female,engineer,35,junior high,no
83,female,teacher,45,master,no
71,female,neet,61,doctor,no
79,male,teacher,80,senior high,no
19,male,singer,44,primary,no
5,third,programmer,96,doctor,no
5,third,neet,40,university,no
78,female,engineer,45,master,no
56,female,salesman,95,primary,no
26,male,salesman,86,junior high,no
89,third,scientest,99,junior high,no
89,female,chef,90,master,no
29,female,salesman,71,university,no
90,female,chef,38,master,no
48,male,teacher,68,master,no
90,male,teacher,96,junior high,no
48,male,programmer,53,doctor,yes
86,male,student,49,primary,no
13,male,teacher,57,doctor,no
72,female,singer,67,senior high,no
3,male,engineer,36,primary,no
91,third,student,45,doctor,no
51,female,singer,99,university,no
42,third,chef,67,doctor,yes
66,male,programmer,60,primary,no
32,male,teacher,81,primary,no
94,male,chef,70,doctor,no
67,third,scientest,89,university,no
60,male,engineer,93,doctor,no
88,female,engineer,66,master,no
29,female,chef,38,senior high,yes
87,third,scientest,47,doctor,no
22,third,teacher,84,primary,no
13,female,teacher,75,university,no
45,female,student,40,junior high,no
96,third,student,55,university,no
80,female,chef,46,primary,no
40,third,student,61,primary,yes
94,female,singer,36,senior high,no
91,third,singer,77,university,no
39,female,teacher,61,primary,no
95,male,salesman,96,primary,no
57,female,singer,41,junior high,no
3,female,salesman,37,senior high,no
54,male,neet,82,doctor,no
25,male,programmer,59,doctor,yes
47,male,singer,54,doctor,no
22,third,scientest,35,senior high,no
85,third,neet,41,university,no
87,male,programmer,69,doctor,no
1,third,teacher,35,university,no
59,male,teacher,98,university,no
69,female,singer,97,primary,no
22,third,singer,64,junior high,no
71,third,scientest,53,primary,no
46,third,engineer,62,senior high,no
35,male,salesman,84,primary,no
20,female,singer,45,junior high,no
78,third,teacher,50,master,no
80,female,engineer,73,junior high,no
18,third,salesman,76,junior high,no
59,third,scientest,63,primary,no
8,third,scientest,93,university,no
88,male,neet,72,university,no
3,male,engineer,96,primary,no
2,female,teacher,70,primary,no
11,male,student,65,university,no
1,female,singer,74,senior high,no
49,male,chef,73,senior high,yes
86,male,teacher,60,doctor,no
93,male,neet,82,junior high,no
3,male,singer,40,junior high,no
22,third,engineer,60,doctor,yes
13,female,singer,52,junior high,no
16,male,salesman,58,doctor,no
29,female,teacher,93,doctor,no
44,third,teacher,57,junior high,no
19,third,student,96,senior high,no
59,female,chef,44,master,no
49,male,chef,44,university,yes
91,female,chef,59,master,no
8,third,engineer,39,university,no
71,female,engineer,66,junior high,no
90,female,neet,58,master,no
8,male,neet,84,doctor,no
62,male,teacher,60,master,no
72,third,scientest,73,primary,no
53,female,singer,95,senior high,no
13,third,programmer,79,university,no
27,male,neet,76,junior high,no
11,third,student,79,master,no
23,third,salesman,41,doctor,yes
5,third,teacher,66,master,no
24,third,programmer,65,master,yes
14,male,neet,46,senior high,no
42,male,scientest,57,university,no
85,male,salesman,46,senior high,no
37,female,neet,48,master,yes
32,male,scientest,52,doctor,yes
74,third,scientest,87,primary,no
36,female,scientest,86,primary,no
97,male,student,96,university,no
1,male,singer,62,junior high,no
86,third,salesman,59,senior high,no
37,female,programmer,79,university,yes
67,male,engineer,92,junior high,no
39,female,chef,56,doctor,yes
31,female,student,98,master,yes
73,female,scientest,54,senior high,no
55,male,neet,94,master,no
68,third,scientest,46,doctor,no
26,male,neet,57,senior high,no
49,female,singer,75,university,no
31,male,salesman,45,university,no
97,third,teacher,40,master,no
48,male,singer,65,master,no
94,third,neet,38,junior high,no
54,male,scientest,57,university,no
3,third,teacher,89,primary,no
48,female,engineer,57,junior high,no
7,female,teacher,68,university,no
41,third,student,91,doctor,no
29,third,salesman,97,university,yes
31,female,student,56,primary,no
87,male,scientest,97,junior high,no
77,male,student,36,master,no
42,female,salesman,41,doctor,no
39,male,scientest,83,senior high,yes
38,third,programmer,46,master,yes
36,female,engineer,58,university,no
31,female,engineer,77,doctor,yes
9,female,neet,78,senior high,no
64,female,salesman,41,primary,no
4,third,programmer,62,primary,no
90,female,scientest,79,doctor,no
62,female,programmer,37,junior high,no
67,third,neet,37,primary,no
16,female,teacher,68,university,no
32,male,neet,91,university,yes
63,third,teacher,38,master,no
35,female,engineer,94,master,yes
1,male,neet,60,primary,no
5,female,salesman,88,primary,no
3,male,teacher,42,doctor,no
1,male,teacher,44,primary,no
73,third,teacher,90,doctor,no
61,third,engineer,67,university,no
88,male,singer,71,senior high,no
36,male,student,41,primary,no
36,female,singer,74,primary,no
37,female,chef,78,junior high,yes
69,female,teacher,84,university,no
95,male,engineer,93,primary,no
46,third,programmer,95,primary,no
63,third,teacher,76,primary,no
23,female,chef,59,junior high,yes
46,male,neet,51,university,no
68,third,student,62,master,no
64,third,neet,39,senior high,no
84,male,engineer,50,doctor,no
67,male,programmer,40,junior high,no
27,female,teacher,79,university,no
87,male,programmer,90,master,no
71,third,singer,36,university,no
3,male,scientest,75,university,no
70,female,singer,43,junior high,no
45,male,singer,89,junior high,no
73,female,chef,80,doctor,no
4,male,scientest,88,university,no
35,male,neet,77,master,no
5,female,neet,56,primary,no
80,female,neet,84,primary,no
34,female,chef,76,master,yes
24,male,teacher,97,university,no
49,female,salesman,56,primary,no
53,third,programmer,75,junior high,no
65,third,teacher,95,junior high,no
56,male,neet,68,senior high,no
23,third,neet,85,university,no
94,male,engineer,94,primary,no
52,female,student,45,primary,no
32,third,teacher,89,university,no
37,male,chef,51,primary,yes
58,female,neet,55,primary,no
5,third,chef,85,senior high,no
93,third,student,67,senior high,no
7,female,programmer,35,doctor,no
23,female,neet,85,university,no
85,male,student,65,junior high,no
50,male,singer,82,master,no
56,third,neet,54,doctor,no
60,female,salesman,73,junior high,no
83,female,neet,57,master,no
72,female,neet,47,senior high,no
78,third,scientest,66,doctor,no
37,male,singer,89,university,yes
8,male,salesman,78,master,no
45,third,programmer,35,university,no
22,female,engineer,79,junior high,no
95,female,neet,37,primary,no
8,female,singer,86,senior high,no
50,female,chef,70,master,yes
55,female,programmer,98,doctor,no
15,female,programmer,54,senior high,no
71,female,salesman,64,primary,no
47,female,scientest,63,doctor,yes
21,third,student,86,junior high,yes
87,female,salesman,84,master,no
94,third,salesman,75,master,no
51,female,teacher,55,university,no
73,third,engineer,39,doctor,no
22,third,scientest,87,primary,no
84,male,scientest,49,master,no
56,female,engineer,82,master,no
0,female,neet,96,university,no
64,third,salesman,42,primary,no
46,female,neet,43,junior high,no
78,female,salesman,72,university,no
62,third,singer,73,senior high,no
57,third,scientest,35,university,no
43,female,chef,79,junior high,yes
86,female,chef,96,university,no
7,male,chef,72,master,no
87,male,teacher,88,primary,no
67,female,programmer,63,junior high,no
43,third,student,85,doctor,no
31,female,singer,93,university,yes
7,female,programmer,63,master,no
49,male,student,81,master,no
90,male,scientest,43,junior high,no
41,female,engineer,92,senior high,no
32,third,salesman,73,university,yes
35,male,neet,65,doctor,yes
27,female,programmer,78,university,no
65,third,chef,44,junior high,no
21,male,neet,37,primary,no
40,female,singer,78,university,yes
33,third,student,49,junior high,no
0,female,scientest,95,senior high,no
68,male,engineer,86,master,no
54,third,chef,78,doctor,no
80,third,engineer,55,master,no
40,third,singer,82,junior high,no
4,third,neet,37,primary,no
7,female,teacher,61,master,no
33,female,salesman,59,junior high,no
47,female,chef,94,senior high,yes
61,third,student,57,senior high,no
46,third,singer,50,senior high,no
63,third,programmer,46,master,no
96,female,singer,35,junior high,no
45,third,scientest,45,university,no
65,female,singer,97,master,no
91,female,chef,65,senior high,no
1,third,neet,68,junior high,no
32,third,teacher,98,senior high,no
69,third,salesman,91,senior high,no
13,female,scientest,69,primary,no
94,third,neet,82,university,no
44,male,engineer,43,junior high,no
67,male,teacher,56,senior high,no
23,male,chef,69,doctor,yes
12,third,student,37,doctor,no
94,female,teacher,98,junior high,no
24,third,neet,72,junior high,yes
57,female,student,78,university,no
78,female,scientest,49,junior high,no
27,third,engineer,91,doctor,yes
27,third,engineer,79,senior high,yes
50,third,programmer,57,master,yes
72,female,teacher,82,senior high,no
76,female,programmer,91,primary,no
5,third,chef,40,junior high,no
74,third,teacher,93,primary,no
85,third,teacher,57,master,no
88,male,neet,62,master,no
41,male,teacher,60,primary,no
1,third,salesman,54,master,no
52,female,chef,57,senior high,no
47,male,neet,67,university,no
15,third,engineer,38,senior high,no
37,female,salesman,61,junior high,no
16,third,scientest,82,senior high,no
24,female,student,40,senior high,no
29,female,student,85,junior high,no
18,third,neet,66,doctor,no
96,male,singer,99,master,no
50,female,student,83,junior high,no
60,male,singer,56,master,no
33,male,teacher,44,primary,no
88,third,singer,38,doctor,no
33,female,singer,96,primary,yes
7,female,engineer,59,doctor,no
11,male,student,85,university,no
70,female,scientest,39,primary,no
60,third,student,66,master,no
16,male,teacher,89,doctor,no
95,female,student,82,university,no
35,female,chef,41,master,yes
60,third,chef,65,senior high,no
28,male,scientest,82,master,yes
90,male,neet,39,senior high,no
34,third,programmer,77,master,yes
37,male,programmer,70,doctor,yes
95,male,neet,91,doctor,no
3,third,neet,65,junior high,no
78,female,singer,46,university,no
20,male,chef,51,senior high,yes
19,female,student,53,doctor,no
1,male,scientest,59,doctor,no
41,male,teacher,99,junior high,no
22,third,scientest,84,university,no
9,third,singer,45,university,no
31,male,neet,43,senior high,no
72,third,student,55,university,no
5,female,scientest,72,junior high,no
93,female,engineer,55,university,no
30,female,teacher,81,primary,yes
14,third,scientest,60,senior high,no
53,third,chef,96,doctor,no
73,male,student,39,doctor,no
75,male,neet,80,junior high,no
97,male,salesman,80,doctor,no
24,female,neet,40,master,no
50,female,engineer,44,senior high,no
56,third,chef,75,university,no
52,male,neet,75,junior high,no
93,female,chef,60,university,no
89,third,neet,98,senior high,no
70,male,engineer,78,senior high,no
14,female,engineer,78,junior high,no
30,third,teacher,97,primary,yes
65,male,neet,63,doctor,no
79,female,chef,51,doctor,no
29,third,programmer,80,university,no
67,third,singer,45,primary,no
48,male,chef,92,doctor,yes
50,third,student,72,senior high,no
58,male,neet,49,junior high,no
64,third,singer,87,primary,no
10,female,teacher,93,master,no
98,third,student,82,university,no
85,third,teacher,51,master,no
82,male,chef,95,junior high,no
46,male,neet,47,senior high,no
78,male,salesman,66,university,no
72,male,engineer,50,junior high,no
61,third,student,61,junior high,no
8,female,engineer,43,master,no
21,third,student,40,university,no
84,third,engineer,96,master,no
82,male,neet,36,university,no
95,male,salesman,53,master,no
92,third,teacher,73,university,no
18,female,student,91,primary,no
26,female,scientest,95,primary,yes
0,third,neet,85,primary,no
32,third,scientest,72,doctor,yes
48,male,neet,95,master,no
84,female,singer,58,junior high,no
46,female,teacher,50,master,no
21,male,student,77,primary,no
93,male,chef,62,doctor,no
98,third,salesman,40,senior high,no
20,third,programmer,46,master,no
76,female,scientest,82,junior high,no
11,male,teacher,80,primary,no
17,male,student,79,primary,no
78,female,teacher,79,junior high,no
36,female,scientest,51,primary,no
15,third,student,62,junior high,no
34,female,teacher,77,senior high,no
76,female,neet,50,university,no
32,male,chef,37,junior high,yes
36,female,neet,78,doctor,yes
0,third,engineer,65,primary,no
20,male,singer,62,junior high,yes
62,third,neet,43,university,no
25,female,engineer,70,junior high,no
15,male,student,47,doctor,no
52,third,teacher,77,master,no
96,female,programmer,65,senior high,no
84,male,scientest,70,master,no
34,male,neet,85,primary,yes
97,third,engineer,79,primary,no
91,male,neet,92,university,no
45,male,student,85,senior high,no
82,male,neet,54,primary,no
13,female,programmer,68,university,no
16,male,programmer,98,primary,no
51,male,teacher,76,doctor,no
59,third,singer,75,junior high,no
1,male,teacher,55,senior high,no
50,third,scientest,81,doctor,yes
28,male,salesman,46,senior high,no
63,female,singer,40,primary,no
6,third,chef,68,primary,no
15,male,scientest,88,junior high,no
20,female,salesman,99,university,no
16,third,programmer,89,senior high,no
33,male,engineer,48,junior high,no
37,third,engineer,60,doctor,yes
73,female,programmer,80,junior high,no
96,third,singer,43,primary,no
65,third,student,72,university,no
21,male,neet,89,doctor,no
74,female,teacher,93,master,no
78,third,scientest,78,university,no
29,third,engineer,65,primary,no
82,male,teacher,95,master,no
60,female,student,39,primary,no
13,third,chef,42,junior high,no
93,third,engineer,82,university,no
88,third,teacher,54,senior high,no
78,male,salesman,69,junior high,no
17,third,student,51,doctor,no
82,female,chef,37,junior high,no
99,third,teacher,36,junior high,no
48,male,chef,70,primary,yes
98,male,scientest,85,junior high,no
67,third,neet,90,senior high,no
12,male,engineer,80,junior high,no
23,female,singer,67,master,yes
58,male,singer,85,university,no
60,female,student,83,doctor,no
24,female,engineer,94,junior high,yes
93,female,singer,79,primary,no
11,female,scientest,49,junior high,no
34,male,engineer,58,university,no
6,female,student,62,junior high,no
58,female,salesman,63,junior high,no
24,female,neet,41,senior high,yes
94,female,programmer,44,doctor,no
19,third,singer,51,doctor,no
48,male,programmer,92,master,yes
84,third,teacher,67,senior high,no
67,third,engineer,49,junior high,no
1,third,engineer,91,doctor,no
65,male,salesman,48,primary,no
76,female,singer,43,doctor,no
40,female,singer,74,doctor,no
51,male,salesman,73,junior high,no
2,female,neet,69,primary,no
45,third,programmer,65,senior high,no
10,male,chef,49,master,yes
3,third,singer,96,primary,no
87,third,scientest,37,junior high,no
32,male,teacher,45,senior high,yes
97,third,neet,99,primary,no
22,third,programmer,99,senior high,yes
40,female,salesman,44,junior high,no
16,female,teacher,89,primary,no
11,male,scientest,65,doctor,no
65,third,student,81,primary,no
12,female,salesman,41,master,yes
64,third,programmer,93,primary,no
28,male,student,95,university,no
34,female,chef,63,junior high,yes
30,male,chef,85,junior high,yes
74,male,neet,95,university,no
96,male,salesman,64,senior high,no
31,female,programmer,68,university,no
30,third,engineer,38,university,no
70,female,chef,69,primary,no
69,third,neet,41,senior high,no
5,male,programmer,81,doctor,no
11,female,engineer,73,junior high,no
80,male,chef,90,junior high,no
31,female,teacher,66,primary,no
4,male,engineer,35,primary,no
64,female,programmer,82,junior high,no
3,female,chef,51,master,no
97,female,chef,70,primary,no
92,female,student,74,doctor,no
72,female,engineer,92,senior high,no
59,male,chef,81,junior high,no
81,third,teacher,93,university,no
60,third,chef,95,primary,no
43,female,chef,76,doctor,yes
46,female,chef,96,junior high,yes
31,third,scientest,93,primary,yes
25,female,salesman,68,primary,no
40,male,salesman,63,junior high,yes
18,third,singer,67,university,no
93,male,salesman,94,master,no
87,third,programmer,70,master,no
12,third,scientest,60,junior high,no
36,female,chef,66,doctor,yes
87,male,programmer,61,university,no
64,third,engineer,36,university,no
40,female,programmer,72,master,yes
53,male,chef,87,university,no
8,male,student,57,master,no
71,male,singer,70,master,no
51,male,chef,72,primary,no
73,third,teacher,84,master,no
33,female,chef,38,master,yes
4,female,singer,75,doctor,no
60,female,chef,87,university,no
27,female,salesman,82,primary,yes
53,third,scientest,75,master,no
74,female,engineer,45,senior high,no
61,third,salesman,98,university,no
20,female,scientest,84,university,yes
22,female,salesman,92,master,no
52,female,scientest,90,senior high,no
20,third,teacher,35,university,no
22,third,salesman,46,doctor,no
77,male,programmer,66,doctor,no
28,male,student,45,master,yes
74,male,engineer,68,doctor,no
6,male,student,95,university,no
14,male,chef,76,doctor,no
99,female,student,59,primary,no
4,third,programmer,44,senior high,no
3,third,singer,93,senior high,no
31,female,programmer,97,doctor,yes
79,female,engineer,35,primary,no
41,female,scientest,83,senior high,no
35,third,scientest,73,master,yes
49,male,neet,83,university,no
39,third,salesman,92,senior high,no
36,third,student,95,senior high,no
56,third,salesman,56,doctor,no
12,male,engineer,53,doctor,no
46,third,engineer,92,senior high,no
41,female,neet,90,primary,no
85,third,chef,94,doctor,no
99,male,salesman,68,doctor,no
62,third,chef,52,university,no
84,third,chef,88,junior high,no
88,male,singer,94,doctor,no
33,male,student,74,junior high,no
8,third,scientest,99,primary,no
88,third,student,43,junior high,no
16,female,student,71,senior high,no
17,third,salesman,62,junior high,no
82,male,student,77,junior high,no
64,female,neet,67,junior high,no
15,female,salesman,43,junior high,yes
86,third,student,98,junior high,no
13,male,teacher,66,senior high,no
82,third,programmer,35,master,no
75,male,singer,84,university,no
94,male,chef,88,doctor,no
79,female,scientest,65,master,no
5,third,programmer,99,university,no
5,male,engineer,84,junior high,no
93,male,singer,62,university,no
85,male,scientest,71,university,no
59,third,engineer,84,primary,no
52,male,programmer,52,junior high,no
16,third,engineer,87,university,no
15,third,chef,69,university,no
83,female,chef,80,university,no
5,female,teacher,90,university,no
56,male,engineer,89,master,no
88,third,neet,58,university,no
44,male,singer,71,primary,no
63,third,salesman,94,doctor,no
59,female,teacher,48,primary,no
26,third,scientest,72,primary,no
36,female,singer,80,doctor,yes
90,third,engineer,88,junior high,no
56,male,programmer,70,junior high,no
90,third,engineer,67,university,no
76,third,neet,81,primary,no
93,female,neet,79,primary,no
41,third,neet,47,senior high,no
5,female,engineer,62,doctor,no
8,male,chef,45,junior high,yes
28,male,chef,49,university,yes
88,third,student,60,junior high,no
55,male,student,66,master,no
67,male,student,67,doctor,no
23,male,chef,56,primary,yes
32,female,salesman,79,university,yes
53,female,student,49,junior high,no
3,male,salesman,62,junior high,no
94,male,chef,79,master,no
3,female,programmer,83,doctor,no
21,male,student,90,primary,no
97,third,engineer,99,junior high,no
66,third,salesman,57,senior high,no
91,third,salesman,55,master,no
23,female,neet,75,university,no
28,female,scientest,41,doctor,yes
89,female,scientest,49,junior high,no
39,third,programmer,75,doctor,yes
26,male,neet,84,primary,no
0,third,chef,38,master,no
19,male,teacher,42,doctor,no
29,female,chef,49,primary,yes
96,female,programmer,40,junior high,no
19,third,scientest,82,master,no
43,male,programmer,81,university,no
85,male,scientest,83,doctor,no
21,female,student,45,university,no
74,male,neet,78,junior high,no
68,male,student,37,junior high,no
36,male,salesman,84,university,no
32,female,salesman,69,senior high,no
6,female,singer,75,university,no
16,third,scientest,56,senior high,no
76,female,singer,96,master,no
31,male,chef,80,doctor,yes
68,male,neet,48,doctor,no
66,male,scientest,35,doctor,no
53,male,scientest,75,master,no
13,male,scientest,37,senior high,no
51,male,singer,87,master,no
84,male,neet,91,master,no
70,male,chef,74,senior high,no
49,female,salesman,57,primary,no
47,third,engineer,87,doctor,yes
52,third,salesman,66,senior high,no
97,male,engineer,61,primary,no
24,male,chef,58,master,yes
44,female,programmer,51,master,yes
22,female,teacher,42,doctor,no
46,male,student,68,primary,no
81,male,salesman,60,university,no
27,third,singer,41,junior high,no
98,female,teacher,59,doctor,no
35,male,teacher,58,master,no
48,third,salesman,56,primary,no
80,third,salesman,98,junior high,no
99,male,salesman,76,primary,no
94,female,student,51,master,no
37,male,student,90,university,yes
23,male,student,61,master,no
90,male,student,80,doctor,no
26,male,engineer,73,university,no
65,female,neet,79,senior high,no
41,third,scientest,56,junior high,no
95,third,scientest,84,doctor,no
22,male,chef,49,doctor,yes
65,female,engineer,53,primary,no
62,female,student,69,university,no
86,female,neet,53,primary,no
82,male,teacher,46,university,no
80,female,neet,62,university,no
85,third,singer,86,master,no
83,third,singer,75,primary,no
53,female,chef,77,master,no
71,female,chef,71,primary,no
93,male,engineer,62,senior high,no
87,male,scientest,78,university,no
19,male,student,94,primary,no
46,male,student,89,university,no
3,female,scientest,62,junior high,no
25,female,engineer,74,master,yes
14,male,student,76,senior high,no
63,male,chef,67,university,no
7,third,teacher,85,doctor,no
6,third,student,48,university,no
74,third,engineer,76,university,no
99,male,student,58,senior high,no
48,third,chef,36,senior high,yes
97,female,scientest,50,primary,no
57,third,scientest,49,doctor,no
82,female,scientest,64,senior high,no
39,female,singer,71,master,no
76,third,teacher,37,junior high,no
95,female,student,86,doctor,no
74,female,scientest,36,university,no
77,male,student,70,primary,no
25,third,singer,91,doctor,no
17,third,neet,97,senior high,no
59,male,chef,66,junior high,no
86,male,neet,54,junior high,no
21,female,engineer,43,junior high,no
31,female,neet,67,senior high,no
81,female,engineer,65,university,no
26,third,singer,86,junior high,no
40,third,engineer,48,senior high,yes
72,female,teacher,53,junior high,no
18,third,salesman,91,junior high,no
27,third,student,39,junior high,no
21,third,programmer,35,doctor,no
93,third,programmer,57,doctor,no
22,female,neet,82,doctor,no
50,female,chef,78,primary,yes
58,female,singer,86,doctor,no
23,male,singer,52,doctor,no
20,female,neet,59,university,no
66,male,engineer,92,university,no
82,female,salesman,81,master,no
22,female,programmer,82,junior high,no
72,female,chef,55,primary,no
80,male,student,58,university,no
1,male,teacher,35,doctor,no
98,male,singer,86,senior high,no
30,third,programmer,79,doctor,yes
85,male,teacher,63,university,no
79,female,singer,55,master,no
27,male,engineer,68,primary,no
20,third,neet,37,junior high,no
95,third,teacher,69,senior high,no
55,third,singer,54,doctor,no
74,female,student,53,master,no
75,female,scientest,42,junior high,no
70,male,engineer,69,university,no
0,female,chef,37,university,no
23,male,singer,78,university,no
95,third,salesman,93,university,no
40,female,salesman,87,senior high,no
31,third,chef,77,primary,yes
88,third,teacher,45,doctor,no
1,male,salesman,70,primary,no
22,male,teacher,52,primary,no
82,third,student,86,doctor,no
14,third,neet,92,primary,no
78,female,salesman,98,university,no
55,male,teacher,41,university,no
46,third,student,96,primary,no
21,male,salesman,99,junior high,no
66,male,scientest,57,master,no
73,male,chef,94,doctor,no
59,female,teacher,71,senior high,no
50,third,neet,44,senior high,no
95,male,scientest,50,senior high,no
1,male,salesman,79,master,no
50,male,student,96,junior high,no
63,male,singer,38,primary,no
78,female,student,97,university,no
22,male,teacher,92,senior high,no
49,third,programmer,86,primary,no
17,third,engineer,40,master,no
1,third,chef,99,doctor,no
44,female,salesman,80,primary,no
16,female,chef,53,university,yes
23,female,scientest,93,university,yes
8,female,student,90,doctor,no
16,female,student,59,junior high,no
30,female,neet,84,master,yes
82,female,salesman,42,senior high,no
2,third,singer,53,doctor,no
91,female,singer,91,master,no
47,male,scientest,83,university,no
94,third,programmer,97,junior high,no
3,third,neet,90,junior high,no
92,third,programmer,86,junior high,no
7,third,salesman,47,junior high,no
63,male,salesman,73,doctor,no
73,third,salesman,62,primary,no
10,female,salesman,47,senior high,no
95,third,neet,43,master,no
89,male,teacher,55,master,no
53,male,student,93,university,no
46,female,programmer,80,senior high,no
21,third,scientest,76,primary,no
0,third,chef,49,master,no
21,third,teacher,78,doctor,no
1,male,scientest,67,master,no
65,male,student,90,master,no
89,male,singer,41,university,no
5,female,chef,56,primary,no
22,third,scientest,51,junior high,yes
58,female,student,83,master,no
4,female,student,51,junior high,no
98,female,scientest,57,doctor,no
12,female,salesman,78,junior high,no
45,third,salesman,35,primary,no
51,third,scientest,76,doctor,no
35,third,chef,76,senior high,yes
40,third,chef,99,university,yes
78,female,chef,49,junior high,no
94,male,salesman,46,junior high,no
59,male,chef,85,primary,no
3,female,singer,76,senior high,no
31,male,neet,49,senior high,no
6,female,engineer,51,university,no
55,male,salesman,73,junior high,no
52,third,programmer,75,senior high,no
98,female,salesman,52,senior high,no
45,third,programmer,85,university,no
0,female,engineer,91,primary,no
80,third,salesman,50,senior high,no
1,male,scientest,44,university,no
88,third,chef,50,primary,no
3,female,engineer,42,university,no
28,male,programmer,83,senior high,yes
5,male,chef,45,senior high,no
41,female,singer,72,junior high,no
9,third,neet,36,senior high,no
75,third,scientest,81,senior high,no
71,male,salesman,93,doctor,no
38,female,neet,58,master,no
54,third,neet,90,doctor,no
2,third,teacher,57,primary,no
0,third,programmer,40,junior high,no
61,female,chef,93,junior high,no
41,female,scientest,42,primary,no
81,third,engineer,80,doctor,no
17,female,student,92,master,yes
77,third,singer,56,primary,no
79,male,neet,95,primary,no
64,female,singer,37,senior high,no
30,third,programmer,60,university,yes
60,third,student,63,primary,no
55,male,chef,70,doctor,no
9,male,salesman,57,primary,no
14,male,teacher,96,senior high,no
96,female,student,99,doctor,no
56,third,singer,45,senior high,no
63,third,salesman,99,doctor,no
23,third,student,59,senior high,no
36,female,programmer,85,senior high,yes
0,third,chef,97,master,no
18,male,scientest,78,junior high,no
