Age,Gender,Occupations,Blood group,Weight,Education,Revenue,Choosed
82,third,singer,O,97,master,26,no
74,female,engineer,A,46,university,680,no
25,third,salesman,B,65,doctor,1100,no
34,male,student,O,37,doctor,38,yes
2,male,scientest,O,62,doctor,66,no
90,female,neet,AB,66,senior high,600,no
60,third,salesman,B,64,doctor,100,no
1,male,salesman,A,69,university,52,no
34,male,neet,O,38,doctor,260,yes
97,female,scientest,A,79,primary,67,no
64,third,programmer,AB,96,university,79,no
43,female,chef,O,83,primary,240,yes
43,third,scientest,AB,68,university,3000,no
33,female,teacher,AB,84,doctor,90,no
90,third,teacher,O,57,doctor,450,no
72,female,teacher,AB,89,university,990,no
75,female,student,A,44,university,500,no
93,female,engineer,A,38,doctor,5700,no
42,third,salesman,AB,47,university,830,no
25,third,neet,O,85,university,7800,yes
72,third,engineer,AB,85,senior high,990,no
14,third,neet,B,79,university,54,no
99,female,programmer,B,66,senior high,5900,no
32,third,programmer,A,94,primary,17,no
96,female,singer,B,51,junior high,4800,no
85,female,neet,A,74,doctor,7400,no
63,female,chef,A,45,university,11,no
23,male,student,O,88,doctor,39,yes
1,third,singer,B,53,university,3500,no
48,third,programmer,A,92,junior high,5200,no
75,female,singer,O,62,junior high,37,no
88,female,engineer,A,53,senior high,990,no
34,male,singer,O,58,master,5900,yes
25,third,teacher,B,77,primary,1900,no
6,female,singer,AB,97,senior high,800,no
91,third,scientest,O,53,master,27,no
47,third,student,A,79,junior high,41,no
83,female,salesman,A,51,master,80,no
6,female,scientest,O,85,senior high,600,no
1,male,scientest,AB,56,senior high,85,no
40,female,engineer,O,61,university,7300,yes
82,third,engineer,AB,57,junior high,70,no
57,third,singer,O,86,junior high,7000,no
44,male,chef,AB,37,doctor,71,yes
44,female,engineer,A,88,master,77,yes
49,male,engineer,B,67,senior high,840,no
60,female,teacher,AB,60,senior high,50,no
90,female,programmer,O,91,senior high,630,no
44,third,salesman,O,70,master,46,no
59,female,student,A,73,doctor,24,no
87,male,neet,A,71,primary,1900,no
97,third,salesman,A,64,master,5300,no
22,third,scientest,A,95,senior high,600,no
34,male,scientest,B,89,senior high,21,no
58,third,student,AB,77,university,74,no
77,male,student,AB,66,junior high,5300,no
0,male,teacher,AB,68,university,55,no
9,male,singer,AB,37,doctor,5600,yes
81,third,scientest,O,84,university,2900,no
30,male,engineer,AB,65,doctor,57,yes
8,third,chef,A,46,doctor,2600,no
2,female,student,AB,82,master,30,no
72,male,singer,A,58,university,170,no
86,male,chef,B,91,junior high,7100,no
36,male,neet,A,44,master,65,no
62,female,teacher,B,58,doctor,5,no
14,male,chef,B,38,junior high,370,no
8,third,student,A,63,junior high,8700,no
5,third,programmer,O,41,junior high,60,no
40,male,programmer,O,62,university,12,yes
38,third,chef,O,66,university,69,yes
42,female,student,A,89,master,440,no
90,third,scientest,B,77,doctor,450,no
76,third,programmer,AB,40,master,700,no
21,female,scientest,O,53,university,580,yes
35,male,engineer,O,37,primary,23,yes
5,female,salesman,AB,69,university,680,no
82,male,programmer,A,77,primary,530,no
17,female,programmer,AB,45,junior high,8300,yes
71,third,singer,B,67,senior high,9200,no
96,female,teacher,A,37,senior high,9,no
31,male,teacher,B,62,university,96,no
93,third,singer,A,93,primary,28,no
8,third,programmer,AB,39,junior high,170,no
91,third,chef,O,90,master,83,no
64,female,neet,A,85,junior high,610,no
85,male,singer,A,45,university,28,no
99,third,salesman,A,42,master,59,no
88,third,neet,A,84,junior high,55,no
11,third,engineer,O,93,junior high,6100,no
94,male,neet,AB,73,master,66,no
2,third,teacher,A,37,doctor,2900,no
54,male,teacher,B,88,master,6300,no
52,third,programmer,AB,37,university,3700,no
96,male,chef,AB,82,doctor,90,no
30,male,teacher,AB,96,master,52,no
32,female,chef,AB,52,primary,540,yes
69,female,salesman,A,93,primary,68,no
43,male,salesman,AB,92,university,46,no
25,female,chef,A,99,senior high,42,yes
58,male,chef,B,50,doctor,250,no
4,female,student,B,92,doctor,100,no
36,male,chef,AB,84,doctor,8600,yes
82,third,salesman,B,50,senior high,290,no
45,third,teacher,O,81,master,1800,no
85,third,scientest,O,64,doctor,7700,no
21,female,programmer,B,71,master,270,no
36,female,teacher,O,83,primary,10000,yes
52,male,singer,O,91,doctor,8,no
82,male,singer,A,76,junior high,62,no
52,female,student,A,60,doctor,5500,no
50,female,neet,B,36,doctor,10,no
61,male,teacher,O,89,master,5000,no
31,female,chef,O,38,primary,18,yes
22,male,singer,AB,69,junior high,34,no
28,third,student,AB,91,primary,1300,no
16,male,scientest,A,83,primary,43,no
76,female,programmer,AB,35,doctor,60,no
60,female,chef,B,48,senior high,8200,no
61,male,programmer,B,78,junior high,5,no
51,third,singer,B,50,master,550,no
17,female,salesman,B,82,junior high,3000,no
60,male,singer,O,93,junior high,130,no
12,third,engineer,AB,49,primary,81,no
55,third,engineer,A,54,senior high,1100,no
62,male,teacher,AB,49,doctor,540,no
49,male,engineer,A,97,university,99,no
41,third,scientest,B,86,primary,500,no
61,third,chef,B,53,doctor,79,no
97,third,engineer,B,93,university,8100,no
99,third,singer,AB,35,primary,11,no
17,third,student,B,64,doctor,1300,no
33,third,salesman,B,83,senior high,7400,no
36,third,engineer,AB,96,primary,4000,no
79,male,engineer,O,95,master,2800,no
17,male,teacher,B,81,senior high,360,no
28,third,singer,O,68,senior high,5600,yes
84,third,teacher,A,72,master,44,no
11,male,singer,AB,82,master,170,no
69,female,salesman,AB,43,junior high,10,no
17,male,student,B,94,master,1800,no
74,female,student,B,63,senior high,40,no
15,male,chef,O,71,doctor,740,no
57,third,singer,A,85,university,5,no
20,female,student,O,67,junior high,6500,yes
70,male,salesman,A,77,primary,70,no
7,female,singer,A,52,senior high,400,no
21,female,teacher,AB,68,university,77,no
3,male,scientest,A,99,junior high,86,no
96,third,scientest,AB,44,primary,50,no
33,third,engineer,O,35,senior high,640,yes
74,male,engineer,AB,82,master,250,no
89,female,salesman,A,92,master,100,no
62,third,salesman,B,40,junior high,600,no
55,female,chef,O,93,senior high,56,no
61,female,engineer,A,98,senior high,9700,no
15,female,engineer,AB,54,senior high,140,no
18,third,salesman,B,52,senior high,64,no
28,third,engineer,O,45,university,20,yes
26,third,student,O,61,junior high,830,yes
46,female,engineer,O,51,university,4100,no
43,female,singer,O,50,university,6,no
91,female,teacher,B,38,senior high,6200,no
49,male,singer,AB,39,master,48,no
23,third,salesman,B,48,primary,80,no
6,third,teacher,A,90,senior high,4300,no
71,female,engineer,AB,70,master,3600,no
83,third,engineer,AB,58,doctor,4000,no
48,third,teacher,O,84,university,900,no
26,female,neet,B,57,senior high,7800,no
90,female,salesman,A,57,junior high,6600,no
7,female,engineer,O,95,primary,6600,no
45,third,chef,A,71,master,380,yes
97,third,programmer,B,65,senior high,610,no
58,male,singer,O,51,senior high,560,no
50,third,engineer,O,65,junior high,3900,no
54,female,chef,O,96,master,58,no
77,third,teacher,B,80,junior high,9300,no
19,male,student,B,75,master,7800,no
35,male,student,B,88,university,5,no
22,female,chef,O,59,doctor,68,yes
82,female,teacher,O,37,master,33,no
44,third,engineer,AB,96,senior high,3200,no
99,male,neet,AB,41,primary,7400,no
83,third,student,O,42,senior high,270,no
28,third,student,AB,93,master,4500,no
41,female,teacher,O,73,doctor,1000,no
68,third,student,A,93,primary,51,no
25,third,student,B,80,senior high,43,no
17,female,engineer,O,85,senior high,46,yes
58,female,singer,O,40,university,63,no
79,third,programmer,A,74,master,520,no
62,female,scientest,O,64,doctor,90,no
42,female,neet,B,90,senior high,45,no
40,female,student,A,75,university,78,no
16,male,student,A,84,primary,620,no
72,male,neet,O,43,senior high,420,no
39,third,neet,AB,74,university,560,no
15,male,scientest,O,46,master,9000,no
98,male,chef,A,40,doctor,210,no
76,third,engineer,O,51,doctor,610,no
8,third,chef,B,54,doctor,290,no
92,female,salesman,B,98,doctor,780,no
76,male,salesman,AB,89,doctor,470,no
96,male,programmer,O,57,senior high,6000,no
9,male,salesman,B,67,doctor,22,no
98,third,teacher,O,64,junior high,40,no
33,male,scientest,AB,38,doctor,8700,yes
42,female,programmer,AB,35,university,20,no
69,third,singer,A,44,university,760,no
22,male,programmer,A,71,university,9100,no
73,female,student,AB,67,master,500,no
32,male,chef,A,75,senior high,2,yes
33,third,engineer,A,85,primary,4300,no
82,third,neet,O,49,senior high,170,no
90,third,student,O,66,senior high,390,no
72,male,engineer,O,35,senior high,270,no
8,third,salesman,AB,81,junior high,88,no
65,female,chef,B,62,university,45,no
98,female,neet,AB,54,junior high,330,no
36,female,scientest,A,53,university,14,no
24,third,chef,B,43,doctor,930,yes
77,female,student,O,42,senior high,49,no
79,female,singer,B,42,university,640,no
42,male,scientest,AB,74,primary,310,no
83,male,singer,A,36,university,91,no
11,female,engineer,B,40,senior high,110,yes
21,male,singer,O,76,doctor,400,yes
19,male,neet,A,85,primary,550,no
69,third,engineer,B,40,master,1300,no
69,third,programmer,B,86,doctor,79,no
36,female,student,B,48,master,46,no
17,third,scientest,AB,99,university,660,no
50,male,student,O,81,junior high,7200,no
5,male,engineer,O,72,primary,1,no
77,third,student,A,38,university,190,no
20,female,neet,O,67,primary,8300,yes
18,female,chef,AB,72,doctor,540,yes
83,female,neet,B,46,university,9200,no
30,male,scientest,B,49,primary,500,no
63,female,teacher,AB,81,master,720,no
56,third,salesman,O,72,doctor,1300,no
20,third,student,A,38,senior high,410,no
10,male,chef,O,87,primary,83,no
97,male,chef,AB,63,primary,9900,no
13,male,student,AB,53,senior high,64,no
50,male,student,AB,95,senior high,480,no
87,male,programmer,AB,56,doctor,65,no
52,male,programmer,B,56,junior high,550,no
79,female,engineer,AB,80,junior high,5100,no
90,female,singer,B,58,master,37,no
41,female,scientest,AB,48,primary,750,no
59,male,singer,AB,67,doctor,3500,no
24,male,student,AB,93,university,84,no
87,third,engineer,A,65,doctor,3600,no
92,third,teacher,AB,57,master,530,no
25,third,student,A,45,university,130,no
7,third,student,B,84,senior high,3600,no
42,male,engineer,AB,66,master,360,yes
11,female,salesman,B,39,primary,100,yes
15,male,programmer,A,93,master,760,no
74,third,teacher,A,53,junior high,860,no
89,female,teacher,B,88,senior high,9100,no
90,third,teacher,AB,68,master,54,no
98,third,engineer,AB,99,master,800,no
8,female,student,O,35,junior high,850,no
54,female,scientest,A,89,university,39,no
71,third,engineer,B,42,university,170,no
35,third,singer,B,64,doctor,93,no
61,female,salesman,A,53,senior high,70,no
74,male,chef,A,39,doctor,300,no
24,third,chef,AB,73,senior high,82,yes
80,male,programmer,AB,46,primary,860,no
46,male,chef,AB,59,master,260,yes
6,female,student,O,81,master,30,no
70,male,salesman,O,44,doctor,5600,no
34,female,engineer,A,42,primary,4,no
75,female,teacher,B,52,university,9100,no
2,third,scientest,B,36,junior high,6000,no
63,male,teacher,B,77,senior high,500,no
32,female,singer,O,85,senior high,74,yes
38,female,singer,B,98,university,300,no
22,male,scientest,AB,46,university,31,no
90,male,singer,AB,37,primary,830,no
50,male,programmer,B,67,senior high,24,no
35,female,neet,AB,36,junior high,580,no
97,female,salesman,AB,60,senior high,740,no
58,female,neet,B,60,junior high,4600,no
77,male,salesman,AB,65,doctor,1200,no
12,third,chef,O,77,university,6600,no
66,female,student,O,98,doctor,32,no
85,female,scientest,AB,96,senior high,10000,no
58,third,neet,AB,56,junior high,90,no
65,male,chef,A,98,primary,66,no
48,third,engineer,A,49,junior high,70,no
64,male,neet,A,77,senior high,7500,no
91,female,engineer,B,86,doctor,2,no
10,female,student,O,59,doctor,3900,no
71,male,neet,B,39,master,31,no
93,male,student,A,42,senior high,330,no
51,female,chef,A,46,doctor,600,no
79,male,salesman,O,89,master,150,no
1,third,programmer,B,68,junior high,830,no
43,male,student,B,96,junior high,900,no
14,female,salesman,B,59,senior high,5300,no
49,female,singer,AB,36,primary,9,no
63,third,singer,A,36,junior high,250,no
72,female,singer,AB,96,junior high,22,no
48,male,singer,AB,45,master,7700,no
28,male,salesman,AB,75,senior high,19,no
44,third,teacher,A,56,doctor,550,no
12,male,neet,A,37,doctor,740,yes
59,female,neet,O,86,senior high,6,no
36,third,engineer,B,77,master,280,yes
15,female,programmer,O,54,doctor,60,no
94,male,programmer,AB,43,senior high,720,no
13,female,chef,AB,78,senior high,58,no
50,female,programmer,AB,81,university,250,no
96,third,student,AB,39,primary,220,no
6,female,chef,O,88,university,16,no
30,male,programmer,AB,87,senior high,1100,no
34,female,neet,B,62,doctor,6,no
23,male,engineer,AB,85,senior high,4400,no
21,male,engineer,O,54,primary,96,yes
37,male,programmer,B,76,primary,94,no
91,female,salesman,B,80,junior high,18,no
78,male,singer,B,91,master,290,no
6,third,salesman,O,45,master,870,no
90,male,student,AB,58,master,3,no
33,female,singer,A,83,junior high,690,no
32,female,singer,O,78,junior high,9200,yes
69,third,engineer,B,74,junior high,150,no
45,male,neet,AB,92,primary,7900,no
28,male,student,AB,60,senior high,880,no
83,third,scientest,A,56,university,39,no
94,female,neet,A,97,senior high,360,no
3,female,salesman,AB,36,master,40,no
67,male,student,O,41,university,3800,no
84,female,neet,B,87,junior high,30,no
14,third,programmer,O,63,university,700,no
31,third,programmer,O,79,master,9300,yes
26,third,chef,A,84,doctor,790,yes
17,female,salesman,AB,44,doctor,47,yes
60,male,programmer,A,67,junior high,900,no
39,third,engineer,B,35,doctor,6300,yes
16,female,teacher,O,89,junior high,20,yes
68,third,salesman,B,50,senior high,36,no
39,third,engineer,AB,82,senior high,98,no
16,female,salesman,B,41,primary,8500,yes
49,female,programmer,AB,94,senior high,19,no
55,third,salesman,A,85,senior high,23,no
72,male,scientest,O,75,doctor,7900,no
55,male,programmer,O,85,master,5700,no
43,third,student,A,49,master,78,no
24,female,salesman,B,38,doctor,520,no
9,female,singer,A,38,university,25,no
58,third,scientest,AB,54,university,2300,no
2,male,singer,B,94,university,2200,no
27,female,engineer,AB,43,doctor,450,yes
36,female,salesman,AB,51,junior high,67,no
38,male,salesman,AB,67,university,840,no
66,male,neet,AB,55,senior high,4800,no
54,female,scientest,AB,73,senior high,1700,no
31,male,chef,AB,78,university,28,yes
86,male,student,B,92,doctor,530,no
53,male,teacher,B,67,junior high,1200,no
86,female,teacher,A,61,doctor,100,no
43,male,teacher,AB,65,primary,77,no
19,male,teacher,B,47,senior high,25,no
36,female,engineer,A,41,master,66,yes
54,third,scientest,B,72,primary,86,no
69,male,scientest,B,83,doctor,7400,no
39,female,teacher,AB,38,university,4700,no
85,female,student,B,92,junior high,47,no
84,female,neet,A,41,senior high,880,no
24,third,scientest,AB,48,junior high,48,no
11,male,salesman,AB,78,primary,990,no
19,male,salesman,A,50,doctor,6300,no
12,female,engineer,B,89,master,870,no
89,male,salesman,B,59,doctor,1100,no
53,female,neet,B,52,primary,50,no
93,male,programmer,A,78,university,2500,no
21,male,student,O,69,junior high,9300,yes
31,third,singer,AB,45,primary,40,no
7,male,teacher,A,76,primary,9100,no
3,third,programmer,AB,74,university,29,no
11,male,scientest,AB,89,junior high,9600,no
85,male,student,AB,64,university,7,no
1,male,programmer,A,67,junior high,37,no
64,female,chef,AB,78,primary,5800,no
5,male,teacher,A,39,master,50,no
28,third,programmer,A,74,junior high,830,no
95,female,chef,A,72,university,9500,no
98,male,chef,A,83,junior high,6600,no
15,male,salesman,B,39,senior high,190,no
81,third,neet,A,79,junior high,80,no
83,third,teacher,B,99,university,760,no
56,female,singer,AB,73,university,200,no
19,male,programmer,B,47,primary,820,no
4,third,neet,O,45,primary,50,no
88,female,engineer,O,57,junior high,1700,no
8,female,teacher,AB,62,senior high,52,no
54,male,neet,A,56,university,4900,no
64,third,singer,O,43,primary,61,no
36,female,scientest,AB,46,doctor,3300,yes
75,female,scientest,AB,89,university,8300,no
54,male,salesman,AB,64,doctor,6700,no
49,male,engineer,B,54,primary,39,no
46,third,engineer,AB,94,senior high,460,no
48,male,chef,O,61,senior high,1500,yes
22,female,scientest,AB,88,master,87,yes
46,third,engineer,AB,63,master,430,yes
42,female,programmer,AB,52,university,4100,no
51,female,chef,B,72,doctor,2600,no
77,female,singer,B,78,university,270,no
30,third,singer,B,48,university,3800,no
72,male,student,O,74,junior high,91,no
59,third,student,AB,86,primary,15,no
18,third,scientest,A,45,doctor,140,no
35,male,student,B,53,senior high,740,no
2,male,programmer,B,85,junior high,5400,no
10,third,engineer,O,91,primary,98,no
41,female,teacher,B,97,university,890,no
33,third,programmer,AB,42,junior high,32,no
34,male,teacher,O,61,master,94,yes
20,third,teacher,AB,47,junior high,7900,no
35,female,chef,B,89,university,79,yes
37,female,student,A,39,senior high,640,no
11,female,neet,A,87,university,780,no
77,female,teacher,O,62,primary,7800,no
81,female,neet,A,89,senior high,760,no
36,female,singer,B,96,university,9400,no
51,third,teacher,O,99,doctor,370,no
82,third,neet,A,79,junior high,6800,no
29,female,scientest,B,97,university,62,no
35,third,singer,A,44,senior high,810,no
32,male,programmer,O,72,doctor,750,yes
86,male,teacher,B,40,master,2700,no
58,third,neet,AB,79,primary,800,no
