Age,Gender,Blood group,Weight,Education,Choosed
60,female,O,73,junior high,no
83,female,A,57,master,no
72,female,O,47,senior high,no
78,third,A,66,doctor,no
37,male,O,89,university,yes
8,male,B,78,master,no
45,third,AB,35,university,no
22,female,A,79,junior high,no
95,female,O,37,primary,no
8,female,AB,86,senior high,no
50,female,AB,70,master,yes
55,female,AB,98,doctor,no
15,female,B,54,senior high,no
71,female,A,64,primary,no
47,female,AB,63,doctor,yes
21,third,O,86,junior high,yes
87,female,O,84,master,no
94,third,AB,75,master,no
51,female,A,55,university,no
73,third,AB,39,doctor,no
22,third,AB,87,primary,no
84,male,O,49,master,no
56,female,AB,82,master,no
0,female,B,96,university,no
64,third,B,42,primary,no
46,female,A,43,junior high,no
78,female,B,72,university,no
62,third,O,73,senior high,no
57,third,A,35,university,no
43,female,O,79,junior high,yes
86,female,B,96,university,no
7,male,O,72,master,no
87,male,A,88,primary,no
67,female,A,63,junior high,no
43,third,O,85,doctor,no
31,female,O,93,university,yes
7,female,O,63,master,no
49,male,A,81,master,no
90,male,A,43,junior high,no
41,female,AB,92,senior high,no
32,third,O,73,university,yes
35,male,O,65,doctor,yes
27,female,B,78,university,no
65,third,O,44,junior high,no
21,male,AB,37,primary,no
40,female,O,78,university,yes
33,third,AB,49,junior high,no
0,female,O,95,senior high,no
68,male,AB,86,master,no
54,third,O,78,doctor,no
80,third,B,55,master,no
40,third,AB,82,junior high,no
4,third,O,37,primary,no
7,female,O,61,master,no
33,female,AB,59,junior high,no
47,female,AB,94,senior high,yes
61,third,B,57,senior high,no
46,third,O,50,senior high,no
63,third,AB,46,master,no
96,female,B,35,junior high,no
45,third,A,45,university,no
65,female,A,97,master,no
91,female,B,65,senior high,no
1,third,A,68,junior high,no
32,third,AB,98,senior high,no
69,third,AB,91,senior high,no
13,female,O,69,primary,no
94,third,O,82,university,no
44,male,B,43,junior high,no
67,male,B,56,senior high,no
23,male,O,69,doctor,yes
12,third,B,37,doctor,no
94,female,O,98,junior high,no
24,third,O,72,junior high,yes
57,female,AB,78,university,no
78,female,B,49,junior high,no
27,third,B,91,doctor,yes
27,third,O,79,senior high,yes
50,third,AB,57,master,yes
72,female,AB,82,senior high,no
76,female,A,91,primary,no
5,third,A,40,junior high,no
74,third,O,93,primary,no
85,third,A,57,master,no
88,male,O,62,master,no
41,male,A,60,primary,no
1,third,O,54,master,no
52,female,O,57,senior high,no
47,male,B,67,university,no
15,third,B,38,senior high,no
37,female,AB,61,junior high,no
16,third,A,82,senior high,no
24,female,A,40,senior high,no
29,female,A,85,junior high,no
18,third,AB,66,doctor,no
96,male,AB,99,master,no
50,female,A,83,junior high,no
60,male,A,56,master,no
33,male,AB,44,primary,no
88,third,AB,38,doctor,no
33,female,O,96,primary,yes
7,female,AB,59,doctor,no
11,male,B,85,university,no
70,female,O,39,primary,no
60,third,B,66,master,no
16,male,B,89,doctor,no
95,female,A,82,university,no
35,female,B,41,master,yes
60,third,O,65,senior high,no
28,male,B,82,master,yes
90,male,AB,39,senior high,no
34,third,B,77,master,yes
37,male,AB,70,doctor,yes
95,male,O,91,doctor,no
3,third,B,65,junior high,no
78,female,AB,46,university,no
20,male,O,51,senior high,yes
19,female,AB,53,doctor,no
1,male,O,59,doctor,no
41,male,A,99,junior high,no
22,third,B,84,university,no
9,third,AB,45,university,no
31,male,B,43,senior high,no
72,third,O,55,university,no
5,female,O,72,junior high,no
93,female,AB,55,university,no
30,female,O,81,primary,yes
14,third,AB,60,senior high,no
53,third,O,96,doctor,no
73,male,A,39,doctor,no
75,male,A,80,junior high,no
97,male,B,80,doctor,no
24,female,AB,40,master,no
50,female,B,44,senior high,no
56,third,A,75,university,no
52,male,A,75,junior high,no
93,female,AB,60,university,no
89,third,O,98,senior high,no
70,male,B,78,senior high,no
14,female,B,78,junior high,no
30,third,O,97,primary,yes
65,male,A,63,doctor,no
79,female,O,51,doctor,no
29,third,A,80,university,no
67,third,B,45,primary,no
48,male,B,92,doctor,yes
50,third,B,72,senior high,no
58,male,O,49,junior high,no
64,third,AB,87,primary,no
10,female,A,93,master,no
98,third,AB,82,university,no
85,third,B,51,master,no
82,male,A,95,junior high,no
46,male,O,47,senior high,no
78,male,O,66,university,no
72,male,O,50,junior high,no
61,third,O,61,junior high,no
8,female,O,43,master,no
21,third,AB,40,university,no
84,third,A,96,master,no
82,male,A,36,university,no
95,male,AB,53,master,no
92,third,A,73,university,no
18,female,AB,91,primary,no
26,female,O,95,primary,yes
0,third,B,85,primary,no
32,third,A,72,doctor,yes
48,male,B,95,master,no
84,female,B,58,junior high,no
46,female,B,50,master,no
21,male,B,77,primary,no
93,male,O,62,doctor,no
98,third,O,40,senior high,no
20,third,AB,46,master,no
76,female,A,82,junior high,no
11,male,B,80,primary,no
17,male,A,79,primary,no
78,female,B,79,junior high,no
36,female,B,51,primary,no
15,third,O,62,junior high,no
34,female,A,77,senior high,no
76,female,A,50,university,no
32,male,O,37,junior high,yes
36,female,O,78,doctor,yes
0,third,O,65,primary,no
20,male,O,62,junior high,yes
62,third,A,43,university,no
25,female,A,70,junior high,no
15,male,O,47,doctor,no
52,third,B,77,master,no
96,female,B,65,senior high,no
84,male,O,70,master,no
34,male,O,85,primary,yes
97,third,AB,79,primary,no
91,male,O,92,university,no
45,male,B,85,senior high,no
82,male,A,54,primary,no
13,female,AB,68,university,no
16,male,A,98,primary,no
51,male,O,76,doctor,no
59,third,B,75,junior high,no
1,male,AB,55,senior high,no
50,third,A,81,doctor,yes
28,male,AB,46,senior high,no
63,female,AB,40,primary,no
6,third,A,68,primary,no
15,male,O,88,junior high,no
20,female,A,99,university,no
16,third,A,89,senior high,no
33,male,A,48,junior high,no
37,third,AB,60,doctor,yes
73,female,AB,80,junior high,no
96,third,B,43,primary,no
65,third,O,72,university,no
21,male,A,89,doctor,no
74,female,A,93,master,no
78,third,B,78,university,no
29,third,AB,65,primary,no
82,male,B,95,master,no
60,female,AB,39,primary,no
13,third,O,42,junior high,no
93,third,AB,82,university,no
88,third,O,54,senior high,no
78,male,AB,69,junior high,no
17,third,AB,51,doctor,no
82,female,B,37,junior high,no
99,third,O,36,junior high,no
48,male,O,70,primary,yes
98,male,A,85,junior high,no
67,third,O,90,senior high,no
12,male,B,80,junior high,no
23,female,O,67,master,yes
58,male,O,85,university,no
60,female,A,83,doctor,no
24,female,O,94,junior high,yes
93,female,B,79,primary,no
11,female,B,49,junior high,no
34,male,A,58,university,no
6,female,O,62,junior high,no
58,female,B,63,junior high,no
24,female,O,41,senior high,yes
94,female,AB,44,doctor,no
19,third,A,51,doctor,no
48,male,A,92,master,yes
84,third,AB,67,senior high,no
67,third,A,49,junior high,no
1,third,AB,91,doctor,no
65,male,O,48,primary,no
76,female,AB,43,doctor,no
40,female,B,74,doctor,no
51,male,B,73,junior high,no
2,female,AB,69,primary,no
45,third,B,65,senior high,no
10,male,O,49,master,yes
3,third,B,96,primary,no
87,third,A,37,junior high,no
32,male,O,45,senior high,yes
97,third,A,99,primary,no
22,third,O,99,senior high,yes
40,female,AB,44,junior high,no
16,female,AB,89,primary,no
11,male,AB,65,doctor,no
65,third,O,81,primary,no
12,female,O,41,master,yes
64,third,B,93,primary,no
28,male,B,95,university,no
34,female,B,63,junior high,yes
30,male,O,85,junior high,yes
74,male,A,95,university,no
96,male,A,64,senior high,no
31,female,B,68,university,no
30,third,A,38,university,no
70,female,O,69,primary,no
69,third,AB,41,senior high,no
5,male,O,81,doctor,no
11,female,A,73,junior high,no
80,male,O,90,junior high,no
31,female,A,66,primary,no
4,male,O,35,primary,no
64,female,A,82,junior high,no
3,female,O,51,master,no
97,female,A,70,primary,no
92,female,O,74,doctor,no
72,female,B,92,senior high,no
59,male,A,81,junior high,no
81,third,AB,93,university,no
60,third,B,95,primary,no
43,female,AB,76,doctor,yes
46,female,B,96,junior high,yes
31,third,O,93,primary,yes
25,female,B,68,primary,no
40,male,O,63,junior high,yes
18,third,A,67,university,no
93,male,A,94,master,no
87,third,O,70,master,no
12,third,B,60,junior high,no
36,female,A,66,doctor,yes
87,male,AB,61,university,no
64,third,B,36,university,no
40,female,AB,72,master,yes
53,male,B,87,university,no
8,male,A,57,master,no
71,male,O,70,master,no
51,male,O,72,primary,no
73,third,AB,84,master,no
33,female,O,38,master,yes
4,female,B,75,doctor,no
60,female,O,87,university,no
27,female,O,82,primary,yes
53,third,A,75,master,no
74,female,AB,45,senior high,no
61,third,AB,98,university,no
20,female,O,84,university,yes
22,female,AB,92,master,no
52,female,A,90,senior high,no
20,third,B,35,university,no
22,third,B,46,doctor,no
77,male,A,66,doctor,no
28,male,O,45,master,yes
74,male,AB,68,doctor,no
6,male,A,95,university,no
14,male,B,76,doctor,no
99,female,A,59,primary,no
4,third,B,44,senior high,no
3,third,AB,93,senior high,no
31,female,O,97,doctor,yes
79,female,A,35,primary,no
41,female,O,83,senior high,no
35,third,O,73,master,yes
49,male,AB,83,university,no
39,third,A,92,senior high,no
36,third,AB,95,senior high,no
56,third,A,56,doctor,no
12,male,O,53,doctor,no
46,third,O,92,senior high,no
41,female,A,90,primary,no
85,third,A,94,doctor,no
99,male,O,68,doctor,no
62,third,O,52,university,no
84,third,AB,88,junior high,no
88,male,O,94,doctor,no
33,male,AB,74,junior high,no
8,third,B,99,primary,no
88,third,O,43,junior high,no
16,female,B,71,senior high,no
17,third,AB,62,junior high,no
82,male,A,77,junior high,no
64,female,B,67,junior high,no
15,female,B,43,junior high,yes
86,third,AB,98,junior high,no
13,male,B,66,senior high,no
82,third,AB,35,master,no
75,male,AB,84,university,no
94,male,A,88,doctor,no
79,female,AB,65,master,no
5,third,B,99,university,no
5,male,AB,84,junior high,no
93,male,AB,62,university,no
85,male,A,71,university,no
59,third,B,84,primary,no
52,male,AB,52,junior high,no
16,third,A,87,university,no
15,third,AB,69,university,no
83,female,A,80,university,no
5,female,B,90,university,no
56,male,B,89,master,no
88,third,O,58,university,no
44,male,O,71,primary,no
63,third,A,94,doctor,no
59,female,AB,48,primary,no
26,third,B,72,primary,no
36,female,O,80,doctor,yes
90,third,O,88,junior high,no
56,male,AB,70,junior high,no
90,third,B,67,university,no
76,third,A,81,primary,no
93,female,A,79,primary,no
41,third,A,47,senior high,no
5,female,O,62,doctor,no
8,male,AB,45,junior high,yes
28,male,O,49,university,yes
88,third,A,60,junior high,no
55,male,O,66,master,no
67,male,AB,67,doctor,no
23,male,AB,56,primary,yes
32,female,O,79,university,yes
53,female,A,49,junior high,no
3,male,O,62,junior high,no
94,male,A,79,master,no
3,female,A,83,doctor,no
21,male,A,90,primary,no
97,third,A,99,junior high,no
66,third,A,57,senior high,no
91,third,A,55,master,no
23,female,A,75,university,no
28,female,B,41,doctor,yes
89,female,B,49,junior high,no
39,third,A,75,doctor,yes
26,male,A,84,primary,no
0,third,AB,38,master,no
19,male,AB,42,doctor,no
29,female,A,49,primary,yes
96,female,B,40,junior high,no
19,third,A,82,master,no
43,male,O,81,university,no
85,male,O,83,doctor,no
21,female,A,45,university,no
74,male,O,78,junior high,no
68,male,AB,37,junior high,no
36,male,B,84,university,no
32,female,B,69,senior high,no
6,female,A,75,university,no
16,third,B,56,senior high,no
76,female,B,96,master,no
31,male,A,80,doctor,yes
68,male,B,48,doctor,no
66,male,O,35,doctor,no
53,male,A,75,master,no
13,male,B,37,senior high,no
51,male,AB,87,master,no
84,male,O,91,master,no
70,male,O,74,senior high,no
49,female,AB,57,primary,no
47,third,AB,87,doctor,yes
52,third,AB,66,senior high,no
97,male,A,61,primary,no
24,male,B,58,master,yes
44,female,A,51,master,yes
22,female,A,42,doctor,no
46,male,A,68,primary,no
81,male,O,60,university,no
27,third,A,41,junior high,no
98,female,A,59,doctor,no
35,male,A,58,master,no
48,third,AB,56,primary,no
80,third,O,98,junior high,no
99,male,O,76,primary,no
94,female,B,51,master,no
37,male,O,90,university,yes
23,male,B,61,master,no
90,male,O,80,doctor,no
26,male,AB,73,university,no
65,female,B,79,senior high,no
41,third,AB,56,junior high,no
95,third,O,84,doctor,no
22,male,O,49,doctor,yes
65,female,B,53,primary,no
62,female,A,69,university,no
86,female,O,53,primary,no
82,male,O,46,university,no
80,female,O,62,university,no
85,third,AB,86,master,no
83,third,O,75,primary,no
53,female,AB,77,master,no
71,female,AB,71,primary,no
93,male,AB,62,senior high,no
87,male,A,78,university,no
19,male,AB,94,primary,no
46,male,B,89,university,no
3,female,B,62,junior high,no
25,female,O,74,master,yes
14,male,B,76,senior high,no
63,male,O,67,university,no
7,third,AB,85,doctor,no
6,third,B,48,university,no
74,third,B,76,university,no
99,male,O,58,senior high,no
48,third,O,36,senior high,yes
97,female,B,50,primary,no
57,third,B,49,doctor,no
82,female,A,64,senior high,no
39,female,AB,71,master,no
76,third,A,37,junior high,no
95,female,O,86,doctor,no
74,female,O,36,university,no
77,male,B,70,primary,no
25,third,AB,91,doctor,no
17,third,B,97,senior high,no
59,male,AB,66,junior high,no
86,male,A,54,junior high,no
21,female,AB,43,junior high,no
31,female,B,67,senior high,no
81,female,A,65,university,no
26,third,B,86,junior high,no
40,third,O,48,senior high,yes
72,female,AB,53,junior high,no
18,third,B,91,junior high,no
27,third,A,39,junior high,no
21,third,B,35,doctor,no
93,third,AB,57,doctor,no
22,female,AB,82,doctor,no
50,female,O,78,primary,yes
58,female,O,86,doctor,no
23,male,B,52,doctor,no
20,female,A,59,university,no
66,male,O,92,university,no
82,female,A,81,master,no
22,female,B,82,junior high,no
72,female,A,55,primary,no
80,male,A,58,university,no
1,male,B,35,doctor,no
98,male,B,86,senior high,no
30,third,O,79,doctor,yes
85,male,AB,63,university,no
79,female,A,55,master,no
27,male,B,68,primary,no
20,third,A,37,junior high,no
95,third,B,69,senior high,no
55,third,AB,54,doctor,no
74,female,A,53,master,no
75,female,B,42,junior high,no
70,male,A,69,university,no
0,female,AB,37,university,no
23,male,B,78,university,no
95,third,B,93,university,no
40,female,A,87,senior high,no
31,third,A,77,primary,yes
88,third,B,45,doctor,no
1,male,B,70,primary,no
22,male,AB,52,primary,no
82,third,B,86,doctor,no
14,third,O,92,primary,no
78,female,O,98,university,no
55,male,O,41,university,no
46,third,A,96,primary,no
21,male,AB,99,junior high,no
66,male,O,57,master,no
73,male,AB,94,doctor,no
59,female,O,71,senior high,no
50,third,B,44,senior high,no
95,male,A,50,senior high,no
1,male,B,79,master,no
50,male,A,96,junior high,no
63,male,AB,38,primary,no
78,female,O,97,university,no
22,male,A,92,senior high,no
49,third,B,86,primary,no
17,third,A,40,master,no
1,third,A,99,doctor,no
44,female,O,80,primary,no
16,female,O,53,university,yes
23,female,O,93,university,yes
8,female,AB,90,doctor,no
16,female,A,59,junior high,no
30,female,O,84,master,yes
82,female,AB,42,senior high,no
2,third,A,53,doctor,no
91,female,A,91,master,no
47,male,A,83,university,no
94,third,A,97,junior high,no
3,third,O,90,junior high,no
92,third,AB,86,junior high,no
7,third,AB,47,junior high,no
63,male,O,73,doctor,no
73,third,B,62,primary,no
10,female,A,47,senior high,no
95,third,AB,43,master,no
89,male,A,55,master,no
53,male,A,93,university,no
46,female,O,80,senior high,no
21,third,A,76,primary,no
0,third,A,49,master,no
21,third,AB,78,doctor,no
1,male,A,67,master,no
65,male,AB,90,master,no
89,male,B,41,university,no
5,female,O,56,primary,no
22,third,O,51,junior high,yes
58,female,B,83,master,no
4,female,A,51,junior high,no
98,female,A,57,doctor,no
12,female,O,78,junior high,no
45,third,O,35,primary,no
51,third,A,76,doctor,no
35,third,B,76,senior high,yes
40,third,O,99,university,yes
78,female,O,49,junior high,no
94,male,B,46,junior high,no
59,male,B,85,primary,no
3,female,B,76,senior high,no
31,male,B,49,senior high,no
6,female,B,51,university,no
55,male,A,73,junior high,no
52,third,O,75,senior high,no
98,female,O,52,senior high,no
45,third,A,85,university,no
0,female,B,91,primary,no
80,third,AB,50,senior high,no
1,male,O,44,university,no
88,third,O,50,primary,no
3,female,B,42,university,no
28,male,O,83,senior high,yes
5,male,AB,45,senior high,no
41,female,B,72,junior high,no
9,third,A,36,senior high,no
75,third,O,81,senior high,no
71,male,B,93,doctor,no
38,female,A,58,master,no
54,third,B,90,doctor,no
2,third,A,57,primary,no
0,third,A,40,junior high,no
61,female,O,93,junior high,no
41,female,A,42,primary,no
81,third,AB,80,doctor,no
17,female,O,92,master,yes
77,third,O,56,primary,no
79,male,AB,95,primary,no
64,female,A,37,senior high,no
30,third,O,60,university,yes
60,third,O,63,primary,no
55,male,A,70,doctor,no
9,male,AB,57,primary,no
14,male,B,96,senior high,no
96,female,B,99,doctor,no
56,third,B,45,senior high,no
63,third,A,99,doctor,no
23,third,B,59,senior high,no
36,female,O,85,senior high,yes
0,third,B,97,master,no
18,male,AB,78,junior high,no
9,male,O,52,university,no
82,third,B,38,primary,no
19,male,O,37,university,yes
79,female,O,51,university,no
72,female,O,59,master,no
21,third,O,51,master,yes
45,third,B,96,master,yes
43,male,A,49,doctor,no
73,male,O,47,master,no
66,third,O,75,senior high,no
85,female,AB,44,university,no
9,female,AB,79,primary,no
39,female,O,65,junior high,yes
15,male,A,73,senior high,no
65,third,AB,55,junior high,no
74,third,AB,99,senior high,no
86,female,AB,84,university,no
37,third,B,64,primary,no
46,male,A,55,primary,no
17,female,B,59,junior high,no
14,third,A,69,doctor,no
7,male,A,48,senior high,no
81,male,O,87,junior high,no
65,male,AB,44,primary,no
8,male,O,92,junior high,no
27,male,B,70,senior high,no
42,female,O,92,junior high,no
77,male,O,71,master,no
56,male,B,95,university,no
49,male,O,85,senior high,no
92,third,B,67,university,no
68,third,AB,84,university,no
46,male,B,37,primary,no
15,third,A,83,primary,no
97,male,A,53,university,no
12,male,B,59,master,no
36,male,AB,94,master,no
39,female,AB,82,university,no
90,male,A,41,doctor,no
10,female,A,77,junior high,no
15,third,B,40,primary,no
27,third,A,65,university,no
94,third,B,58,senior high,no
10,male,A,43,doctor,yes
57,third,A,85,junior high,no
78,male,A,83,master,no
73,female,B,89,primary,no
89,female,A,63,junior high,no
80,female,B,65,university,no
70,female,O,50,doctor,no
11,female,O,68,primary,no
85,third,A,68,primary,no
77,third,A,85,doctor,no
62,female,B,61,primary,no
70,female,B,87,university,no
32,female,O,64,doctor,yes
6,female,O,76,university,no
54,third,AB,64,junior high,no
89,male,A,67,primary,no
87,third,AB,67,university,no
23,third,AB,97,doctor,no
71,female,A,49,master,no
32,female,O,66,doctor,yes
80,female,A,94,university,no
93,female,O,46,doctor,no
26,female,O,69,primary,yes
55,third,AB,99,university,no
53,male,O,75,primary,no
65,third,AB,96,junior high,no
18,third,A,38,primary,no
89,third,B,71,master,no
2,female,B,67,junior high,no
26,third,A,74,university,no
67,female,O,63,primary,no
62,female,B,46,senior high,no
42,third,A,97,university,no
22,male,A,69,doctor,no
17,male,B,52,senior high,no
22,male,A,69,master,no
88,female,B,43,junior high,no
27,female,B,59,doctor,no
95,third,A,82,junior high,no
37,female,B,86,doctor,no
37,third,A,99,junior high,no
62,third,A,60,junior high,no
55,female,B,66,university,no
10,male,AB,72,doctor,no
75,female,O,50,university,no
15,third,O,54,doctor,no
35,male,A,51,senior high,no
95,third,B,63,doctor,no
17,third,B,77,doctor,no
58,male,O,56,primary,no
8,third,O,62,senior high,no
92,female,A,54,senior high,no
16,third,B,48,doctor,no
6,male,O,53,university,no
61,female,B,38,master,no
80,female,B,49,primary,no
45,third,O,52,master,yes
66,third,A,56,junior high,no
79,female,B,38,senior high,no
45,female,A,37,senior high,no
58,third,AB,37,senior high,no
20,male,AB,89,master,no
0,female,O,89,master,no
78,male,O,87,senior high,no
41,third,B,38,junior high,no
45,third,O,85,university,no
29,male,B,94,senior high,yes
71,third,B,78,doctor,no
5,female,AB,45,master,no
87,female,A,74,senior high,no
5,male,A,57,doctor,no
95,third,AB,97,junior high,no
88,female,AB,76,primary,no
25,third,B,69,junior high,no
39,male,B,93,senior high,no
95,male,B,74,senior high,no
78,third,O,84,master,no
88,third,AB,40,university,no
51,third,B,67,senior high,no
66,female,B,35,university,no
78,male,AB,39,primary,no
56,female,B,63,doctor,no
17,male,B,83,senior high,no
24,third,B,59,senior high,no
65,male,O,81,primary,no
69,third,AB,47,senior high,no
50,male,O,97,senior high,no
15,female,AB,55,master,no
68,third,B,75,master,no
1,male,A,54,master,no
80,female,AB,89,junior high,no
12,third,B,97,doctor,no
84,third,O,55,university,no
66,male,AB,71,university,no
40,female,A,96,senior high,no
66,third,A,61,junior high,no
66,third,A,64,doctor,no
70,female,O,75,senior high,no
6,female,B,65,junior high,no
42,third,AB,85,junior high,no
31,female,A,62,primary,no
93,third,O,78,master,no
45,male,A,77,doctor,yes
87,female,O,68,doctor,no
98,female,AB,69,master,no
12,male,A,91,junior high,no
58,third,A,66,university,no
39,third,AB,81,senior high,no
36,male,A,93,senior high,yes
31,third,AB,82,master,no
66,male,O,93,senior high,no
13,third,B,57,junior high,no
54,female,O,59,doctor,no
78,third,O,95,university,no
73,third,AB,79,master,no
55,third,O,44,junior high,no
58,male,O,47,primary,no
31,third,B,82,university,no
24,third,O,74,senior high,yes
11,male,O,88,university,no
18,male,B,81,senior high,no
10,third,B,48,primary,no
38,female,A,57,primary,no
53,male,B,43,senior high,no
9,third,A,62,doctor,no
57,third,A,91,university,no
62,third,B,70,primary,no
85,female,AB,87,doctor,no
42,male,A,87,senior high,yes
91,female,AB,65,doctor,no
29,third,A,67,junior high,no
38,third,O,99,junior high,yes
54,female,B,52,primary,no
2,male,B,83,primary,no
85,female,AB,47,doctor,no
60,male,O,91,junior high,no
3,third,AB,61,primary,no
51,third,AB,35,senior high,no
47,male,A,58,senior high,yes
69,female,AB,71,junior high,no
92,female,B,47,university,no
70,female,A,76,junior high,no
51,male,A,72,junior high,no
39,female,B,62,master,no
49,male,B,55,primary,no
39,third,AB,96,primary,no
88,third,A,86,senior high,no
0,male,A,51,primary,no
40,male,AB,79,senior high,no
34,male,A,85,junior high,no
90,female,O,66,master,no
75,third,O,65,master,no
23,male,B,69,primary,no
39,third,A,42,senior high,no
72,male,B,78,university,no
15,male,O,70,senior high,no
36,female,B,53,master,no
31,male,O,81,senior high,yes
93,female,A,65,university,no
14,male,A,88,master,no
76,third,AB,70,doctor,no
32,male,B,47,senior high,no
27,male,B,40,senior high,no
31,female,A,75,master,no
90,third,AB,98,master,no
94,third,B,43,primary,no
64,female,A,97,university,no
39,male,O,48,master,yes
56,third,O,72,junior high,no
89,male,AB,89,doctor,no
15,female,AB,99,senior high,no
86,female,B,71,junior high,no
7,third,A,88,master,no
81,third,B,87,university,no
55,male,AB,54,junior high,no
26,male,B,58,primary,no
79,female,AB,83,master,no
35,third,B,79,doctor,no
41,male,AB,37,primary,no
10,third,AB,86,primary,no
92,third,AB,51,university,no
19,third,AB,90,doctor,no
22,third,AB,85,doctor,yes
93,female,AB,98,senior high,no
9,male,A,75,doctor,no
23,third,A,91,junior high,no
16,male,O,96,master,yes
61,female,O,91,primary,no
29,male,O,63,primary,yes
1,third,B,89,doctor,no
54,third,O,89,master,no
85,third,A,43,junior high,no
4,male,O,89,senior high,no
15,female,B,37,master,yes
52,third,B,46,junior high,no
65,female,B,77,university,no
58,male,O,52,junior high,no
18,third,O,90,university,yes
57,female,AB,49,university,no
66,male,O,47,junior high,no
14,third,O,54,master,no
3,male,A,96,senior high,no
64,male,AB,73,primary,no
56,third,B,46,master,no
99,third,AB,39,master,no
14,third,AB,80,university,no
26,third,AB,85,primary,yes
30,third,B,43,junior high,no
35,male,AB,52,primary,no
85,male,B,95,university,no
72,male,B,94,senior high,no
14,third,AB,76,senior high,no
42,female,A,45,junior high,no
89,male,AB,86,doctor,no
35,male,A,66,senior high,no
50,female,O,54,junior high,no
