Age,Gender,Occupations,Blood group,Height,Weight,Education,Choosed
43,female,chef,O,162,83,primary,yes
43,third,scientest,AB,160,68,university,no
33,female,teacher,AB,175,84,doctor,no
90,third,teacher,O,161,57,doctor,no
72,female,teacher,AB,151,89,university,no
75,female,student,A,176,44,university,no
93,female,engineer,A,147,38,doctor,no
42,third,salesman,AB,162,47,university,no
25,third,neet,O,182,85,university,yes
72,third,engineer,AB,174,85,senior high,no
14,third,neet,B,147,79,university,no
99,female,programmer,B,152,66,senior high,no
32,third,programmer,A,181,94,primary,no
96,female,singer,B,141,51,junior high,no
85,female,neet,A,146,74,doctor,no
63,female,chef,A,194,45,university,no
23,male,student,O,188,88,doctor,yes
1,third,singer,B,174,53,university,no
48,third,programmer,A,195,92,junior high,no
75,female,singer,O,195,62,junior high,no
88,female,engineer,A,145,53,senior high,no
34,male,singer,O,146,58,master,yes
25,third,teacher,B,186,77,primary,no
6,female,singer,AB,182,97,senior high,no
91,third,scientest,O,196,53,master,no
47,third,student,A,149,79,junior high,no
83,female,salesman,A,194,51,master,no
6,female,scientest,O,182,85,senior high,no
1,male,scientest,AB,168,56,senior high,no
40,female,engineer,O,184,61,university,yes
82,third,engineer,AB,143,57,junior high,no
57,third,singer,O,170,86,junior high,no
44,male,chef,AB,178,37,doctor,yes
44,female,engineer,A,154,88,master,yes
49,male,engineer,B,195,67,senior high,no
60,female,teacher,AB,159,60,senior high,no
90,female,programmer,O,174,91,senior high,no
44,third,salesman,O,145,70,master,no
59,female,student,A,146,73,doctor,no
87,male,neet,A,196,71,primary,no
97,third,salesman,A,154,64,master,no
22,third,scientest,A,158,95,senior high,no
34,male,scientest,B,191,89,senior high,no
58,third,student,AB,155,77,university,no
77,male,student,AB,194,66,junior high,no
0,male,teacher,AB,147,68,university,no
9,male,singer,AB,153,37,doctor,yes
81,third,scientest,O,189,84,university,no
30,male,engineer,AB,150,65,doctor,yes
8,third,chef,A,198,46,doctor,no
2,female,student,AB,142,82,master,no
72,male,singer,A,161,58,university,no
86,male,chef,B,140,91,junior high,no
36,male,neet,A,157,44,master,no
62,female,teacher,B,155,58,doctor,no
14,male,chef,B,171,38,junior high,no
8,third,student,A,155,63,junior high,no
5,third,programmer,O,143,41,junior high,no
40,male,programmer,O,159,62,university,yes
38,third,chef,O,155,66,university,yes
42,female,student,A,141,89,master,no
90,third,scientest,B,175,77,doctor,no
76,third,programmer,AB,177,40,master,no
21,female,scientest,O,150,53,university,yes
35,male,engineer,O,189,37,primary,yes
5,female,salesman,AB,146,69,university,no
82,male,programmer,A,141,77,primary,no
17,female,programmer,AB,187,45,junior high,yes
71,third,singer,B,149,67,senior high,no
96,female,teacher,A,180,37,senior high,no
31,male,teacher,B,141,62,university,no
93,third,singer,A,165,93,primary,no
8,third,programmer,AB,169,39,junior high,no
91,third,chef,O,191,90,master,no
64,female,neet,A,162,85,junior high,no
85,male,singer,A,166,45,university,no
99,third,salesman,A,167,42,master,no
88,third,neet,A,154,84,junior high,no
11,third,engineer,O,156,93,junior high,no
94,male,neet,AB,162,73,master,no
2,third,teacher,A,194,37,doctor,no
54,male,teacher,B,161,88,master,no
52,third,programmer,AB,195,37,university,no
96,male,chef,AB,163,82,doctor,no
30,male,teacher,AB,162,96,master,no
32,female,chef,AB,144,52,primary,yes
69,female,salesman,A,148,93,primary,no
43,male,salesman,AB,178,92,university,no
25,female,chef,A,186,99,senior high,yes
58,male,chef,B,142,50,doctor,no
4,female,student,B,185,92,doctor,no
36,male,chef,AB,172,84,doctor,yes
82,third,salesman,B,148,50,senior high,no
45,third,teacher,O,163,81,master,no
85,third,scientest,O,183,64,doctor,no
21,female,programmer,B,182,71,master,no
36,female,teacher,O,190,83,primary,yes
52,male,singer,O,174,91,doctor,no
82,male,singer,A,180,76,junior high,no
52,female,student,A,149,60,doctor,no
50,female,neet,B,146,36,doctor,no
61,male,teacher,O,164,89,master,no
31,female,chef,O,155,38,primary,yes
22,male,singer,AB,158,69,junior high,no
28,third,student,AB,162,91,primary,no
16,male,scientest,A,155,83,primary,no
76,female,programmer,AB,171,35,doctor,no
60,female,chef,B,140,48,senior high,no
61,male,programmer,B,163,78,junior high,no
51,third,singer,B,149,50,master,no
17,female,salesman,B,169,82,junior high,no
60,male,singer,O,172,93,junior high,no
12,third,engineer,AB,168,49,primary,no
55,third,engineer,A,161,54,senior high,no
62,male,teacher,AB,141,49,doctor,no
49,male,engineer,A,147,97,university,no
41,third,scientest,B,142,86,primary,no
61,third,chef,B,190,53,doctor,no
97,third,engineer,B,188,93,university,no
99,third,singer,AB,169,35,primary,no
17,third,student,B,144,64,doctor,no
33,third,salesman,B,167,83,senior high,no
36,third,engineer,AB,169,96,primary,no
79,male,engineer,O,194,95,master,no
17,male,teacher,B,153,81,senior high,no
28,third,singer,O,182,68,senior high,yes
84,third,teacher,A,165,72,master,no
11,male,singer,AB,183,82,master,no
69,female,salesman,AB,185,43,junior high,no
17,male,student,B,171,94,master,no
74,female,student,B,197,63,senior high,no
15,male,chef,O,170,71,doctor,no
57,third,singer,A,184,85,university,no
20,female,student,O,168,67,junior high,yes
70,male,salesman,A,144,77,primary,no
7,female,singer,A,179,52,senior high,no
21,female,teacher,AB,181,68,university,no
3,male,scientest,A,191,99,junior high,no
96,third,scientest,AB,147,44,primary,no
33,third,engineer,O,177,35,senior high,yes
74,male,engineer,AB,169,82,master,no
89,female,salesman,A,158,92,master,no
62,third,salesman,B,161,40,junior high,no
55,female,chef,O,155,93,senior high,no
61,female,engineer,A,155,98,senior high,no
15,female,engineer,AB,151,54,senior high,no
18,third,salesman,B,184,52,senior high,no
28,third,engineer,O,193,45,university,yes
26,third,student,O,159,61,junior high,yes
46,female,engineer,O,175,51,university,no
43,female,singer,O,195,50,university,no
91,female,teacher,B,157,38,senior high,no
49,male,singer,AB,169,39,master,no
23,third,salesman,B,167,48,primary,no
6,third,teacher,A,168,90,senior high,no
71,female,engineer,AB,164,70,master,no
83,third,engineer,AB,154,58,doctor,no
48,third,teacher,O,170,84,university,no
26,female,neet,B,187,57,senior high,no
90,female,salesman,A,145,57,junior high,no
7,female,engineer,O,191,95,primary,no
45,third,chef,A,171,71,master,yes
97,third,programmer,B,170,65,senior high,no
58,male,singer,O,144,51,senior high,no
50,third,engineer,O,172,65,junior high,no
54,female,chef,O,172,96,master,no
77,third,teacher,B,144,80,junior high,no
19,male,student,B,151,75,master,no
35,male,student,B,144,88,university,no
22,female,chef,O,148,59,doctor,yes
82,female,teacher,O,167,37,master,no
44,third,engineer,AB,190,96,senior high,no
99,male,neet,AB,158,41,primary,no
83,third,student,O,158,42,senior high,no
28,third,student,AB,198,93,master,no
41,female,teacher,O,188,73,doctor,no
68,third,student,A,193,93,primary,no
25,third,student,B,147,80,senior high,no
17,female,engineer,O,197,85,senior high,yes
58,female,singer,O,165,40,university,no
79,third,programmer,A,152,74,master,no
62,female,scientest,O,148,64,doctor,no
42,female,neet,B,186,90,senior high,no
40,female,student,A,178,75,university,no
16,male,student,A,185,84,primary,no
72,male,neet,O,190,43,senior high,no
39,third,neet,AB,172,74,university,no
15,male,scientest,O,175,46,master,no
98,male,chef,A,162,40,doctor,no
76,third,engineer,O,167,51,doctor,no
8,third,chef,B,149,54,doctor,no
92,female,salesman,B,142,98,doctor,no
76,male,salesman,AB,151,89,doctor,no
96,male,programmer,O,150,57,senior high,no
9,male,salesman,B,187,67,doctor,no
98,third,teacher,O,165,64,junior high,no
33,male,scientest,AB,159,38,doctor,yes
42,female,programmer,AB,180,35,university,no
69,third,singer,A,184,44,university,no
22,male,programmer,A,158,71,university,no
73,female,student,AB,157,67,master,no
32,male,chef,A,144,75,senior high,yes
33,third,engineer,A,157,85,primary,no
82,third,neet,O,147,49,senior high,no
90,third,student,O,179,66,senior high,no
72,male,engineer,O,167,35,senior high,no
8,third,salesman,AB,153,81,junior high,no
65,female,chef,B,154,62,university,no
98,female,neet,AB,158,54,junior high,no
36,female,scientest,A,144,53,university,no
24,third,chef,B,142,43,doctor,yes
77,female,student,O,188,42,senior high,no
79,female,singer,B,167,42,university,no
42,male,scientest,AB,168,74,primary,no
83,male,singer,A,144,36,university,no
11,female,engineer,B,183,40,senior high,yes
21,male,singer,O,153,76,doctor,yes
19,male,neet,A,167,85,primary,no
69,third,engineer,B,186,40,master,no
69,third,programmer,B,148,86,doctor,no
36,female,student,B,195,48,master,no
17,third,scientest,AB,181,99,university,no
50,male,student,O,149,81,junior high,no
5,male,engineer,O,196,72,primary,no
77,third,student,A,186,38,university,no
20,female,neet,O,175,67,primary,yes
18,female,chef,AB,150,72,doctor,yes
83,female,neet,B,188,46,university,no
30,male,scientest,B,182,49,primary,no
63,female,teacher,AB,180,81,master,no
56,third,salesman,O,147,72,doctor,no
20,third,student,A,188,38,senior high,no
10,male,chef,O,171,87,primary,no
97,male,chef,AB,191,63,primary,no
13,male,student,AB,150,53,senior high,no
50,male,student,AB,178,95,senior high,no
87,male,programmer,AB,173,56,doctor,no
52,male,programmer,B,171,56,junior high,no
79,female,engineer,AB,177,80,junior high,no
90,female,singer,B,173,58,master,no
41,female,scientest,AB,160,48,primary,no
59,male,singer,AB,183,67,doctor,no
24,male,student,AB,155,93,university,no
87,third,engineer,A,193,65,doctor,no
92,third,teacher,AB,181,57,master,no
25,third,student,A,165,45,university,no
7,third,student,B,160,84,senior high,no
42,male,engineer,AB,190,66,master,yes
11,female,salesman,B,164,39,primary,yes
15,male,programmer,A,143,93,master,no
74,third,teacher,A,194,53,junior high,no
89,female,teacher,B,173,88,senior high,no
90,third,teacher,AB,184,68,master,no
98,third,engineer,AB,151,99,master,no
8,female,student,O,196,35,junior high,no
54,female,scientest,A,175,89,university,no
71,third,engineer,B,140,42,university,no
35,third,singer,B,176,64,doctor,no
61,female,salesman,A,169,53,senior high,no
74,male,chef,A,159,39,doctor,no
24,third,chef,AB,146,73,senior high,yes
80,male,programmer,AB,195,46,primary,no
46,male,chef,AB,146,59,master,yes
6,female,student,O,187,81,master,no
70,male,salesman,O,179,44,doctor,no
34,female,engineer,A,187,42,primary,no
75,female,teacher,B,149,52,university,no
2,third,scientest,B,158,36,junior high,no
63,male,teacher,B,144,77,senior high,no
32,female,singer,O,175,85,senior high,yes
38,female,singer,B,184,98,university,no
22,male,scientest,AB,149,46,university,no
90,male,singer,AB,145,37,primary,no
50,male,programmer,B,190,67,senior high,no
35,female,neet,AB,150,36,junior high,no
97,female,salesman,AB,161,60,senior high,no
58,female,neet,B,177,60,junior high,no
77,male,salesman,AB,190,65,doctor,no
12,third,chef,O,172,77,university,no
66,female,student,O,155,98,doctor,no
85,female,scientest,AB,161,96,senior high,no
58,third,neet,AB,197,56,junior high,no
65,male,chef,A,192,98,primary,no
48,third,engineer,A,154,49,junior high,no
64,male,neet,A,153,77,senior high,no
91,female,engineer,B,159,86,doctor,no
10,female,student,O,152,59,doctor,no
71,male,neet,B,180,39,master,no
93,male,student,A,183,42,senior high,no
51,female,chef,A,159,46,doctor,no
79,male,salesman,O,153,89,master,no
1,third,programmer,B,149,68,junior high,no
43,male,student,B,174,96,junior high,no
14,female,salesman,B,140,59,senior high,no
49,female,singer,AB,165,36,primary,no
63,third,singer,A,170,36,junior high,no
72,female,singer,AB,153,96,junior high,no
48,male,singer,AB,194,45,master,no
28,male,salesman,AB,166,75,senior high,no
44,third,teacher,A,152,56,doctor,no
12,male,neet,A,150,37,doctor,yes
59,female,neet,O,147,86,senior high,no
36,third,engineer,B,148,77,master,yes
15,female,programmer,O,191,54,doctor,no
94,male,programmer,AB,180,43,senior high,no
13,female,chef,AB,190,78,senior high,no
50,female,programmer,AB,154,81,university,no
96,third,student,AB,180,39,primary,no
6,female,chef,O,165,88,university,no
30,male,programmer,AB,182,87,senior high,no
34,female,neet,B,169,62,doctor,no
23,male,engineer,AB,149,85,senior high,no
21,male,engineer,O,195,54,primary,yes
37,male,programmer,B,149,76,primary,no
91,female,salesman,B,195,80,junior high,no
78,male,singer,B,155,91,master,no
6,third,salesman,O,175,45,master,no
90,male,student,AB,176,58,master,no
33,female,singer,A,176,83,junior high,no
32,female,singer,O,180,78,junior high,yes
69,third,engineer,B,166,74,junior high,no
45,male,neet,AB,151,92,primary,no
28,male,student,AB,176,60,senior high,no
83,third,scientest,A,199,56,university,no
94,female,neet,A,167,97,senior high,no
3,female,salesman,AB,193,36,master,no
67,male,student,O,164,41,university,no
84,female,neet,B,175,87,junior high,no
14,third,programmer,O,140,63,university,no
31,third,programmer,O,153,79,master,yes
26,third,chef,A,158,84,doctor,yes
17,female,salesman,AB,192,44,doctor,yes
60,male,programmer,A,155,67,junior high,no
39,third,engineer,B,163,35,doctor,yes
16,female,teacher,O,180,89,junior high,yes
68,third,salesman,B,175,50,senior high,no
39,third,engineer,AB,196,82,senior high,no
16,female,salesman,B,195,41,primary,yes
49,female,programmer,AB,140,94,senior high,no
55,third,salesman,A,167,85,senior high,no
72,male,scientest,O,152,75,doctor,no
55,male,programmer,O,180,85,master,no
43,third,student,A,148,49,master,no
24,female,salesman,B,153,38,doctor,no
9,female,singer,A,195,38,university,no
58,third,scientest,AB,159,54,university,no
2,male,singer,B,182,94,university,no
27,female,engineer,AB,164,43,doctor,yes
36,female,salesman,AB,156,51,junior high,no
38,male,salesman,AB,173,67,university,no
66,male,neet,AB,149,55,senior high,no
54,female,scientest,AB,153,73,senior high,no
31,male,chef,AB,163,78,university,yes
86,male,student,B,156,92,doctor,no
53,male,teacher,B,166,67,junior high,no
86,female,teacher,A,183,61,doctor,no
43,male,teacher,AB,166,65,primary,no
19,male,teacher,B,180,47,senior high,no
36,female,engineer,A,152,41,master,yes
54,third,scientest,B,190,72,primary,no
69,male,scientest,B,160,83,doctor,no
39,female,teacher,AB,161,38,university,no
85,female,student,B,177,92,junior high,no
84,female,neet,A,169,41,senior high,no
24,third,scientest,AB,152,48,junior high,no
11,male,salesman,AB,153,78,primary,no
19,male,salesman,A,180,50,doctor,no
12,female,engineer,B,171,89,master,no
89,male,salesman,B,191,59,doctor,no
53,female,neet,B,140,52,primary,no
93,male,programmer,A,186,78,university,no
21,male,student,O,182,69,junior high,yes
31,third,singer,AB,182,45,primary,no
7,male,teacher,A,151,76,primary,no
3,third,programmer,AB,161,74,university,no
11,male,scientest,AB,184,89,junior high,no
85,male,student,AB,180,64,university,no
1,male,programmer,A,176,67,junior high,no
64,female,chef,AB,190,78,primary,no
5,male,teacher,A,179,39,master,no
28,third,programmer,A,148,74,junior high,no
95,female,chef,A,163,72,university,no
98,male,chef,A,171,83,junior high,no
15,male,salesman,B,192,39,senior high,no
81,third,neet,A,199,79,junior high,no
83,third,teacher,B,143,99,university,no
56,female,singer,AB,182,73,university,no
19,male,programmer,B,161,47,primary,no
4,third,neet,O,171,45,primary,no
88,female,engineer,O,164,57,junior high,no
8,female,teacher,AB,150,62,senior high,no
54,male,neet,A,183,56,university,no
64,third,singer,O,191,43,primary,no
36,female,scientest,AB,189,46,doctor,yes
75,female,scientest,AB,149,89,university,no
54,male,salesman,AB,143,64,doctor,no
49,male,engineer,B,174,54,primary,no
46,third,engineer,AB,186,94,senior high,no
48,male,chef,O,179,61,senior high,yes
22,female,scientest,AB,159,88,master,yes
46,third,engineer,AB,164,63,master,yes
42,female,programmer,AB,157,52,university,no
51,female,chef,B,175,72,doctor,no
77,female,singer,B,183,78,university,no
30,third,singer,B,145,48,university,no
72,male,student,O,163,74,junior high,no
59,third,student,AB,176,86,primary,no
18,third,scientest,A,157,45,doctor,no
35,male,student,B,199,53,senior high,no
2,male,programmer,B,173,85,junior high,no
10,third,engineer,O,181,91,primary,no
41,female,teacher,B,146,97,university,no
33,third,programmer,AB,192,42,junior high,no
34,male,teacher,O,189,61,master,yes
20,third,teacher,AB,183,47,junior high,no
35,female,chef,B,185,89,university,yes
37,female,student,A,199,39,senior high,no
11,female,neet,A,158,87,university,no
77,female,teacher,O,193,62,primary,no
81,female,neet,A,191,89,senior high,no
36,female,singer,B,185,96,university,no
51,third,teacher,O,185,99,doctor,no
82,third,neet,A,176,79,junior high,no
29,female,scientest,B,177,97,university,no
35,third,singer,A,194,44,senior high,no
