Age,Gender,Occupations,Blood group,Education,Choosed
44,male,scientest,AB,university,no
70,male,student,B,primary,no
87,male,salesman,AB,master,no
1,third,neet,B,master,no
6,male,chef,B,primary,no
1,third,engineer,B,master,no
73,third,chef,O,master,no
55,male,scientest,O,junior high,no
31,female,neet,A,doctor,no
2,third,singer,A,senior high,no
47,female,scientest,O,doctor,yes
72,third,programmer,O,primary,no
65,third,scientest,B,university,no
58,female,engineer,AB,senior high,no
3,male,engineer,AB,senior high,no
95,female,chef,B,junior high,no
65,female,engineer,A,university,no
39,third,scientest,A,primary,no
45,third,teacher,B,master,no
28,female,chef,B,senior high,yes
30,male,programmer,A,primary,no
16,third,programmer,A,master,no
65,third,teacher,O,senior high,no
20,male,engineer,AB,junior high,no
90,male,salesman,AB,master,no
83,third,chef,AB,doctor,no
98,third,scientest,AB,senior high,no
44,female,teacher,AB,university,no
0,third,neet,A,junior high,no
44,female,engineer,O,university,no
54,male,salesman,B,junior high,no
12,female,chef,A,senior high,no
9,male,neet,AB,senior high,no
97,third,student,A,university,no
82,male,neet,O,doctor,no
60,male,engineer,O,junior high,no
31,male,salesman,A,primary,no
89,third,teacher,O,doctor,no
50,third,chef,A,junior high,yes
88,male,engineer,O,primary,no
97,third,engineer,B,university,no
54,female,scientest,O,university,no
68,male,programmer,B,senior high,no
35,third,salesman,A,master,no
62,third,salesman,AB,primary,no
30,third,engineer,B,junior high,no
93,female,student,B,master,no
1,female,student,B,junior high,no
55,female,singer,B,university,no
79,male,scientest,O,master,no
93,female,singer,A,master,no
59,third,chef,A,university,no
64,male,teacher,O,university,no
39,male,singer,O,doctor,yes
96,female,neet,A,university,no
18,third,scientest,B,university,no
74,male,scientest,AB,master,no
87,third,salesman,AB,primary,no
23,male,engineer,A,senior high,no
57,female,neet,O,junior high,no
37,third,student,O,senior high,yes
93,third,singer,AB,university,no
64,third,neet,AB,university,no
17,third,neet,AB,master,no
25,male,singer,A,primary,no
74,third,chef,B,senior high,no
19,male,singer,B,doctor,no
59,female,teacher,O,university,no
70,female,singer,B,master,no
27,female,chef,B,university,yes
72,female,scientest,A,university,no
72,male,singer,A,primary,no
51,male,engineer,O,university,no
46,female,student,B,junior high,no
12,male,salesman,B,senior high,no
45,female,engineer,O,senior high,no
74,female,salesman,O,master,no
46,male,neet,B,junior high,no
85,male,scientest,O,doctor,no
38,male,teacher,AB,junior high,no
9,male,engineer,B,doctor,no
47,male,teacher,A,junior high,no
11,third,student,AB,doctor,no
71,female,chef,AB,university,no
68,male,chef,A,university,no
30,male,salesman,AB,doctor,no
37,third,salesman,AB,doctor,no
39,female,neet,AB,doctor,no
61,male,engineer,O,master,no
50,female,singer,A,junior high,no
4,female,teacher,O,university,no
74,third,chef,B,senior high,no
60,third,neet,AB,university,no
24,female,salesman,O,university,yes
54,third,scientest,B,primary,no
58,male,salesman,AB,university,no
59,male,singer,O,doctor,no
82,male,scientest,O,primary,no
48,male,chef,O,primary,yes
57,third,chef,B,junior high,no
59,male,teacher,AB,primary,no
32,third,scientest,O,senior high,yes
5,female,scientest,O,senior high,no
4,male,singer,O,junior high,no
84,female,teacher,A,university,no
51,third,singer,AB,university,no
47,third,scientest,O,university,no
57,female,student,AB,doctor,no
74,female,programmer,B,primary,no
9,male,teacher,A,doctor,yes
46,female,programmer,AB,master,yes
32,male,singer,B,doctor,no
77,third,scientest,O,doctor,no
82,female,programmer,A,junior high,no
64,female,programmer,B,doctor,no
5,female,scientest,O,master,no
36,female,salesman,AB,junior high,no
85,third,programmer,O,master,no
59,male,singer,A,master,no
29,third,student,B,junior high,no
85,female,scientest,A,master,no
98,female,teacher,A,senior high,no
75,male,chef,B,primary,no
45,female,teacher,B,senior high,no
56,female,student,A,master,no
94,male,singer,A,university,no
80,male,engineer,B,doctor,no
23,female,chef,A,doctor,yes
74,male,programmer,A,primary,no
59,male,teacher,A,junior high,no
98,female,chef,A,university,no
62,female,engineer,A,primary,no
0,female,scientest,AB,junior high,no
68,female,salesman,O,junior high,no
29,male,engineer,A,master,yes
28,third,scientest,A,doctor,yes
57,female,programmer,A,junior high,no
89,male,chef,A,junior high,no
55,male,scientest,B,senior high,no
47,male,scientest,O,master,yes
17,male,programmer,B,university,no
61,male,student,O,junior high,no
80,male,scientest,A,senior high,no
61,female,student,AB,primary,no
28,male,teacher,O,senior high,yes
1,male,singer,O,master,no
45,female,engineer,B,primary,no
33,female,chef,B,master,yes
33,male,scientest,O,junior high,yes
68,female,engineer,AB,master,no
39,third,student,AB,junior high,no
45,female,singer,AB,master,no
4,female,singer,O,doctor,no
98,female,engineer,AB,senior high,no
42,third,neet,B,university,no
21,third,engineer,B,master,no
77,female,engineer,AB,junior high,no
60,third,salesman,AB,junior high,no
97,male,programmer,O,senior high,no
14,male,scientest,A,doctor,no
2,male,student,O,junior high,no
89,male,salesman,B,doctor,no
19,male,chef,A,university,yes
87,female,programmer,AB,university,no
28,male,singer,AB,junior high,no
5,third,singer,B,doctor,no
48,third,singer,B,junior high,no
63,third,student,AB,primary,no
55,female,chef,A,university,no
21,third,programmer,B,master,no
11,female,teacher,B,junior high,no
5,male,salesman,A,master,no
63,male,chef,O,senior high,no
41,female,student,O,university,no
58,female,salesman,AB,university,no
67,female,singer,O,doctor,no
70,female,engineer,O,doctor,no
78,female,student,AB,university,no
18,third,neet,B,senior high,no
70,third,scientest,A,university,no
18,third,neet,A,doctor,no
75,third,programmer,B,senior high,no
47,female,student,O,primary,no
45,third,singer,B,doctor,no
8,third,chef,B,university,no
65,male,engineer,B,junior high,no
56,female,teacher,B,master,no
36,male,teacher,O,junior high,yes
12,female,student,AB,doctor,no
42,female,neet,A,master,no
44,male,singer,B,doctor,no
48,female,salesman,B,junior high,no
73,third,teacher,O,senior high,no
13,male,engineer,AB,doctor,no
24,male,teacher,B,master,no
50,female,engineer,A,university,no
68,male,student,O,primary,no
25,male,neet,O,junior high,yes
80,male,student,B,primary,no
96,female,student,A,university,no
37,third,chef,AB,university,yes
63,third,teacher,O,doctor,no
49,third,engineer,AB,junior high,no
99,female,programmer,O,university,no
93,third,programmer,O,master,no
89,third,teacher,O,junior high,no
74,male,teacher,O,doctor,no
20,female,engineer,B,junior high,no
83,female,teacher,AB,master,no
71,female,neet,AB,doctor,no
79,male,teacher,O,senior high,no
19,male,singer,B,primary,no
5,third,programmer,O,doctor,no
5,third,neet,AB,university,no
78,female,engineer,O,master,no
56,female,salesman,A,primary,no
26,male,salesman,AB,junior high,no
89,third,scientest,AB,junior high,no
89,female,chef,A,master,no
29,female,salesman,B,university,no
90,female,chef,AB,master,no
48,male,teacher,B,master,no
90,male,teacher,AB,junior high,no
48,male,programmer,A,doctor,yes
86,male,student,O,primary,no
13,male,teacher,B,doctor,no
72,female,singer,A,senior high,no
3,male,engineer,B,primary,no
91,third,student,B,doctor,no
51,female,singer,A,university,no
42,third,chef,B,doctor,yes
66,male,programmer,AB,primary,no
32,male,teacher,B,primary,no
94,male,chef,AB,doctor,no
67,third,scientest,O,university,no
60,male,engineer,AB,doctor,no
88,female,engineer,A,master,no
29,female,chef,O,senior high,yes
87,third,scientest,B,doctor,no
22,third,teacher,AB,primary,no
13,female,teacher,A,university,no
45,female,student,B,junior high,no
96,third,student,AB,university,no
80,female,chef,B,primary,no
40,third,student,O,primary,yes
94,female,singer,AB,senior high,no
91,third,singer,A,university,no
39,female,teacher,B,primary,no
95,male,salesman,AB,primary,no
57,female,singer,B,junior high,no
3,female,salesman,AB,senior high,no
54,male,neet,AB,doctor,no
25,male,programmer,O,doctor,yes
47,male,singer,A,doctor,no
22,third,scientest,B,senior high,no
85,third,neet,AB,university,no
87,male,programmer,O,doctor,no
1,third,teacher,A,university,no
59,male,teacher,B,university,no
69,female,singer,B,primary,no
22,third,singer,A,junior high,no
71,third,scientest,B,primary,no
46,third,engineer,O,senior high,no
35,male,salesman,B,primary,no
20,female,singer,B,junior high,no
78,third,teacher,A,master,no
80,female,engineer,AB,junior high,no
18,third,salesman,AB,junior high,no
59,third,scientest,B,primary,no
8,third,scientest,B,university,no
88,male,neet,O,university,no
3,male,engineer,B,primary,no
2,female,teacher,A,primary,no
11,male,student,B,university,no
1,female,singer,A,senior high,no
49,male,chef,B,senior high,yes
86,male,teacher,O,doctor,no
93,male,neet,O,junior high,no
3,male,singer,A,junior high,no
22,third,engineer,AB,doctor,yes
13,female,singer,A,junior high,no
16,male,salesman,AB,doctor,no
29,female,teacher,AB,doctor,no
44,third,teacher,B,junior high,no
19,third,student,B,senior high,no
59,female,chef,AB,master,no
49,male,chef,A,university,yes
91,female,chef,A,master,no
8,third,engineer,A,university,no
71,female,engineer,O,junior high,no
90,female,neet,A,master,no
8,male,neet,AB,doctor,no
62,male,teacher,O,master,no
72,third,scientest,AB,primary,no
53,female,singer,O,senior high,no
13,third,programmer,AB,university,no
27,male,neet,A,junior high,no
11,third,student,B,master,no
23,third,salesman,O,doctor,yes
5,third,teacher,B,master,no
24,third,programmer,O,master,yes
14,male,neet,B,senior high,no
42,male,scientest,A,university,no
85,male,salesman,A,senior high,no
37,female,neet,O,master,yes
32,male,scientest,A,doctor,yes
74,third,scientest,B,primary,no
36,female,scientest,A,primary,no
97,male,student,O,university,no
1,male,singer,A,junior high,no
86,third,salesman,O,senior high,no
37,female,programmer,O,university,yes
67,male,engineer,B,junior high,no
39,female,chef,O,doctor,yes
31,female,student,O,master,yes
73,female,scientest,O,senior high,no
55,male,neet,O,master,no
68,third,scientest,B,doctor,no
26,male,neet,AB,senior high,no
49,female,singer,B,university,no
31,male,salesman,A,university,no
97,third,teacher,A,master,no
48,male,singer,A,master,no
94,third,neet,O,junior high,no
54,male,scientest,O,university,no
3,third,teacher,AB,primary,no
48,female,engineer,O,junior high,no
7,female,teacher,O,university,no
41,third,student,A,doctor,no
29,third,salesman,O,university,yes
31,female,student,B,primary,no
87,male,scientest,O,junior high,no
77,male,student,AB,master,no
42,female,salesman,B,doctor,no
39,male,scientest,O,senior high,yes
38,third,programmer,O,master,yes
36,female,engineer,B,university,no
31,female,engineer,O,doctor,yes
9,female,neet,B,senior high,no
64,female,salesman,O,primary,no
4,third,programmer,O,primary,no
90,female,scientest,A,doctor,no
62,female,programmer,A,junior high,no
67,third,neet,AB,primary,no
16,female,teacher,B,university,no
32,male,neet,O,university,yes
63,third,teacher,A,master,no
35,female,engineer,AB,master,yes
1,male,neet,A,primary,no
5,female,salesman,B,primary,no
3,male,teacher,O,doctor,no
1,male,teacher,A,primary,no
73,third,teacher,B,doctor,no
61,third,engineer,B,university,no
88,male,singer,A,senior high,no
36,male,student,A,primary,no
36,female,singer,A,primary,no
37,female,chef,AB,junior high,yes
69,female,teacher,B,university,no
95,male,engineer,O,primary,no
46,third,programmer,O,primary,no
63,third,teacher,O,primary,no
23,female,chef,B,junior high,yes
46,male,neet,AB,university,no
68,third,student,B,master,no
64,third,neet,O,senior high,no
84,male,engineer,AB,doctor,no
67,male,programmer,B,junior high,no
27,female,teacher,AB,university,no
87,male,programmer,A,master,no
71,third,singer,O,university,no
3,male,scientest,A,university,no
70,female,singer,B,junior high,no
45,male,singer,A,junior high,no
73,female,chef,B,doctor,no
4,male,scientest,B,university,no
35,male,neet,AB,master,no
5,female,neet,A,primary,no
80,female,neet,AB,primary,no
34,female,chef,AB,master,yes
24,male,teacher,A,university,no
49,female,salesman,B,primary,no
53,third,programmer,A,junior high,no
65,third,teacher,A,junior high,no
56,male,neet,B,senior high,no
23,third,neet,B,university,no
94,male,engineer,O,primary,no
52,female,student,A,primary,no
32,third,teacher,A,university,no
37,male,chef,B,primary,yes
58,female,neet,O,primary,no
5,third,chef,A,senior high,no
93,third,student,A,senior high,no
7,female,programmer,A,doctor,no
23,female,neet,AB,university,no
85,male,student,B,junior high,no
50,male,singer,A,master,no
56,third,neet,A,doctor,no
60,female,salesman,O,junior high,no
83,female,neet,A,master,no
72,female,neet,O,senior high,no
78,third,scientest,A,doctor,no
37,male,singer,O,university,yes
8,male,salesman,B,master,no
45,third,programmer,AB,university,no
22,female,engineer,A,junior high,no
95,female,neet,O,primary,no
8,female,singer,AB,senior high,no
50,female,chef,AB,master,yes
55,female,programmer,AB,doctor,no
15,female,programmer,B,senior high,no
71,female,salesman,A,primary,no
47,female,scientest,AB,doctor,yes
21,third,student,O,junior high,yes
87,female,salesman,O,master,no
94,third,salesman,AB,master,no
51,female,teacher,A,university,no
73,third,engineer,AB,doctor,no
22,third,scientest,AB,primary,no
84,male,scientest,O,master,no
56,female,engineer,AB,master,no
0,female,neet,B,university,no
64,third,salesman,B,primary,no
46,female,neet,A,junior high,no
78,female,salesman,B,university,no
62,third,singer,O,senior high,no
57,third,scientest,A,university,no
43,female,chef,O,junior high,yes
86,female,chef,B,university,no
7,male,chef,O,master,no
87,male,teacher,A,primary,no
67,female,programmer,A,junior high,no
43,third,student,O,doctor,no
31,female,singer,O,university,yes
7,female,programmer,O,master,no
49,male,student,A,master,no
90,male,scientest,A,junior high,no
41,female,engineer,AB,senior high,no
32,third,salesman,O,university,yes
35,male,neet,O,doctor,yes
27,female,programmer,B,university,no
65,third,chef,O,junior high,no
21,male,neet,AB,primary,no
40,female,singer,O,university,yes
33,third,student,AB,junior high,no
0,female,scientest,O,senior high,no
68,male,engineer,AB,master,no
54,third,chef,O,doctor,no
80,third,engineer,B,master,no
40,third,singer,AB,junior high,no
4,third,neet,O,primary,no
7,female,teacher,O,master,no
33,female,salesman,AB,junior high,no
47,female,chef,AB,senior high,yes
61,third,student,B,senior high,no
46,third,singer,O,senior high,no
63,third,programmer,AB,master,no
96,female,singer,B,junior high,no
45,third,scientest,A,university,no
65,female,singer,A,master,no
91,female,chef,B,senior high,no
1,third,neet,A,junior high,no
32,third,teacher,AB,senior high,no
69,third,salesman,AB,senior high,no
13,female,scientest,O,primary,no
94,third,neet,O,university,no
44,male,engineer,B,junior high,no
67,male,teacher,B,senior high,no
23,male,chef,O,doctor,yes
12,third,student,B,doctor,no
94,female,teacher,O,junior high,no
24,third,neet,O,junior high,yes
57,female,student,AB,university,no
78,female,scientest,B,junior high,no
27,third,engineer,B,doctor,yes
27,third,engineer,O,senior high,yes
50,third,programmer,AB,master,yes
72,female,teacher,AB,senior high,no
76,female,programmer,A,primary,no
5,third,chef,A,junior high,no
74,third,teacher,O,primary,no
85,third,teacher,A,master,no
88,male,neet,O,master,no
41,male,teacher,A,primary,no
1,third,salesman,O,master,no
52,female,chef,O,senior high,no
47,male,neet,B,university,no
15,third,engineer,B,senior high,no
37,female,salesman,AB,junior high,no
16,third,scientest,A,senior high,no
24,female,student,A,senior high,no
29,female,student,A,junior high,no
18,third,neet,AB,doctor,no
96,male,singer,AB,master,no
50,female,student,A,junior high,no
60,male,singer,A,master,no
33,male,teacher,AB,primary,no
88,third,singer,AB,doctor,no
33,female,singer,O,primary,yes
7,female,engineer,AB,doctor,no
11,male,student,B,university,no
70,female,scientest,O,primary,no
60,third,student,B,master,no
16,male,teacher,B,doctor,no
95,female,student,A,university,no
35,female,chef,B,master,yes
60,third,chef,O,senior high,no
28,male,scientest,B,master,yes
90,male,neet,AB,senior high,no
34,third,programmer,B,master,yes
37,male,programmer,AB,doctor,yes
95,male,neet,O,doctor,no
3,third,neet,B,junior high,no
78,female,singer,AB,university,no
20,male,chef,O,senior high,yes
19,female,student,AB,doctor,no
1,male,scientest,O,doctor,no
41,male,teacher,A,junior high,no
22,third,scientest,B,university,no
9,third,singer,AB,university,no
31,male,neet,B,senior high,no
72,third,student,O,university,no
5,female,scientest,O,junior high,no
93,female,engineer,AB,university,no
30,female,teacher,O,primary,yes
14,third,scientest,AB,senior high,no
53,third,chef,O,doctor,no
73,male,student,A,doctor,no
75,male,neet,A,junior high,no
97,male,salesman,B,doctor,no
24,female,neet,AB,master,no
50,female,engineer,B,senior high,no
56,third,chef,A,university,no
52,male,neet,A,junior high,no
93,female,chef,AB,university,no
89,third,neet,O,senior high,no
70,male,engineer,B,senior high,no
14,female,engineer,B,junior high,no
30,third,teacher,O,primary,yes
65,male,neet,A,doctor,no
79,female,chef,O,doctor,no
29,third,programmer,A,university,no
67,third,singer,B,primary,no
48,male,chef,B,doctor,yes
50,third,student,B,senior high,no
58,male,neet,O,junior high,no
64,third,singer,AB,primary,no
10,female,teacher,A,master,no
98,third,student,AB,university,no
85,third,teacher,B,master,no
82,male,chef,A,junior high,no
46,male,neet,O,senior high,no
78,male,salesman,O,university,no
72,male,engineer,O,junior high,no
61,third,student,O,junior high,no
8,female,engineer,O,master,no
21,third,student,AB,university,no
84,third,engineer,A,master,no
82,male,neet,A,university,no
95,male,salesman,AB,master,no
92,third,teacher,A,university,no
18,female,student,AB,primary,no
26,female,scientest,O,primary,yes
0,third,neet,B,primary,no
32,third,scientest,A,doctor,yes
48,male,neet,B,master,no
84,female,singer,B,junior high,no
46,female,teacher,B,master,no
21,male,student,B,primary,no
93,male,chef,O,doctor,no
98,third,salesman,O,senior high,no
20,third,programmer,AB,master,no
76,female,scientest,A,junior high,no
11,male,teacher,B,primary,no
17,male,student,A,primary,no
78,female,teacher,B,junior high,no
36,female,scientest,B,primary,no
15,third,student,O,junior high,no
34,female,teacher,A,senior high,no
76,female,neet,A,university,no
32,male,chef,O,junior high,yes
36,female,neet,O,doctor,yes
0,third,engineer,O,primary,no
20,male,singer,O,junior high,yes
62,third,neet,A,university,no
25,female,engineer,A,junior high,no
15,male,student,O,doctor,no
52,third,teacher,B,master,no
96,female,programmer,B,senior high,no
84,male,scientest,O,master,no
34,male,neet,O,primary,yes
97,third,engineer,AB,primary,no
91,male,neet,O,university,no
45,male,student,B,senior high,no
82,male,neet,A,primary,no
13,female,programmer,AB,university,no
16,male,programmer,A,primary,no
51,male,teacher,O,doctor,no
59,third,singer,B,junior high,no
1,male,teacher,AB,senior high,no
50,third,scientest,A,doctor,yes
28,male,salesman,AB,senior high,no
63,female,singer,AB,primary,no
6,third,chef,A,primary,no
15,male,scientest,O,junior high,no
20,female,salesman,A,university,no
16,third,programmer,A,senior high,no
33,male,engineer,A,junior high,no
37,third,engineer,AB,doctor,yes
73,female,programmer,AB,junior high,no
96,third,singer,B,primary,no
65,third,student,O,university,no
21,male,neet,A,doctor,no
74,female,teacher,A,master,no
78,third,scientest,B,university,no
29,third,engineer,AB,primary,no
82,male,teacher,B,master,no
60,female,student,AB,primary,no
13,third,chef,O,junior high,no
93,third,engineer,AB,university,no
88,third,teacher,O,senior high,no
78,male,salesman,AB,junior high,no
17,third,student,AB,doctor,no
82,female,chef,B,junior high,no
99,third,teacher,O,junior high,no
48,male,chef,O,primary,yes
98,male,scientest,A,junior high,no
67,third,neet,O,senior high,no
12,male,engineer,B,junior high,no
23,female,singer,O,master,yes
58,male,singer,O,university,no
60,female,student,A,doctor,no
24,female,engineer,O,junior high,yes
93,female,singer,B,primary,no
11,female,scientest,B,junior high,no
34,male,engineer,A,university,no
6,female,student,O,junior high,no
58,female,salesman,B,junior high,no
24,female,neet,O,senior high,yes
94,female,programmer,AB,doctor,no
19,third,singer,A,doctor,no
48,male,programmer,A,master,yes
84,third,teacher,AB,senior high,no
67,third,engineer,A,junior high,no
1,third,engineer,AB,doctor,no
65,male,salesman,O,primary,no
76,female,singer,AB,doctor,no
40,female,singer,B,doctor,no
51,male,salesman,B,junior high,no
2,female,neet,AB,primary,no
45,third,programmer,B,senior high,no
10,male,chef,O,master,yes
3,third,singer,B,primary,no
87,third,scientest,A,junior high,no
32,male,teacher,O,senior high,yes
97,third,neet,A,primary,no
22,third,programmer,O,senior high,yes
40,female,salesman,AB,junior high,no
16,female,teacher,AB,primary,no
11,male,scientest,AB,doctor,no
65,third,student,O,primary,no
12,female,salesman,O,master,yes
64,third,programmer,B,primary,no
28,male,student,B,university,no
34,female,chef,B,junior high,yes
30,male,chef,O,junior high,yes
74,male,neet,A,university,no
96,male,salesman,A,senior high,no
31,female,programmer,B,university,no
30,third,engineer,A,university,no
70,female,chef,O,primary,no
69,third,neet,AB,senior high,no
5,male,programmer,O,doctor,no
11,female,engineer,A,junior high,no
80,male,chef,O,junior high,no
31,female,teacher,A,primary,no
4,male,engineer,O,primary,no
64,female,programmer,A,junior high,no
3,female,chef,O,master,no
97,female,chef,A,primary,no
92,female,student,O,doctor,no
72,female,engineer,B,senior high,no
59,male,chef,A,junior high,no
81,third,teacher,AB,university,no
60,third,chef,B,primary,no
43,female,chef,AB,doctor,yes
46,female,chef,B,junior high,yes
31,third,scientest,O,primary,yes
25,female,salesman,B,primary,no
40,male,salesman,O,junior high,yes
18,third,singer,A,university,no
93,male,salesman,A,master,no
87,third,programmer,O,master,no
12,third,scientest,B,junior high,no
36,female,chef,A,doctor,yes
87,male,programmer,AB,university,no
64,third,engineer,B,university,no
40,female,programmer,AB,master,yes
53,male,chef,B,university,no
8,male,student,A,master,no
71,male,singer,O,master,no
51,male,chef,O,primary,no
73,third,teacher,AB,master,no
33,female,chef,O,master,yes
4,female,singer,B,doctor,no
60,female,chef,O,university,no
27,female,salesman,O,primary,yes
53,third,scientest,A,master,no
74,female,engineer,AB,senior high,no
61,third,salesman,AB,university,no
20,female,scientest,O,university,yes
22,female,salesman,AB,master,no
52,female,scientest,A,senior high,no
20,third,teacher,B,university,no
22,third,salesman,B,doctor,no
77,male,programmer,A,doctor,no
28,male,student,O,master,yes
74,male,engineer,AB,doctor,no
6,male,student,A,university,no
14,male,chef,B,doctor,no
99,female,student,A,primary,no
4,third,programmer,B,senior high,no
3,third,singer,AB,senior high,no
31,female,programmer,O,doctor,yes
79,female,engineer,A,primary,no
41,female,scientest,O,senior high,no
35,third,scientest,O,master,yes
49,male,neet,AB,university,no
39,third,salesman,A,senior high,no
36,third,student,AB,senior high,no
56,third,salesman,A,doctor,no
12,male,engineer,O,doctor,no
46,third,engineer,O,senior high,no
41,female,neet,A,primary,no
85,third,chef,A,doctor,no
99,male,salesman,O,doctor,no
62,third,chef,O,university,no
84,third,chef,AB,junior high,no
88,male,singer,O,doctor,no
33,male,student,AB,junior high,no
8,third,scientest,B,primary,no
88,third,student,O,junior high,no
16,female,student,B,senior high,no
17,third,salesman,AB,junior high,no
82,male,student,A,junior high,no
64,female,neet,B,junior high,no
15,female,salesman,B,junior high,yes
86,third,student,AB,junior high,no
13,male,teacher,B,senior high,no
82,third,programmer,AB,master,no
75,male,singer,AB,university,no
94,male,chef,A,doctor,no
79,female,scientest,AB,master,no
5,third,programmer,B,university,no
5,male,engineer,AB,junior high,no
93,male,singer,AB,university,no
85,male,scientest,A,university,no
59,third,engineer,B,primary,no
52,male,programmer,AB,junior high,no
16,third,engineer,A,university,no
15,third,chef,AB,university,no
83,female,chef,A,university,no
5,female,teacher,B,university,no
56,male,engineer,B,master,no
88,third,neet,O,university,no
44,male,singer,O,primary,no
63,third,salesman,A,doctor,no
59,female,teacher,AB,primary,no
26,third,scientest,B,primary,no
36,female,singer,O,doctor,yes
90,third,engineer,O,junior high,no
56,male,programmer,AB,junior high,no
90,third,engineer,B,university,no
76,third,neet,A,primary,no
93,female,neet,A,primary,no
41,third,neet,A,senior high,no
5,female,engineer,O,doctor,no
8,male,chef,AB,junior high,yes
28,male,chef,O,university,yes
88,third,student,A,junior high,no
55,male,student,O,master,no
67,male,student,AB,doctor,no
23,male,chef,AB,primary,yes
32,female,salesman,O,university,yes
53,female,student,A,junior high,no
3,male,salesman,O,junior high,no
94,male,chef,A,master,no
3,female,programmer,A,doctor,no
21,male,student,A,primary,no
97,third,engineer,A,junior high,no
66,third,salesman,A,senior high,no
91,third,salesman,A,master,no
23,female,neet,A,university,no
28,female,scientest,B,doctor,yes
89,female,scientest,B,junior high,no
39,third,programmer,A,doctor,yes
26,male,neet,A,primary,no
0,third,chef,AB,master,no
19,male,teacher,AB,doctor,no
29,female,chef,A,primary,yes
96,female,programmer,B,junior high,no
19,third,scientest,A,master,no
43,male,programmer,O,university,no
85,male,scientest,O,doctor,no
21,female,student,A,university,no
74,male,neet,O,junior high,no
68,male,student,AB,junior high,no
36,male,salesman,B,university,no
32,female,salesman,B,senior high,no
6,female,singer,A,university,no
16,third,scientest,B,senior high,no
76,female,singer,B,master,no
31,male,chef,A,doctor,yes
68,male,neet,B,doctor,no
66,male,scientest,O,doctor,no
53,male,scientest,A,master,no
13,male,scientest,B,senior high,no
51,male,singer,AB,master,no
84,male,neet,O,master,no
70,male,chef,O,senior high,no
49,female,salesman,AB,primary,no
47,third,engineer,AB,doctor,yes
52,third,salesman,AB,senior high,no
97,male,engineer,A,primary,no
24,male,chef,B,master,yes
44,female,programmer,A,master,yes
22,female,teacher,A,doctor,no
46,male,student,A,primary,no
81,male,salesman,O,university,no
27,third,singer,A,junior high,no
98,female,teacher,A,doctor,no
35,male,teacher,A,master,no
48,third,salesman,AB,primary,no
80,third,salesman,O,junior high,no
99,male,salesman,O,primary,no
94,female,student,B,master,no
37,male,student,O,university,yes
23,male,student,B,master,no
90,male,student,O,doctor,no
26,male,engineer,AB,university,no
65,female,neet,B,senior high,no
41,third,scientest,AB,junior high,no
95,third,scientest,O,doctor,no
22,male,chef,O,doctor,yes
65,female,engineer,B,primary,no
62,female,student,A,university,no
86,female,neet,O,primary,no
82,male,teacher,O,university,no
80,female,neet,O,university,no
85,third,singer,AB,master,no
83,third,singer,O,primary,no
53,female,chef,AB,master,no
71,female,chef,AB,primary,no
93,male,engineer,AB,senior high,no
87,male,scientest,A,university,no
19,male,student,AB,primary,no
46,male,student,B,university,no
3,female,scientest,B,junior high,no
25,female,engineer,O,master,yes
14,male,student,B,senior high,no
63,male,chef,O,university,no
7,third,teacher,AB,doctor,no
6,third,student,B,university,no
74,third,engineer,B,university,no
99,male,student,O,senior high,no
48,third,chef,O,senior high,yes
97,female,scientest,B,primary,no
57,third,scientest,B,doctor,no
82,female,scientest,A,senior high,no
39,female,singer,AB,master,no
76,third,teacher,A,junior high,no
95,female,student,O,doctor,no
74,female,scientest,O,university,no
77,male,student,B,primary,no
25,third,singer,AB,doctor,no
17,third,neet,B,senior high,no
59,male,chef,AB,junior high,no
86,male,neet,A,junior high,no
21,female,engineer,AB,junior high,no
31,female,neet,B,senior high,no
81,female,engineer,A,university,no
26,third,singer,B,junior high,no
40,third,engineer,O,senior high,yes
72,female,teacher,AB,junior high,no
18,third,salesman,B,junior high,no
27,third,student,A,junior high,no
21,third,programmer,B,doctor,no
93,third,programmer,AB,doctor,no
22,female,neet,AB,doctor,no
50,female,chef,O,primary,yes
58,female,singer,O,doctor,no
23,male,singer,B,doctor,no
20,female,neet,A,university,no
66,male,engineer,O,university,no
82,female,salesman,A,master,no
22,female,programmer,B,junior high,no
72,female,chef,A,primary,no
80,male,student,A,university,no
1,male,teacher,B,doctor,no
98,male,singer,B,senior high,no
30,third,programmer,O,doctor,yes
85,male,teacher,AB,university,no
79,female,singer,A,master,no
27,male,engineer,B,primary,no
20,third,neet,A,junior high,no
95,third,teacher,B,senior high,no
55,third,singer,AB,doctor,no
74,female,student,A,master,no
75,female,scientest,B,junior high,no
70,male,engineer,A,university,no
0,female,chef,AB,university,no
23,male,singer,B,university,no
95,third,salesman,B,university,no
40,female,salesman,A,senior high,no
31,third,chef,A,primary,yes
88,third,teacher,B,doctor,no
1,male,salesman,B,primary,no
22,male,teacher,AB,primary,no
82,third,student,B,doctor,no
14,third,neet,O,primary,no
78,female,salesman,O,university,no
55,male,teacher,O,university,no
46,third,student,A,primary,no
21,male,salesman,AB,junior high,no
66,male,scientest,O,master,no
73,male,chef,AB,doctor,no
59,female,teacher,O,senior high,no
50,third,neet,B,senior high,no
95,male,scientest,A,senior high,no
1,male,salesman,B,master,no
50,male,student,A,junior high,no
63,male,singer,AB,primary,no
78,female,student,O,university,no
22,male,teacher,A,senior high,no
49,third,programmer,B,primary,no
17,third,engineer,A,master,no
