Age,Gender,Occupations,Blood group,Weight,Choosed
31,female,student,O,98,yes
73,female,scientest,O,54,no
55,male,neet,O,94,no
68,third,scientest,B,46,no
26,male,neet,AB,57,no
49,female,singer,B,75,no
31,male,salesman,A,45,no
97,third,teacher,A,40,no
48,male,singer,A,65,no
94,third,neet,O,38,no
54,male,scientest,O,57,no
3,third,teacher,AB,89,no
48,female,engineer,O,57,no
7,female,teacher,O,68,no
41,third,student,A,91,no
29,third,salesman,O,97,yes
31,female,student,B,56,no
87,male,scientest,O,97,no
77,male,student,AB,36,no
42,female,salesman,B,41,no
39,male,scientest,O,83,yes
38,third,programmer,O,46,yes
36,female,engineer,B,58,no
31,female,engineer,O,77,yes
9,female,neet,B,78,no
64,female,salesman,O,41,no
4,third,programmer,O,62,no
90,female,scientest,A,79,no
62,female,programmer,A,37,no
67,third,neet,AB,37,no
16,female,teacher,B,68,no
32,male,neet,O,91,yes
63,third,teacher,A,38,no
35,female,engineer,AB,94,yes
1,male,neet,A,60,no
5,female,salesman,B,88,no
3,male,teacher,O,42,no
1,male,teacher,A,44,no
73,third,teacher,B,90,no
61,third,engineer,B,67,no
88,male,singer,A,71,no
36,male,student,A,41,no
36,female,singer,A,74,no
37,female,chef,AB,78,yes
69,female,teacher,B,84,no
95,male,engineer,O,93,no
46,third,programmer,O,95,no
63,third,teacher,O,76,no
23,female,chef,B,59,yes
46,male,neet,AB,51,no
68,third,student,B,62,no
64,third,neet,O,39,no
84,male,engineer,AB,50,no
67,male,programmer,B,40,no
27,female,teacher,AB,79,no
87,male,programmer,A,90,no
71,third,singer,O,36,no
3,male,scientest,A,75,no
70,female,singer,B,43,no
45,male,singer,A,89,no
73,female,chef,B,80,no
4,male,scientest,B,88,no
35,male,neet,AB,77,no
5,female,neet,A,56,no
80,female,neet,AB,84,no
34,female,chef,AB,76,yes
24,male,teacher,A,97,no
49,female,salesman,B,56,no
53,third,programmer,A,75,no
65,third,teacher,A,95,no
56,male,neet,B,68,no
23,third,neet,B,85,no
94,male,engineer,O,94,no
52,female,student,A,45,no
32,third,teacher,A,89,no
37,male,chef,B,51,yes
58,female,neet,O,55,no
5,third,chef,A,85,no
93,third,student,A,67,no
7,female,programmer,A,35,no
23,female,neet,AB,85,no
85,male,student,B,65,no
50,male,singer,A,82,no
56,third,neet,A,54,no
60,female,salesman,O,73,no
83,female,neet,A,57,no
72,female,neet,O,47,no
78,third,scientest,A,66,no
37,male,singer,O,89,yes
8,male,salesman,B,78,no
45,third,programmer,AB,35,no
22,female,engineer,A,79,no
95,female,neet,O,37,no
8,female,singer,AB,86,no
50,female,chef,AB,70,yes
55,female,programmer,AB,98,no
15,female,programmer,B,54,no
71,female,salesman,A,64,no
47,female,scientest,AB,63,yes
21,third,student,O,86,yes
87,female,salesman,O,84,no
94,third,salesman,AB,75,no
51,female,teacher,A,55,no
73,third,engineer,AB,39,no
22,third,scientest,AB,87,no
84,male,scientest,O,49,no
56,female,engineer,AB,82,no
0,female,neet,B,96,no
64,third,salesman,B,42,no
46,female,neet,A,43,no
78,female,salesman,B,72,no
62,third,singer,O,73,no
57,third,scientest,A,35,no
43,female,chef,O,79,yes
86,female,chef,B,96,no
7,male,chef,O,72,no
87,male,teacher,A,88,no
67,female,programmer,A,63,no
43,third,student,O,85,no
31,female,singer,O,93,yes
7,female,programmer,O,63,no
49,male,student,A,81,no
90,male,scientest,A,43,no
41,female,engineer,AB,92,no
32,third,salesman,O,73,yes
35,male,neet,O,65,yes
27,female,programmer,B,78,no
65,third,chef,O,44,no
21,male,neet,AB,37,no
40,female,singer,O,78,yes
33,third,student,AB,49,no
0,female,scientest,O,95,no
68,male,engineer,AB,86,no
54,third,chef,O,78,no
80,third,engineer,B,55,no
40,third,singer,AB,82,no
4,third,neet,O,37,no
7,female,teacher,O,61,no
33,female,salesman,AB,59,no
47,female,chef,AB,94,yes
61,third,student,B,57,no
46,third,singer,O,50,no
63,third,programmer,AB,46,no
96,female,singer,B,35,no
45,third,scientest,A,45,no
65,female,singer,A,97,no
91,female,chef,B,65,no
1,third,neet,A,68,no
32,third,teacher,AB,98,no
69,third,salesman,AB,91,no
13,female,scientest,O,69,no
94,third,neet,O,82,no
44,male,engineer,B,43,no
67,male,teacher,B,56,no
23,male,chef,O,69,yes
12,third,student,B,37,no
94,female,teacher,O,98,no
24,third,neet,O,72,yes
57,female,student,AB,78,no
78,female,scientest,B,49,no
27,third,engineer,B,91,yes
27,third,engineer,O,79,yes
50,third,programmer,AB,57,yes
72,female,teacher,AB,82,no
76,female,programmer,A,91,no
5,third,chef,A,40,no
74,third,teacher,O,93,no
85,third,teacher,A,57,no
88,male,neet,O,62,no
41,male,teacher,A,60,no
1,third,salesman,O,54,no
52,female,chef,O,57,no
47,male,neet,B,67,no
15,third,engineer,B,38,no
37,female,salesman,AB,61,no
16,third,scientest,A,82,no
24,female,student,A,40,no
29,female,student,A,85,no
18,third,neet,AB,66,no
96,male,singer,AB,99,no
50,female,student,A,83,no
60,male,singer,A,56,no
33,male,teacher,AB,44,no
88,third,singer,AB,38,no
33,female,singer,O,96,yes
7,female,engineer,AB,59,no
11,male,student,B,85,no
70,female,scientest,O,39,no
60,third,student,B,66,no
16,male,teacher,B,89,no
95,female,student,A,82,no
35,female,chef,B,41,yes
60,third,chef,O,65,no
28,male,scientest,B,82,yes
90,male,neet,AB,39,no
34,third,programmer,B,77,yes
37,male,programmer,AB,70,yes
95,male,neet,O,91,no
3,third,neet,B,65,no
78,female,singer,AB,46,no
20,male,chef,O,51,yes
19,female,student,AB,53,no
1,male,scientest,O,59,no
41,male,teacher,A,99,no
22,third,scientest,B,84,no
9,third,singer,AB,45,no
31,male,neet,B,43,no
72,third,student,O,55,no
5,female,scientest,O,72,no
93,female,engineer,AB,55,no
30,female,teacher,O,81,yes
14,third,scientest,AB,60,no
53,third,chef,O,96,no
73,male,student,A,39,no
75,male,neet,A,80,no
97,male,salesman,B,80,no
24,female,neet,AB,40,no
50,female,engineer,B,44,no
56,third,chef,A,75,no
52,male,neet,A,75,no
93,female,chef,AB,60,no
89,third,neet,O,98,no
70,male,engineer,B,78,no
14,female,engineer,B,78,no
30,third,teacher,O,97,yes
65,male,neet,A,63,no
79,female,chef,O,51,no
29,third,programmer,A,80,no
67,third,singer,B,45,no
48,male,chef,B,92,yes
50,third,student,B,72,no
58,male,neet,O,49,no
64,third,singer,AB,87,no
10,female,teacher,A,93,no
98,third,student,AB,82,no
85,third,teacher,B,51,no
82,male,chef,A,95,no
46,male,neet,O,47,no
78,male,salesman,O,66,no
72,male,engineer,O,50,no
61,third,student,O,61,no
8,female,engineer,O,43,no
21,third,student,AB,40,no
84,third,engineer,A,96,no
82,male,neet,A,36,no
95,male,salesman,AB,53,no
92,third,teacher,A,73,no
18,female,student,AB,91,no
26,female,scientest,O,95,yes
0,third,neet,B,85,no
32,third,scientest,A,72,yes
48,male,neet,B,95,no
84,female,singer,B,58,no
46,female,teacher,B,50,no
21,male,student,B,77,no
93,male,chef,O,62,no
98,third,salesman,O,40,no
20,third,programmer,AB,46,no
76,female,scientest,A,82,no
11,male,teacher,B,80,no
17,male,student,A,79,no
78,female,teacher,B,79,no
36,female,scientest,B,51,no
15,third,student,O,62,no
34,female,teacher,A,77,no
76,female,neet,A,50,no
32,male,chef,O,37,yes
36,female,neet,O,78,yes
0,third,engineer,O,65,no
20,male,singer,O,62,yes
62,third,neet,A,43,no
25,female,engineer,A,70,no
15,male,student,O,47,no
52,third,teacher,B,77,no
96,female,programmer,B,65,no
84,male,scientest,O,70,no
34,male,neet,O,85,yes
97,third,engineer,AB,79,no
91,male,neet,O,92,no
45,male,student,B,85,no
82,male,neet,A,54,no
13,female,programmer,AB,68,no
16,male,programmer,A,98,no
51,male,teacher,O,76,no
59,third,singer,B,75,no
1,male,teacher,AB,55,no
50,third,scientest,A,81,yes
28,male,salesman,AB,46,no
63,female,singer,AB,40,no
6,third,chef,A,68,no
15,male,scientest,O,88,no
20,female,salesman,A,99,no
16,third,programmer,A,89,no
33,male,engineer,A,48,no
37,third,engineer,AB,60,yes
73,female,programmer,AB,80,no
96,third,singer,B,43,no
65,third,student,O,72,no
21,male,neet,A,89,no
74,female,teacher,A,93,no
78,third,scientest,B,78,no
29,third,engineer,AB,65,no
82,male,teacher,B,95,no
60,female,student,AB,39,no
13,third,chef,O,42,no
93,third,engineer,AB,82,no
88,third,teacher,O,54,no
78,male,salesman,AB,69,no
17,third,student,AB,51,no
82,female,chef,B,37,no
99,third,teacher,O,36,no
48,male,chef,O,70,yes
98,male,scientest,A,85,no
67,third,neet,O,90,no
12,male,engineer,B,80,no
23,female,singer,O,67,yes
58,male,singer,O,85,no
60,female,student,A,83,no
24,female,engineer,O,94,yes
93,female,singer,B,79,no
11,female,scientest,B,49,no
34,male,engineer,A,58,no
6,female,student,O,62,no
58,female,salesman,B,63,no
24,female,neet,O,41,yes
94,female,programmer,AB,44,no
19,third,singer,A,51,no
48,male,programmer,A,92,yes
84,third,teacher,AB,67,no
67,third,engineer,A,49,no
1,third,engineer,AB,91,no
65,male,salesman,O,48,no
76,female,singer,AB,43,no
40,female,singer,B,74,no
51,male,salesman,B,73,no
2,female,neet,AB,69,no
45,third,programmer,B,65,no
10,male,chef,O,49,yes
3,third,singer,B,96,no
87,third,scientest,A,37,no
32,male,teacher,O,45,yes
97,third,neet,A,99,no
22,third,programmer,O,99,yes
40,female,salesman,AB,44,no
16,female,teacher,AB,89,no
11,male,scientest,AB,65,no
65,third,student,O,81,no
12,female,salesman,O,41,yes
64,third,programmer,B,93,no
28,male,student,B,95,no
34,female,chef,B,63,yes
30,male,chef,O,85,yes
74,male,neet,A,95,no
96,male,salesman,A,64,no
31,female,programmer,B,68,no
30,third,engineer,A,38,no
70,female,chef,O,69,no
69,third,neet,AB,41,no
5,male,programmer,O,81,no
11,female,engineer,A,73,no
80,male,chef,O,90,no
31,female,teacher,A,66,no
4,male,engineer,O,35,no
64,female,programmer,A,82,no
3,female,chef,O,51,no
97,female,chef,A,70,no
92,female,student,O,74,no
72,female,engineer,B,92,no
59,male,chef,A,81,no
81,third,teacher,AB,93,no
60,third,chef,B,95,no
43,female,chef,AB,76,yes
46,female,chef,B,96,yes
31,third,scientest,O,93,yes
25,female,salesman,B,68,no
40,male,salesman,O,63,yes
18,third,singer,A,67,no
93,male,salesman,A,94,no
87,third,programmer,O,70,no
12,third,scientest,B,60,no
36,female,chef,A,66,yes
87,male,programmer,AB,61,no
64,third,engineer,B,36,no
40,female,programmer,AB,72,yes
53,male,chef,B,87,no
8,male,student,A,57,no
71,male,singer,O,70,no
51,male,chef,O,72,no
73,third,teacher,AB,84,no
33,female,chef,O,38,yes
4,female,singer,B,75,no
60,female,chef,O,87,no
27,female,salesman,O,82,yes
53,third,scientest,A,75,no
74,female,engineer,AB,45,no
61,third,salesman,AB,98,no
20,female,scientest,O,84,yes
22,female,salesman,AB,92,no
52,female,scientest,A,90,no
20,third,teacher,B,35,no
22,third,salesman,B,46,no
77,male,programmer,A,66,no
28,male,student,O,45,yes
74,male,engineer,AB,68,no
6,male,student,A,95,no
14,male,chef,B,76,no
99,female,student,A,59,no
4,third,programmer,B,44,no
3,third,singer,AB,93,no
31,female,programmer,O,97,yes
79,female,engineer,A,35,no
41,female,scientest,O,83,no
35,third,scientest,O,73,yes
49,male,neet,AB,83,no
39,third,salesman,A,92,no
36,third,student,AB,95,no
56,third,salesman,A,56,no
12,male,engineer,O,53,no
46,third,engineer,O,92,no
41,female,neet,A,90,no
85,third,chef,A,94,no
99,male,salesman,O,68,no
62,third,chef,O,52,no
84,third,chef,AB,88,no
88,male,singer,O,94,no
33,male,student,AB,74,no
8,third,scientest,B,99,no
88,third,student,O,43,no
16,female,student,B,71,no
17,third,salesman,AB,62,no
82,male,student,A,77,no
64,female,neet,B,67,no
15,female,salesman,B,43,yes
86,third,student,AB,98,no
13,male,teacher,B,66,no
82,third,programmer,AB,35,no
75,male,singer,AB,84,no
94,male,chef,A,88,no
79,female,scientest,AB,65,no
5,third,programmer,B,99,no
5,male,engineer,AB,84,no
93,male,singer,AB,62,no
85,male,scientest,A,71,no
59,third,engineer,B,84,no
52,male,programmer,AB,52,no
16,third,engineer,A,87,no
15,third,chef,AB,69,no
83,female,chef,A,80,no
5,female,teacher,B,90,no
56,male,engineer,B,89,no
88,third,neet,O,58,no
44,male,singer,O,71,no
63,third,salesman,A,94,no
59,female,teacher,AB,48,no
26,third,scientest,B,72,no
36,female,singer,O,80,yes
90,third,engineer,O,88,no
56,male,programmer,AB,70,no
90,third,engineer,B,67,no
76,third,neet,A,81,no
93,female,neet,A,79,no
41,third,neet,A,47,no
5,female,engineer,O,62,no
8,male,chef,AB,45,yes
28,male,chef,O,49,yes
88,third,student,A,60,no
55,male,student,O,66,no
67,male,student,AB,67,no
23,male,chef,AB,56,yes
32,female,salesman,O,79,yes
53,female,student,A,49,no
3,male,salesman,O,62,no
94,male,chef,A,79,no
3,female,programmer,A,83,no
21,male,student,A,90,no
97,third,engineer,A,99,no
66,third,salesman,A,57,no
91,third,salesman,A,55,no
23,female,neet,A,75,no
28,female,scientest,B,41,yes
89,female,scientest,B,49,no
39,third,programmer,A,75,yes
26,male,neet,A,84,no
0,third,chef,AB,38,no
19,male,teacher,AB,42,no
29,female,chef,A,49,yes
96,female,programmer,B,40,no
19,third,scientest,A,82,no
43,male,programmer,O,81,no
85,male,scientest,O,83,no
21,female,student,A,45,no
74,male,neet,O,78,no
68,male,student,AB,37,no
36,male,salesman,B,84,no
32,female,salesman,B,69,no
6,female,singer,A,75,no
16,third,scientest,B,56,no
76,female,singer,B,96,no
31,male,chef,A,80,yes
68,male,neet,B,48,no
66,male,scientest,O,35,no
53,male,scientest,A,75,no
13,male,scientest,B,37,no
51,male,singer,AB,87,no
84,male,neet,O,91,no
70,male,chef,O,74,no
49,female,salesman,AB,57,no
47,third,engineer,AB,87,yes
52,third,salesman,AB,66,no
97,male,engineer,A,61,no
24,male,chef,B,58,yes
44,female,programmer,A,51,yes
22,female,teacher,A,42,no
46,male,student,A,68,no
81,male,salesman,O,60,no
27,third,singer,A,41,no
98,female,teacher,A,59,no
35,male,teacher,A,58,no
48,third,salesman,AB,56,no
80,third,salesman,O,98,no
99,male,salesman,O,76,no
94,female,student,B,51,no
37,male,student,O,90,yes
23,male,student,B,61,no
90,male,student,O,80,no
26,male,engineer,AB,73,no
65,female,neet,B,79,no
41,third,scientest,AB,56,no
95,third,scientest,O,84,no
22,male,chef,O,49,yes
65,female,engineer,B,53,no
62,female,student,A,69,no
86,female,neet,O,53,no
82,male,teacher,O,46,no
80,female,neet,O,62,no
85,third,singer,AB,86,no
83,third,singer,O,75,no
53,female,chef,AB,77,no
71,female,chef,AB,71,no
93,male,engineer,AB,62,no
87,male,scientest,A,78,no
19,male,student,AB,94,no
46,male,student,B,89,no
3,female,scientest,B,62,no
25,female,engineer,O,74,yes
14,male,student,B,76,no
63,male,chef,O,67,no
7,third,teacher,AB,85,no
6,third,student,B,48,no
74,third,engineer,B,76,no
99,male,student,O,58,no
48,third,chef,O,36,yes
97,female,scientest,B,50,no
57,third,scientest,B,49,no
82,female,scientest,A,64,no
39,female,singer,AB,71,no
76,third,teacher,A,37,no
95,female,student,O,86,no
74,female,scientest,O,36,no
77,male,student,B,70,no
25,third,singer,AB,91,no
17,third,neet,B,97,no
59,male,chef,AB,66,no
86,male,neet,A,54,no
21,female,engineer,AB,43,no
31,female,neet,B,67,no
81,female,engineer,A,65,no
26,third,singer,B,86,no
40,third,engineer,O,48,yes
72,female,teacher,AB,53,no
18,third,salesman,B,91,no
27,third,student,A,39,no
21,third,programmer,B,35,no
93,third,programmer,AB,57,no
22,female,neet,AB,82,no
50,female,chef,O,78,yes
58,female,singer,O,86,no
23,male,singer,B,52,no
20,female,neet,A,59,no
66,male,engineer,O,92,no
82,female,salesman,A,81,no
22,female,programmer,B,82,no
72,female,chef,A,55,no
80,male,student,A,58,no
1,male,teacher,B,35,no
98,male,singer,B,86,no
30,third,programmer,O,79,yes
85,male,teacher,AB,63,no
79,female,singer,A,55,no
27,male,engineer,B,68,no
20,third,neet,A,37,no
95,third,teacher,B,69,no
55,third,singer,AB,54,no
74,female,student,A,53,no
75,female,scientest,B,42,no
70,male,engineer,A,69,no
0,female,chef,AB,37,no
23,male,singer,B,78,no
95,third,salesman,B,93,no
40,female,salesman,A,87,no
31,third,chef,A,77,yes
88,third,teacher,B,45,no
1,male,salesman,B,70,no
22,male,teacher,AB,52,no
82,third,student,B,86,no
14,third,neet,O,92,no
78,female,salesman,O,98,no
55,male,teacher,O,41,no
46,third,student,A,96,no
21,male,salesman,AB,99,no
66,male,scientest,O,57,no
73,male,chef,AB,94,no
59,female,teacher,O,71,no
50,third,neet,B,44,no
95,male,scientest,A,50,no
1,male,salesman,B,79,no
50,male,student,A,96,no
63,male,singer,AB,38,no
78,female,student,O,97,no
22,male,teacher,A,92,no
49,third,programmer,B,86,no
17,third,engineer,A,40,no
1,third,chef,A,99,no
44,female,salesman,O,80,no
16,female,chef,O,53,yes
23,female,scientest,O,93,yes
8,female,student,AB,90,no
16,female,student,A,59,no
30,female,neet,O,84,yes
82,female,salesman,AB,42,no
2,third,singer,A,53,no
91,female,singer,A,91,no
47,male,scientest,A,83,no
94,third,programmer,A,97,no
3,third,neet,O,90,no
92,third,programmer,AB,86,no
7,third,salesman,AB,47,no
63,male,salesman,O,73,no
73,third,salesman,B,62,no
10,female,salesman,A,47,no
95,third,neet,AB,43,no
89,male,teacher,A,55,no
53,male,student,A,93,no
46,female,programmer,O,80,no
21,third,scientest,A,76,no
0,third,chef,A,49,no
21,third,teacher,AB,78,no
1,male,scientest,A,67,no
65,male,student,AB,90,no
89,male,singer,B,41,no
5,female,chef,O,56,no
22,third,scientest,O,51,yes
58,female,student,B,83,no
4,female,student,A,51,no
98,female,scientest,A,57,no
12,female,salesman,O,78,no
45,third,salesman,O,35,no
51,third,scientest,A,76,no
35,third,chef,B,76,yes
40,third,chef,O,99,yes
78,female,chef,O,49,no
94,male,salesman,B,46,no
59,male,chef,B,85,no
3,female,singer,B,76,no
31,male,neet,B,49,no
6,female,engineer,B,51,no
55,male,salesman,A,73,no
52,third,programmer,O,75,no
98,female,salesman,O,52,no
45,third,programmer,A,85,no
0,female,engineer,B,91,no
80,third,salesman,AB,50,no
1,male,scientest,O,44,no
88,third,chef,O,50,no
3,female,engineer,B,42,no
28,male,programmer,O,83,yes
5,male,chef,AB,45,no
41,female,singer,B,72,no
9,third,neet,A,36,no
75,third,scientest,O,81,no
71,male,salesman,B,93,no
38,female,neet,A,58,no
54,third,neet,B,90,no
2,third,teacher,A,57,no
0,third,programmer,A,40,no
61,female,chef,O,93,no
41,female,scientest,A,42,no
81,third,engineer,AB,80,no
17,female,student,O,92,yes
77,third,singer,O,56,no
79,male,neet,AB,95,no
64,female,singer,A,37,no
30,third,programmer,O,60,yes
60,third,student,O,63,no
55,male,chef,A,70,no
9,male,salesman,AB,57,no
14,male,teacher,B,96,no
96,female,student,B,99,no
56,third,singer,B,45,no
63,third,salesman,A,99,no
23,third,student,B,59,no
36,female,programmer,O,85,yes
0,third,chef,B,97,no
18,male,scientest,AB,78,no
9,male,programmer,O,52,no
82,third,neet,B,38,no
19,male,singer,O,37,yes
79,female,chef,O,51,no
72,female,programmer,O,59,no
21,third,student,O,51,yes
45,third,scientest,B,96,yes
43,male,salesman,A,49,no
73,male,salesman,O,47,no
66,third,scientest,O,75,no
85,female,engineer,AB,44,no
9,female,singer,AB,79,no
39,female,teacher,O,65,yes
15,male,salesman,A,73,no
65,third,student,AB,55,no
74,third,neet,AB,99,no
86,female,chef,AB,84,no
37,third,engineer,B,64,no
46,male,singer,A,55,no
17,female,chef,B,59,no
14,third,scientest,A,69,no
7,male,scientest,A,48,no
81,male,student,O,87,no
65,male,singer,AB,44,no
8,male,neet,O,92,no
27,male,salesman,B,70,no
42,female,student,O,92,no
77,male,engineer,O,71,no
56,male,programmer,B,95,no
49,male,engineer,O,85,no
92,third,singer,B,67,no
68,third,scientest,AB,84,no
46,male,programmer,B,37,no
15,third,chef,A,83,no
97,male,scientest,A,53,no
12,male,programmer,B,59,no
36,male,teacher,AB,94,no
39,female,singer,AB,82,no
90,male,chef,A,41,no
10,female,teacher,A,77,no
15,third,student,B,40,no
27,third,singer,A,65,no
94,third,chef,B,58,no
10,male,student,A,43,yes
57,third,neet,A,85,no
78,male,engineer,A,83,no
73,female,teacher,B,89,no
89,female,engineer,A,63,no
80,female,chef,B,65,no
70,female,programmer,O,50,no
11,female,singer,O,68,no
85,third,teacher,A,68,no
77,third,neet,A,85,no
62,female,singer,B,61,no
70,female,programmer,B,87,no
32,female,salesman,O,64,yes
6,female,singer,O,76,no
54,third,salesman,AB,64,no
89,male,singer,A,67,no
87,third,programmer,AB,67,no
23,third,teacher,AB,97,no
71,female,teacher,A,49,no
32,female,engineer,O,66,yes
80,female,student,A,94,no
93,female,teacher,O,46,no
26,female,neet,O,69,yes
55,third,programmer,AB,99,no
53,male,neet,O,75,no
65,third,singer,AB,96,no
18,third,student,A,38,no
89,third,student,B,71,no
2,female,teacher,B,67,no
26,third,student,A,74,no
67,female,singer,O,63,no
62,female,engineer,B,46,no
42,third,teacher,A,97,no
22,male,singer,A,69,no
17,male,teacher,B,52,no
22,male,neet,A,69,no
88,female,programmer,B,43,no
27,female,singer,B,59,no
95,third,student,A,82,no
37,female,student,B,86,no
37,third,engineer,A,99,no
62,third,engineer,A,60,no
55,female,singer,B,66,no
10,male,salesman,AB,72,no
75,female,neet,O,50,no
15,third,singer,O,54,no
35,male,singer,A,51,no
95,third,chef,B,63,no
17,third,student,B,77,no
58,male,singer,O,56,no
8,third,neet,O,62,no
92,female,neet,A,54,no
16,third,chef,B,48,no
6,male,student,O,53,no
61,female,neet,B,38,no
80,female,scientest,B,49,no
45,third,programmer,O,52,yes
66,third,scientest,A,56,no
79,female,neet,B,38,no
45,female,teacher,A,37,no
58,third,chef,AB,37,no
20,male,student,AB,89,no
0,female,engineer,O,89,no
78,male,engineer,O,87,no
41,third,scientest,B,38,no
45,third,neet,O,85,no
29,male,chef,B,94,yes
71,third,chef,B,78,no
5,female,scientest,AB,45,no
87,female,singer,A,74,no
5,male,student,A,57,no
95,third,singer,AB,97,no
88,female,programmer,AB,76,no
25,third,teacher,B,69,no
39,male,engineer,B,93,no
95,male,programmer,B,74,no
78,third,programmer,O,84,no
88,third,neet,AB,40,no
51,third,salesman,B,67,no
66,female,singer,B,35,no
78,male,singer,AB,39,no
56,female,neet,B,63,no
17,male,teacher,B,83,no
24,third,student,B,59,no
65,male,engineer,O,81,no
69,third,engineer,AB,47,no
50,male,teacher,O,97,no
15,female,teacher,AB,55,no
68,third,scientest,B,75,no
1,male,teacher,A,54,no
80,female,singer,AB,89,no
12,third,salesman,B,97,no
84,third,engineer,O,55,no
66,male,chef,AB,71,no
40,female,programmer,A,96,no
66,third,teacher,A,61,no
66,third,singer,A,64,no
70,female,salesman,O,75,no
6,female,programmer,B,65,no
42,third,neet,AB,85,no
31,female,student,A,62,no
93,third,scientest,O,78,no
45,male,scientest,A,77,yes
87,female,programmer,O,68,no
98,female,neet,AB,69,no
12,male,salesman,A,91,no
58,third,engineer,A,66,no
39,third,singer,AB,81,no
36,male,chef,A,93,yes
31,third,singer,AB,82,no
66,male,singer,O,93,no
13,third,teacher,B,57,no
54,female,programmer,O,59,no
78,third,engineer,O,95,no
73,third,teacher,AB,79,no
55,third,engineer,O,44,no
58,male,programmer,O,47,no
31,third,programmer,B,82,no
24,third,teacher,O,74,yes
11,male,scientest,O,88,no
18,male,teacher,B,81,no
10,third,singer,B,48,no
38,female,engineer,A,57,no
53,male,chef,B,43,no
9,third,programmer,A,62,no
57,third,salesman,A,91,no
62,third,teacher,B,70,no
85,female,chef,AB,87,no
42,male,chef,A,87,yes
91,female,teacher,AB,65,no
29,third,student,A,67,no
38,third,engineer,O,99,yes
54,female,salesman,B,52,no
2,male,scientest,B,83,no
85,female,teacher,AB,47,no
60,male,chef,O,91,no
3,third,scientest,AB,61,no
51,third,student,AB,35,no
47,male,chef,A,58,yes
69,female,teacher,AB,71,no
92,female,engineer,B,47,no
70,female,salesman,A,76,no
51,male,engineer,A,72,no
39,female,singer,B,62,no
49,male,engineer,B,55,no
39,third,teacher,AB,96,no
88,third,singer,A,86,no
0,male,scientest,A,51,no
40,male,scientest,AB,79,no
34,male,neet,A,85,no
90,female,salesman,O,66,no
75,third,student,O,65,no
23,male,singer,B,69,no
39,third,scientest,A,42,no
72,male,programmer,B,78,no
15,male,singer,O,70,no
36,female,salesman,B,53,no
31,male,chef,O,81,yes
93,female,salesman,A,65,no
14,male,salesman,A,88,no
76,third,teacher,AB,70,no
32,male,neet,B,47,no
27,male,teacher,B,40,no
31,female,student,A,75,no
90,third,neet,AB,98,no
94,third,student,B,43,no
64,female,chef,A,97,no
39,male,neet,O,48,yes
56,third,teacher,O,72,no
89,male,engineer,AB,89,no
15,female,scientest,AB,99,no
86,female,programmer,B,71,no
7,third,student,A,88,no
81,third,teacher,B,87,no
55,male,salesman,AB,54,no
26,male,teacher,B,58,no
79,female,chef,AB,83,no
35,third,neet,B,79,no
41,male,neet,AB,37,no
10,third,neet,AB,86,no
92,third,chef,AB,51,no
19,third,programmer,AB,90,no
22,third,chef,AB,85,yes
93,female,engineer,AB,98,no
9,male,engineer,A,75,no
23,third,programmer,A,91,no
16,male,teacher,O,96,yes
61,female,singer,O,91,no
29,male,salesman,O,63,yes
1,third,teacher,B,89,no
54,third,scientest,O,89,no
85,third,student,A,43,no
4,male,student,O,89,no
15,female,scientest,B,37,yes
52,third,student,B,46,no
65,female,neet,B,77,no
58,male,salesman,O,52,no
18,third,chef,O,90,yes
57,female,scientest,AB,49,no
66,male,engineer,O,47,no
14,third,programmer,O,54,no
3,male,student,A,96,no
64,male,singer,AB,73,no
56,third,engineer,B,46,no
99,third,chef,AB,39,no
14,third,salesman,AB,80,no
26,third,chef,AB,85,yes
30,third,salesman,B,43,no
35,male,salesman,AB,52,no
85,male,engineer,B,95,no
72,male,student,B,94,no
14,third,salesman,AB,76,no
42,female,engineer,A,45,no
89,male,neet,AB,86,no
35,male,programmer,A,66,no
50,female,scientest,O,54,no
