Age,Gender,Weight,Education,Choosed
27,male,40,senior high,no
31,female,75,master,no
90,third,98,master,no
94,third,43,primary,no
64,female,97,university,no
39,male,48,master,yes
56,third,72,junior high,no
89,male,89,doctor,no
15,female,99,senior high,no
86,female,71,junior high,no
7,third,88,master,no
81,third,87,university,no
55,male,54,junior high,no
26,male,58,primary,no
79,female,83,master,no
35,third,79,doctor,no
41,male,37,primary,no
10,third,86,primary,no
92,third,51,university,no
19,third,90,doctor,no
22,third,85,doctor,yes
93,female,98,senior high,no
9,male,75,doctor,no
23,third,91,junior high,no
16,male,96,master,yes
61,female,91,primary,no
29,male,63,primary,yes
1,third,89,doctor,no
54,third,89,master,no
85,third,43,junior high,no
4,male,89,senior high,no
15,female,37,master,yes
52,third,46,junior high,no
65,female,77,university,no
58,male,52,junior high,no
18,third,90,university,yes
57,female,49,university,no
66,male,47,junior high,no
14,third,54,master,no
3,male,96,senior high,no
64,male,73,primary,no
56,third,46,master,no
99,third,39,master,no
14,third,80,university,no
26,third,85,primary,yes
30,third,43,junior high,no
35,male,52,primary,no
85,male,95,university,no
72,male,94,senior high,no
14,third,76,senior high,no
42,female,45,junior high,no
89,male,86,doctor,no
35,male,66,senior high,no
50,female,54,junior high,no
