Age,Occupations,Blood group,Weight,Education,Choosed
44,scientest,AB,70,university,no
70,student,B,36,primary,no
87,salesman,AB,79,master,no
1,neet,B,57,master,no
6,chef,B,43,primary,no
1,engineer,B,79,master,no
73,chef,O,49,master,no
55,scientest,O,71,junior high,no
31,neet,A,85,doctor,no
2,singer,A,87,senior high,no
47,scientest,O,88,doctor,yes
72,programmer,O,43,primary,no
65,scientest,B,48,university,no
58,engineer,AB,56,senior high,no
3,engineer,AB,94,senior high,no
95,chef,B,91,junior high,no
65,engineer,A,68,university,no
39,scientest,A,55,primary,no
45,teacher,B,47,master,no
28,chef,B,70,senior high,yes
30,programmer,A,47,primary,no
16,programmer,A,38,master,no
65,teacher,O,57,senior high,no
20,engineer,AB,63,junior high,no
90,salesman,AB,93,master,no
83,chef,AB,73,doctor,no
98,scientest,AB,75,senior high,no
44,teacher,AB,69,university,no
0,neet,A,61,junior high,no
44,engineer,O,40,university,no
54,salesman,B,78,junior high,no
12,chef,A,94,senior high,no
9,neet,AB,84,senior high,no
97,student,A,95,university,no
82,neet,O,77,doctor,no
60,engineer,O,79,junior high,no
31,salesman,A,87,primary,no
89,teacher,O,54,doctor,no
50,chef,A,56,junior high,yes
88,engineer,O,79,primary,no
97,engineer,B,41,university,no
54,scientest,O,56,university,no
68,programmer,B,58,senior high,no
35,salesman,A,92,master,no
62,salesman,AB,39,primary,no
30,engineer,B,68,junior high,no
93,student,B,64,master,no
1,student,B,43,junior high,no
55,singer,B,42,university,no
79,scientest,O,60,master,no
93,singer,A,84,master,no
59,chef,A,43,university,no
64,teacher,O,68,university,no
39,singer,O,91,doctor,yes
96,neet,A,80,university,no
18,scientest,B,87,university,no
74,scientest,AB,52,master,no
87,salesman,AB,43,primary,no
23,engineer,A,74,senior high,no
57,neet,O,60,junior high,no
37,student,O,76,senior high,yes
93,singer,AB,54,university,no
64,neet,AB,54,university,no
17,neet,AB,77,master,no
25,singer,A,74,primary,no
74,chef,B,57,senior high,no
19,singer,B,51,doctor,no
59,teacher,O,80,university,no
70,singer,B,88,master,no
27,chef,B,39,university,yes
72,scientest,A,52,university,no
72,singer,A,99,primary,no
51,engineer,O,52,university,no
46,student,B,97,junior high,no
12,salesman,B,99,senior high,no
45,engineer,O,94,senior high,no
74,salesman,O,52,master,no
46,neet,B,64,junior high,no
85,scientest,O,75,doctor,no
38,teacher,AB,88,junior high,no
9,engineer,B,72,doctor,no
47,teacher,A,75,junior high,no
11,student,AB,51,doctor,no
71,chef,AB,94,university,no
68,chef,A,42,university,no
30,salesman,AB,72,doctor,no
37,salesman,AB,38,doctor,no
39,neet,AB,47,doctor,no
61,engineer,O,86,master,no
50,singer,A,63,junior high,no
4,teacher,O,54,university,no
74,chef,B,88,senior high,no
60,neet,AB,78,university,no
24,salesman,O,94,university,yes
54,scientest,B,55,primary,no
58,salesman,AB,66,university,no
59,singer,O,42,doctor,no
82,scientest,O,98,primary,no
48,chef,O,56,primary,yes
57,chef,B,71,junior high,no
59,teacher,AB,97,primary,no
32,scientest,O,45,senior high,yes
5,scientest,O,76,senior high,no
4,singer,O,64,junior high,no
84,teacher,A,66,university,no
51,singer,AB,56,university,no
47,scientest,O,41,university,no
57,student,AB,62,doctor,no
74,programmer,B,66,primary,no
9,teacher,A,46,doctor,yes
46,programmer,AB,42,master,yes
32,singer,B,76,doctor,no
77,scientest,O,45,doctor,no
82,programmer,A,63,junior high,no
64,programmer,B,46,doctor,no
5,scientest,O,98,master,no
36,salesman,AB,57,junior high,no
85,programmer,O,80,master,no
59,singer,A,39,master,no
29,student,B,66,junior high,no
85,scientest,A,56,master,no
98,teacher,A,40,senior high,no
75,chef,B,81,primary,no
45,teacher,B,71,senior high,no
56,student,A,61,master,no
94,singer,A,56,university,no
80,engineer,B,72,doctor,no
23,chef,A,95,doctor,yes
74,programmer,A,39,primary,no
59,teacher,A,59,junior high,no
98,chef,A,52,university,no
62,engineer,A,76,primary,no
0,scientest,AB,74,junior high,no
68,salesman,O,79,junior high,no
29,engineer,A,53,master,yes
28,scientest,A,42,doctor,yes
57,programmer,A,69,junior high,no
89,chef,A,37,junior high,no
55,scientest,B,76,senior high,no
47,scientest,O,77,master,yes
17,programmer,B,69,university,no
61,student,O,99,junior high,no
80,scientest,A,51,senior high,no
61,student,AB,57,primary,no
28,teacher,O,56,senior high,yes
1,singer,O,80,master,no
45,engineer,B,94,primary,no
33,chef,B,47,master,yes
33,scientest,O,93,junior high,yes
68,engineer,AB,88,master,no
39,student,AB,54,junior high,no
45,singer,AB,73,master,no
4,singer,O,66,doctor,no
98,engineer,AB,92,senior high,no
42,neet,B,79,university,no
21,engineer,B,82,master,no
77,engineer,AB,87,junior high,no
60,salesman,AB,92,junior high,no
97,programmer,O,35,senior high,no
14,scientest,A,43,doctor,no
2,student,O,96,junior high,no
89,salesman,B,40,doctor,no
19,chef,A,98,university,yes
87,programmer,AB,70,university,no
28,singer,AB,89,junior high,no
5,singer,B,69,doctor,no
48,singer,B,51,junior high,no
63,student,AB,93,primary,no
55,chef,A,72,university,no
21,programmer,B,81,master,no
11,teacher,B,49,junior high,no
5,salesman,A,94,master,no
63,chef,O,63,senior high,no
41,student,O,65,university,no
58,salesman,AB,53,university,no
67,singer,O,82,doctor,no
70,engineer,O,38,doctor,no
78,student,AB,89,university,no
18,neet,B,42,senior high,no
70,scientest,A,76,university,no
18,neet,A,92,doctor,no
75,programmer,B,83,senior high,no
47,student,O,64,primary,no
45,singer,B,46,doctor,no
8,chef,B,38,university,no
65,engineer,B,79,junior high,no
56,teacher,B,42,master,no
36,teacher,O,38,junior high,yes
12,student,AB,71,doctor,no
42,neet,A,95,master,no
44,singer,B,36,doctor,no
48,salesman,B,47,junior high,no
73,teacher,O,95,senior high,no
13,engineer,AB,37,doctor,no
24,teacher,B,41,master,no
50,engineer,A,73,university,no
68,student,O,55,primary,no
25,neet,O,67,junior high,yes
80,student,B,39,primary,no
96,student,A,88,university,no
37,chef,AB,89,university,yes
63,teacher,O,39,doctor,no
49,engineer,AB,90,junior high,no
99,programmer,O,99,university,no
93,programmer,O,79,master,no
89,teacher,O,96,junior high,no
74,teacher,O,85,doctor,no
20,engineer,B,35,junior high,no
83,teacher,AB,45,master,no
71,neet,AB,61,doctor,no
79,teacher,O,80,senior high,no
19,singer,B,44,primary,no
5,programmer,O,96,doctor,no
5,neet,AB,40,university,no
78,engineer,O,45,master,no
56,salesman,A,95,primary,no
26,salesman,AB,86,junior high,no
89,scientest,AB,99,junior high,no
89,chef,A,90,master,no
29,salesman,B,71,university,no
90,chef,AB,38,master,no
48,teacher,B,68,master,no
90,teacher,AB,96,junior high,no
48,programmer,A,53,doctor,yes
86,student,O,49,primary,no
13,teacher,B,57,doctor,no
72,singer,A,67,senior high,no
3,engineer,B,36,primary,no
91,student,B,45,doctor,no
51,singer,A,99,university,no
42,chef,B,67,doctor,yes
66,programmer,AB,60,primary,no
32,teacher,B,81,primary,no
94,chef,AB,70,doctor,no
67,scientest,O,89,university,no
60,engineer,AB,93,doctor,no
88,engineer,A,66,master,no
29,chef,O,38,senior high,yes
87,scientest,B,47,doctor,no
22,teacher,AB,84,primary,no
13,teacher,A,75,university,no
45,student,B,40,junior high,no
96,student,AB,55,university,no
80,chef,B,46,primary,no
40,student,O,61,primary,yes
94,singer,AB,36,senior high,no
91,singer,A,77,university,no
39,teacher,B,61,primary,no
95,salesman,AB,96,primary,no
57,singer,B,41,junior high,no
3,salesman,AB,37,senior high,no
54,neet,AB,82,doctor,no
25,programmer,O,59,doctor,yes
47,singer,A,54,doctor,no
22,scientest,B,35,senior high,no
85,neet,AB,41,university,no
87,programmer,O,69,doctor,no
1,teacher,A,35,university,no
59,teacher,B,98,university,no
69,singer,B,97,primary,no
22,singer,A,64,junior high,no
71,scientest,B,53,primary,no
46,engineer,O,62,senior high,no
35,salesman,B,84,primary,no
20,singer,B,45,junior high,no
78,teacher,A,50,master,no
80,engineer,AB,73,junior high,no
18,salesman,AB,76,junior high,no
59,scientest,B,63,primary,no
8,scientest,B,93,university,no
88,neet,O,72,university,no
3,engineer,B,96,primary,no
2,teacher,A,70,primary,no
11,student,B,65,university,no
1,singer,A,74,senior high,no
49,chef,B,73,senior high,yes
86,teacher,O,60,doctor,no
93,neet,O,82,junior high,no
3,singer,A,40,junior high,no
22,engineer,AB,60,doctor,yes
13,singer,A,52,junior high,no
16,salesman,AB,58,doctor,no
29,teacher,AB,93,doctor,no
44,teacher,B,57,junior high,no
19,student,B,96,senior high,no
59,chef,AB,44,master,no
49,chef,A,44,university,yes
91,chef,A,59,master,no
8,engineer,A,39,university,no
71,engineer,O,66,junior high,no
90,neet,A,58,master,no
8,neet,AB,84,doctor,no
62,teacher,O,60,master,no
72,scientest,AB,73,primary,no
53,singer,O,95,senior high,no
13,programmer,AB,79,university,no
27,neet,A,76,junior high,no
11,student,B,79,master,no
23,salesman,O,41,doctor,yes
5,teacher,B,66,master,no
24,programmer,O,65,master,yes
14,neet,B,46,senior high,no
42,scientest,A,57,university,no
85,salesman,A,46,senior high,no
37,neet,O,48,master,yes
32,scientest,A,52,doctor,yes
74,scientest,B,87,primary,no
36,scientest,A,86,primary,no
97,student,O,96,university,no
1,singer,A,62,junior high,no
86,salesman,O,59,senior high,no
37,programmer,O,79,university,yes
67,engineer,B,92,junior high,no
39,chef,O,56,doctor,yes
31,student,O,98,master,yes
73,scientest,O,54,senior high,no
55,neet,O,94,master,no
68,scientest,B,46,doctor,no
26,neet,AB,57,senior high,no
49,singer,B,75,university,no
31,salesman,A,45,university,no
97,teacher,A,40,master,no
48,singer,A,65,master,no
94,neet,O,38,junior high,no
54,scientest,O,57,university,no
3,teacher,AB,89,primary,no
48,engineer,O,57,junior high,no
7,teacher,O,68,university,no
41,student,A,91,doctor,no
29,salesman,O,97,university,yes
31,student,B,56,primary,no
87,scientest,O,97,junior high,no
77,student,AB,36,master,no
42,salesman,B,41,doctor,no
39,scientest,O,83,senior high,yes
38,programmer,O,46,master,yes
36,engineer,B,58,university,no
31,engineer,O,77,doctor,yes
9,neet,B,78,senior high,no
64,salesman,O,41,primary,no
4,programmer,O,62,primary,no
90,scientest,A,79,doctor,no
62,programmer,A,37,junior high,no
67,neet,AB,37,primary,no
16,teacher,B,68,university,no
32,neet,O,91,university,yes
63,teacher,A,38,master,no
35,engineer,AB,94,master,yes
1,neet,A,60,primary,no
5,salesman,B,88,primary,no
3,teacher,O,42,doctor,no
1,teacher,A,44,primary,no
73,teacher,B,90,doctor,no
61,engineer,B,67,university,no
88,singer,A,71,senior high,no
36,student,A,41,primary,no
36,singer,A,74,primary,no
37,chef,AB,78,junior high,yes
69,teacher,B,84,university,no
95,engineer,O,93,primary,no
46,programmer,O,95,primary,no
63,teacher,O,76,primary,no
23,chef,B,59,junior high,yes
46,neet,AB,51,university,no
68,student,B,62,master,no
64,neet,O,39,senior high,no
84,engineer,AB,50,doctor,no
67,programmer,B,40,junior high,no
27,teacher,AB,79,university,no
87,programmer,A,90,master,no
71,singer,O,36,university,no
3,scientest,A,75,university,no
70,singer,B,43,junior high,no
45,singer,A,89,junior high,no
73,chef,B,80,doctor,no
4,scientest,B,88,university,no
35,neet,AB,77,master,no
5,neet,A,56,primary,no
80,neet,AB,84,primary,no
34,chef,AB,76,master,yes
24,teacher,A,97,university,no
49,salesman,B,56,primary,no
53,programmer,A,75,junior high,no
65,teacher,A,95,junior high,no
56,neet,B,68,senior high,no
23,neet,B,85,university,no
94,engineer,O,94,primary,no
52,student,A,45,primary,no
32,teacher,A,89,university,no
37,chef,B,51,primary,yes
58,neet,O,55,primary,no
5,chef,A,85,senior high,no
93,student,A,67,senior high,no
7,programmer,A,35,doctor,no
23,neet,AB,85,university,no
85,student,B,65,junior high,no
50,singer,A,82,master,no
56,neet,A,54,doctor,no
60,salesman,O,73,junior high,no
83,neet,A,57,master,no
72,neet,O,47,senior high,no
78,scientest,A,66,doctor,no
37,singer,O,89,university,yes
8,salesman,B,78,master,no
45,programmer,AB,35,university,no
22,engineer,A,79,junior high,no
95,neet,O,37,primary,no
8,singer,AB,86,senior high,no
50,chef,AB,70,master,yes
55,programmer,AB,98,doctor,no
15,programmer,B,54,senior high,no
71,salesman,A,64,primary,no
47,scientest,AB,63,doctor,yes
21,student,O,86,junior high,yes
87,salesman,O,84,master,no
94,salesman,AB,75,master,no
51,teacher,A,55,university,no
73,engineer,AB,39,doctor,no
22,scientest,AB,87,primary,no
84,scientest,O,49,master,no
56,engineer,AB,82,master,no
0,neet,B,96,university,no
64,salesman,B,42,primary,no
46,neet,A,43,junior high,no
78,salesman,B,72,university,no
62,singer,O,73,senior high,no
57,scientest,A,35,university,no
43,chef,O,79,junior high,yes
86,chef,B,96,university,no
7,chef,O,72,master,no
87,teacher,A,88,primary,no
67,programmer,A,63,junior high,no
43,student,O,85,doctor,no
31,singer,O,93,university,yes
7,programmer,O,63,master,no
49,student,A,81,master,no
90,scientest,A,43,junior high,no
41,engineer,AB,92,senior high,no
32,salesman,O,73,university,yes
35,neet,O,65,doctor,yes
27,programmer,B,78,university,no
65,chef,O,44,junior high,no
21,neet,AB,37,primary,no
40,singer,O,78,university,yes
33,student,AB,49,junior high,no
0,scientest,O,95,senior high,no
68,engineer,AB,86,master,no
54,chef,O,78,doctor,no
80,engineer,B,55,master,no
40,singer,AB,82,junior high,no
4,neet,O,37,primary,no
7,teacher,O,61,master,no
33,salesman,AB,59,junior high,no
47,chef,AB,94,senior high,yes
61,student,B,57,senior high,no
46,singer,O,50,senior high,no
63,programmer,AB,46,master,no
96,singer,B,35,junior high,no
45,scientest,A,45,university,no
65,singer,A,97,master,no
91,chef,B,65,senior high,no
1,neet,A,68,junior high,no
32,teacher,AB,98,senior high,no
69,salesman,AB,91,senior high,no
13,scientest,O,69,primary,no
94,neet,O,82,university,no
44,engineer,B,43,junior high,no
67,teacher,B,56,senior high,no
23,chef,O,69,doctor,yes
12,student,B,37,doctor,no
94,teacher,O,98,junior high,no
24,neet,O,72,junior high,yes
57,student,AB,78,university,no
78,scientest,B,49,junior high,no
27,engineer,B,91,doctor,yes
27,engineer,O,79,senior high,yes
50,programmer,AB,57,master,yes
72,teacher,AB,82,senior high,no
76,programmer,A,91,primary,no
5,chef,A,40,junior high,no
74,teacher,O,93,primary,no
85,teacher,A,57,master,no
88,neet,O,62,master,no
41,teacher,A,60,primary,no
1,salesman,O,54,master,no
52,chef,O,57,senior high,no
47,neet,B,67,university,no
15,engineer,B,38,senior high,no
37,salesman,AB,61,junior high,no
16,scientest,A,82,senior high,no
24,student,A,40,senior high,no
29,student,A,85,junior high,no
18,neet,AB,66,doctor,no
96,singer,AB,99,master,no
50,student,A,83,junior high,no
60,singer,A,56,master,no
33,teacher,AB,44,primary,no
88,singer,AB,38,doctor,no
33,singer,O,96,primary,yes
7,engineer,AB,59,doctor,no
11,student,B,85,university,no
70,scientest,O,39,primary,no
60,student,B,66,master,no
16,teacher,B,89,doctor,no
95,student,A,82,university,no
35,chef,B,41,master,yes
60,chef,O,65,senior high,no
28,scientest,B,82,master,yes
90,neet,AB,39,senior high,no
34,programmer,B,77,master,yes
37,programmer,AB,70,doctor,yes
95,neet,O,91,doctor,no
3,neet,B,65,junior high,no
78,singer,AB,46,university,no
20,chef,O,51,senior high,yes
19,student,AB,53,doctor,no
1,scientest,O,59,doctor,no
41,teacher,A,99,junior high,no
22,scientest,B,84,university,no
9,singer,AB,45,university,no
31,neet,B,43,senior high,no
72,student,O,55,university,no
5,scientest,O,72,junior high,no
93,engineer,AB,55,university,no
30,teacher,O,81,primary,yes
14,scientest,AB,60,senior high,no
53,chef,O,96,doctor,no
73,student,A,39,doctor,no
75,neet,A,80,junior high,no
97,salesman,B,80,doctor,no
24,neet,AB,40,master,no
50,engineer,B,44,senior high,no
56,chef,A,75,university,no
52,neet,A,75,junior high,no
93,chef,AB,60,university,no
89,neet,O,98,senior high,no
70,engineer,B,78,senior high,no
14,engineer,B,78,junior high,no
30,teacher,O,97,primary,yes
65,neet,A,63,doctor,no
79,chef,O,51,doctor,no
29,programmer,A,80,university,no
67,singer,B,45,primary,no
48,chef,B,92,doctor,yes
50,student,B,72,senior high,no
58,neet,O,49,junior high,no
64,singer,AB,87,primary,no
10,teacher,A,93,master,no
98,student,AB,82,university,no
85,teacher,B,51,master,no
82,chef,A,95,junior high,no
46,neet,O,47,senior high,no
78,salesman,O,66,university,no
72,engineer,O,50,junior high,no
61,student,O,61,junior high,no
8,engineer,O,43,master,no
21,student,AB,40,university,no
84,engineer,A,96,master,no
82,neet,A,36,university,no
95,salesman,AB,53,master,no
92,teacher,A,73,university,no
18,student,AB,91,primary,no
26,scientest,O,95,primary,yes
0,neet,B,85,primary,no
32,scientest,A,72,doctor,yes
48,neet,B,95,master,no
84,singer,B,58,junior high,no
46,teacher,B,50,master,no
21,student,B,77,primary,no
93,chef,O,62,doctor,no
98,salesman,O,40,senior high,no
20,programmer,AB,46,master,no
76,scientest,A,82,junior high,no
11,teacher,B,80,primary,no
17,student,A,79,primary,no
78,teacher,B,79,junior high,no
36,scientest,B,51,primary,no
15,student,O,62,junior high,no
34,teacher,A,77,senior high,no
76,neet,A,50,university,no
32,chef,O,37,junior high,yes
36,neet,O,78,doctor,yes
0,engineer,O,65,primary,no
20,singer,O,62,junior high,yes
62,neet,A,43,university,no
25,engineer,A,70,junior high,no
15,student,O,47,doctor,no
52,teacher,B,77,master,no
96,programmer,B,65,senior high,no
84,scientest,O,70,master,no
34,neet,O,85,primary,yes
97,engineer,AB,79,primary,no
91,neet,O,92,university,no
45,student,B,85,senior high,no
82,neet,A,54,primary,no
13,programmer,AB,68,university,no
16,programmer,A,98,primary,no
51,teacher,O,76,doctor,no
59,singer,B,75,junior high,no
1,teacher,AB,55,senior high,no
50,scientest,A,81,doctor,yes
28,salesman,AB,46,senior high,no
63,singer,AB,40,primary,no
6,chef,A,68,primary,no
15,scientest,O,88,junior high,no
20,salesman,A,99,university,no
16,programmer,A,89,senior high,no
33,engineer,A,48,junior high,no
37,engineer,AB,60,doctor,yes
73,programmer,AB,80,junior high,no
96,singer,B,43,primary,no
65,student,O,72,university,no
21,neet,A,89,doctor,no
74,teacher,A,93,master,no
78,scientest,B,78,university,no
29,engineer,AB,65,primary,no
82,teacher,B,95,master,no
60,student,AB,39,primary,no
13,chef,O,42,junior high,no
93,engineer,AB,82,university,no
88,teacher,O,54,senior high,no
78,salesman,AB,69,junior high,no
17,student,AB,51,doctor,no
82,chef,B,37,junior high,no
99,teacher,O,36,junior high,no
48,chef,O,70,primary,yes
98,scientest,A,85,junior high,no
67,neet,O,90,senior high,no
12,engineer,B,80,junior high,no
23,singer,O,67,master,yes
58,singer,O,85,university,no
60,student,A,83,doctor,no
24,engineer,O,94,junior high,yes
93,singer,B,79,primary,no
11,scientest,B,49,junior high,no
34,engineer,A,58,university,no
6,student,O,62,junior high,no
58,salesman,B,63,junior high,no
24,neet,O,41,senior high,yes
94,programmer,AB,44,doctor,no
19,singer,A,51,doctor,no
48,programmer,A,92,master,yes
84,teacher,AB,67,senior high,no
67,engineer,A,49,junior high,no
1,engineer,AB,91,doctor,no
65,salesman,O,48,primary,no
76,singer,AB,43,doctor,no
40,singer,B,74,doctor,no
51,salesman,B,73,junior high,no
2,neet,AB,69,primary,no
45,programmer,B,65,senior high,no
10,chef,O,49,master,yes
3,singer,B,96,primary,no
87,scientest,A,37,junior high,no
32,teacher,O,45,senior high,yes
97,neet,A,99,primary,no
22,programmer,O,99,senior high,yes
40,salesman,AB,44,junior high,no
16,teacher,AB,89,primary,no
11,scientest,AB,65,doctor,no
65,student,O,81,primary,no
12,salesman,O,41,master,yes
64,programmer,B,93,primary,no
28,student,B,95,university,no
34,chef,B,63,junior high,yes
30,chef,O,85,junior high,yes
74,neet,A,95,university,no
96,salesman,A,64,senior high,no
31,programmer,B,68,university,no
30,engineer,A,38,university,no
70,chef,O,69,primary,no
69,neet,AB,41,senior high,no
5,programmer,O,81,doctor,no
11,engineer,A,73,junior high,no
80,chef,O,90,junior high,no
31,teacher,A,66,primary,no
4,engineer,O,35,primary,no
64,programmer,A,82,junior high,no
3,chef,O,51,master,no
97,chef,A,70,primary,no
92,student,O,74,doctor,no
72,engineer,B,92,senior high,no
59,chef,A,81,junior high,no
81,teacher,AB,93,university,no
60,chef,B,95,primary,no
43,chef,AB,76,doctor,yes
46,chef,B,96,junior high,yes
31,scientest,O,93,primary,yes
25,salesman,B,68,primary,no
40,salesman,O,63,junior high,yes
18,singer,A,67,university,no
93,salesman,A,94,master,no
87,programmer,O,70,master,no
12,scientest,B,60,junior high,no
36,chef,A,66,doctor,yes
87,programmer,AB,61,university,no
64,engineer,B,36,university,no
40,programmer,AB,72,master,yes
53,chef,B,87,university,no
8,student,A,57,master,no
71,singer,O,70,master,no
51,chef,O,72,primary,no
73,teacher,AB,84,master,no
33,chef,O,38,master,yes
4,singer,B,75,doctor,no
60,chef,O,87,university,no
27,salesman,O,82,primary,yes
53,scientest,A,75,master,no
74,engineer,AB,45,senior high,no
61,salesman,AB,98,university,no
20,scientest,O,84,university,yes
22,salesman,AB,92,master,no
52,scientest,A,90,senior high,no
20,teacher,B,35,university,no
22,salesman,B,46,doctor,no
77,programmer,A,66,doctor,no
28,student,O,45,master,yes
74,engineer,AB,68,doctor,no
6,student,A,95,university,no
14,chef,B,76,doctor,no
99,student,A,59,primary,no
4,programmer,B,44,senior high,no
3,singer,AB,93,senior high,no
31,programmer,O,97,doctor,yes
79,engineer,A,35,primary,no
41,scientest,O,83,senior high,no
35,scientest,O,73,master,yes
49,neet,AB,83,university,no
39,salesman,A,92,senior high,no
36,student,AB,95,senior high,no
56,salesman,A,56,doctor,no
12,engineer,O,53,doctor,no
46,engineer,O,92,senior high,no
41,neet,A,90,primary,no
85,chef,A,94,doctor,no
99,salesman,O,68,doctor,no
62,chef,O,52,university,no
84,chef,AB,88,junior high,no
88,singer,O,94,doctor,no
33,student,AB,74,junior high,no
8,scientest,B,99,primary,no
88,student,O,43,junior high,no
16,student,B,71,senior high,no
17,salesman,AB,62,junior high,no
82,student,A,77,junior high,no
64,neet,B,67,junior high,no
15,salesman,B,43,junior high,yes
86,student,AB,98,junior high,no
13,teacher,B,66,senior high,no
82,programmer,AB,35,master,no
75,singer,AB,84,university,no
94,chef,A,88,doctor,no
79,scientest,AB,65,master,no
5,programmer,B,99,university,no
5,engineer,AB,84,junior high,no
93,singer,AB,62,university,no
85,scientest,A,71,university,no
59,engineer,B,84,primary,no
52,programmer,AB,52,junior high,no
16,engineer,A,87,university,no
15,chef,AB,69,university,no
83,chef,A,80,university,no
5,teacher,B,90,university,no
56,engineer,B,89,master,no
88,neet,O,58,university,no
44,singer,O,71,primary,no
63,salesman,A,94,doctor,no
59,teacher,AB,48,primary,no
26,scientest,B,72,primary,no
36,singer,O,80,doctor,yes
90,engineer,O,88,junior high,no
56,programmer,AB,70,junior high,no
90,engineer,B,67,university,no
76,neet,A,81,primary,no
93,neet,A,79,primary,no
41,neet,A,47,senior high,no
5,engineer,O,62,doctor,no
8,chef,AB,45,junior high,yes
28,chef,O,49,university,yes
88,student,A,60,junior high,no
55,student,O,66,master,no
67,student,AB,67,doctor,no
23,chef,AB,56,primary,yes
32,salesman,O,79,university,yes
53,student,A,49,junior high,no
3,salesman,O,62,junior high,no
94,chef,A,79,master,no
3,programmer,A,83,doctor,no
21,student,A,90,primary,no
97,engineer,A,99,junior high,no
66,salesman,A,57,senior high,no
91,salesman,A,55,master,no
23,neet,A,75,university,no
28,scientest,B,41,doctor,yes
89,scientest,B,49,junior high,no
39,programmer,A,75,doctor,yes
26,neet,A,84,primary,no
0,chef,AB,38,master,no
19,teacher,AB,42,doctor,no
29,chef,A,49,primary,yes
96,programmer,B,40,junior high,no
19,scientest,A,82,master,no
43,programmer,O,81,university,no
85,scientest,O,83,doctor,no
21,student,A,45,university,no
74,neet,O,78,junior high,no
68,student,AB,37,junior high,no
36,salesman,B,84,university,no
32,salesman,B,69,senior high,no
6,singer,A,75,university,no
16,scientest,B,56,senior high,no
76,singer,B,96,master,no
31,chef,A,80,doctor,yes
68,neet,B,48,doctor,no
66,scientest,O,35,doctor,no
53,scientest,A,75,master,no
13,scientest,B,37,senior high,no
51,singer,AB,87,master,no
84,neet,O,91,master,no
70,chef,O,74,senior high,no
49,salesman,AB,57,primary,no
47,engineer,AB,87,doctor,yes
52,salesman,AB,66,senior high,no
97,engineer,A,61,primary,no
24,chef,B,58,master,yes
44,programmer,A,51,master,yes
22,teacher,A,42,doctor,no
46,student,A,68,primary,no
81,salesman,O,60,university,no
27,singer,A,41,junior high,no
98,teacher,A,59,doctor,no
35,teacher,A,58,master,no
48,salesman,AB,56,primary,no
80,salesman,O,98,junior high,no
99,salesman,O,76,primary,no
94,student,B,51,master,no
37,student,O,90,university,yes
23,student,B,61,master,no
90,student,O,80,doctor,no
26,engineer,AB,73,university,no
65,neet,B,79,senior high,no
41,scientest,AB,56,junior high,no
95,scientest,O,84,doctor,no
22,chef,O,49,doctor,yes
65,engineer,B,53,primary,no
62,student,A,69,university,no
86,neet,O,53,primary,no
82,teacher,O,46,university,no
80,neet,O,62,university,no
85,singer,AB,86,master,no
83,singer,O,75,primary,no
53,chef,AB,77,master,no
71,chef,AB,71,primary,no
93,engineer,AB,62,senior high,no
87,scientest,A,78,university,no
19,student,AB,94,primary,no
46,student,B,89,university,no
3,scientest,B,62,junior high,no
25,engineer,O,74,master,yes
14,student,B,76,senior high,no
63,chef,O,67,university,no
7,teacher,AB,85,doctor,no
6,student,B,48,university,no
74,engineer,B,76,university,no
99,student,O,58,senior high,no
48,chef,O,36,senior high,yes
97,scientest,B,50,primary,no
57,scientest,B,49,doctor,no
82,scientest,A,64,senior high,no
39,singer,AB,71,master,no
76,teacher,A,37,junior high,no
95,student,O,86,doctor,no
74,scientest,O,36,university,no
77,student,B,70,primary,no
25,singer,AB,91,doctor,no
17,neet,B,97,senior high,no
59,chef,AB,66,junior high,no
86,neet,A,54,junior high,no
21,engineer,AB,43,junior high,no
31,neet,B,67,senior high,no
81,engineer,A,65,university,no
26,singer,B,86,junior high,no
40,engineer,O,48,senior high,yes
72,teacher,AB,53,junior high,no
18,salesman,B,91,junior high,no
27,student,A,39,junior high,no
21,programmer,B,35,doctor,no
93,programmer,AB,57,doctor,no
22,neet,AB,82,doctor,no
50,chef,O,78,primary,yes
58,singer,O,86,doctor,no
23,singer,B,52,doctor,no
20,neet,A,59,university,no
66,engineer,O,92,university,no
82,salesman,A,81,master,no
22,programmer,B,82,junior high,no
72,chef,A,55,primary,no
80,student,A,58,university,no
1,teacher,B,35,doctor,no
98,singer,B,86,senior high,no
30,programmer,O,79,doctor,yes
85,teacher,AB,63,university,no
79,singer,A,55,master,no
27,engineer,B,68,primary,no
20,neet,A,37,junior high,no
95,teacher,B,69,senior high,no
55,singer,AB,54,doctor,no
74,student,A,53,master,no
75,scientest,B,42,junior high,no
70,engineer,A,69,university,no
0,chef,AB,37,university,no
23,singer,B,78,university,no
95,salesman,B,93,university,no
40,salesman,A,87,senior high,no
31,chef,A,77,primary,yes
88,teacher,B,45,doctor,no
1,salesman,B,70,primary,no
22,teacher,AB,52,primary,no
82,student,B,86,doctor,no
14,neet,O,92,primary,no
78,salesman,O,98,university,no
55,teacher,O,41,university,no
46,student,A,96,primary,no
21,salesman,AB,99,junior high,no
66,scientest,O,57,master,no
73,chef,AB,94,doctor,no
59,teacher,O,71,senior high,no
50,neet,B,44,senior high,no
95,scientest,A,50,senior high,no
1,salesman,B,79,master,no
50,student,A,96,junior high,no
63,singer,AB,38,primary,no
78,student,O,97,university,no
22,teacher,A,92,senior high,no
49,programmer,B,86,primary,no
17,engineer,A,40,master,no
