Gender,Occupations,Blood group,Weight,Education,Choosed
male,scientest,AB,70,university,no
male,student,B,36,primary,no
male,salesman,AB,79,master,no
third,neet,B,57,master,no
male,chef,B,43,primary,no
third,engineer,B,79,master,no
third,chef,O,49,master,no
male,scientest,O,71,junior high,no
female,neet,A,85,doctor,no
third,singer,A,87,senior high,no
female,scientest,O,88,doctor,yes
third,programmer,O,43,primary,no
third,scientest,B,48,university,no
female,engineer,AB,56,senior high,no
male,engineer,AB,94,senior high,no
female,chef,B,91,junior high,no
female,engineer,A,68,university,no
third,scientest,A,55,primary,no
third,teacher,B,47,master,no
female,chef,B,70,senior high,yes
male,programmer,A,47,primary,no
third,programmer,A,38,master,no
third,teacher,O,57,senior high,no
male,engineer,AB,63,junior high,no
male,salesman,AB,93,master,no
third,chef,AB,73,doctor,no
third,scientest,AB,75,senior high,no
female,teacher,AB,69,university,no
third,neet,A,61,junior high,no
female,engineer,O,40,university,no
male,salesman,B,78,junior high,no
female,chef,A,94,senior high,no
male,neet,AB,84,senior high,no
third,student,A,95,university,no
male,neet,O,77,doctor,no
male,engineer,O,79,junior high,no
male,salesman,A,87,primary,no
third,teacher,O,54,doctor,no
third,chef,A,56,junior high,yes
male,engineer,O,79,primary,no
third,engineer,B,41,university,no
female,scientest,O,56,university,no
male,programmer,B,58,senior high,no
third,salesman,A,92,master,no
third,salesman,AB,39,primary,no
third,engineer,B,68,junior high,no
female,student,B,64,master,no
female,student,B,43,junior high,no
female,singer,B,42,university,no
male,scientest,O,60,master,no
female,singer,A,84,master,no
third,chef,A,43,university,no
male,teacher,O,68,university,no
male,singer,O,91,doctor,yes
female,neet,A,80,university,no
third,scientest,B,87,university,no
male,scientest,AB,52,master,no
third,salesman,AB,43,primary,no
male,engineer,A,74,senior high,no
female,neet,O,60,junior high,no
third,student,O,76,senior high,yes
third,singer,AB,54,university,no
third,neet,AB,54,university,no
third,neet,AB,77,master,no
male,singer,A,74,primary,no
third,chef,B,57,senior high,no
male,singer,B,51,doctor,no
female,teacher,O,80,university,no
female,singer,B,88,master,no
female,chef,B,39,university,yes
female,scientest,A,52,university,no
male,singer,A,99,primary,no
male,engineer,O,52,university,no
female,student,B,97,junior high,no
male,salesman,B,99,senior high,no
female,engineer,O,94,senior high,no
female,salesman,O,52,master,no
male,neet,B,64,junior high,no
male,scientest,O,75,doctor,no
male,teacher,AB,88,junior high,no
male,engineer,B,72,doctor,no
male,teacher,A,75,junior high,no
third,student,AB,51,doctor,no
female,chef,AB,94,university,no
male,chef,A,42,university,no
male,salesman,AB,72,doctor,no
third,salesman,AB,38,doctor,no
female,neet,AB,47,doctor,no
male,engineer,O,86,master,no
female,singer,A,63,junior high,no
female,teacher,O,54,university,no
third,chef,B,88,senior high,no
third,neet,AB,78,university,no
female,salesman,O,94,university,yes
third,scientest,B,55,primary,no
male,salesman,AB,66,university,no
male,singer,O,42,doctor,no
male,scientest,O,98,primary,no
male,chef,O,56,primary,yes
third,chef,B,71,junior high,no
male,teacher,AB,97,primary,no
third,scientest,O,45,senior high,yes
female,scientest,O,76,senior high,no
male,singer,O,64,junior high,no
female,teacher,A,66,university,no
third,singer,AB,56,university,no
third,scientest,O,41,university,no
female,student,AB,62,doctor,no
female,programmer,B,66,primary,no
male,teacher,A,46,doctor,yes
female,programmer,AB,42,master,yes
male,singer,B,76,doctor,no
third,scientest,O,45,doctor,no
female,programmer,A,63,junior high,no
female,programmer,B,46,doctor,no
female,scientest,O,98,master,no
female,salesman,AB,57,junior high,no
third,programmer,O,80,master,no
male,singer,A,39,master,no
third,student,B,66,junior high,no
female,scientest,A,56,master,no
female,teacher,A,40,senior high,no
male,chef,B,81,primary,no
female,teacher,B,71,senior high,no
female,student,A,61,master,no
male,singer,A,56,university,no
male,engineer,B,72,doctor,no
female,chef,A,95,doctor,yes
male,programmer,A,39,primary,no
male,teacher,A,59,junior high,no
female,chef,A,52,university,no
female,engineer,A,76,primary,no
female,scientest,AB,74,junior high,no
female,salesman,O,79,junior high,no
male,engineer,A,53,master,yes
third,scientest,A,42,doctor,yes
female,programmer,A,69,junior high,no
male,chef,A,37,junior high,no
male,scientest,B,76,senior high,no
male,scientest,O,77,master,yes
male,programmer,B,69,university,no
male,student,O,99,junior high,no
male,scientest,A,51,senior high,no
female,student,AB,57,primary,no
male,teacher,O,56,senior high,yes
male,singer,O,80,master,no
female,engineer,B,94,primary,no
female,chef,B,47,master,yes
male,scientest,O,93,junior high,yes
female,engineer,AB,88,master,no
third,student,AB,54,junior high,no
female,singer,AB,73,master,no
female,singer,O,66,doctor,no
female,engineer,AB,92,senior high,no
third,neet,B,79,university,no
third,engineer,B,82,master,no
female,engineer,AB,87,junior high,no
third,salesman,AB,92,junior high,no
male,programmer,O,35,senior high,no
male,scientest,A,43,doctor,no
male,student,O,96,junior high,no
male,salesman,B,40,doctor,no
male,chef,A,98,university,yes
female,programmer,AB,70,university,no
male,singer,AB,89,junior high,no
third,singer,B,69,doctor,no
third,singer,B,51,junior high,no
third,student,AB,93,primary,no
female,chef,A,72,university,no
third,programmer,B,81,master,no
female,teacher,B,49,junior high,no
male,salesman,A,94,master,no
male,chef,O,63,senior high,no
female,student,O,65,university,no
female,salesman,AB,53,university,no
female,singer,O,82,doctor,no
female,engineer,O,38,doctor,no
female,student,AB,89,university,no
third,neet,B,42,senior high,no
third,scientest,A,76,university,no
third,neet,A,92,doctor,no
third,programmer,B,83,senior high,no
female,student,O,64,primary,no
third,singer,B,46,doctor,no
third,chef,B,38,university,no
male,engineer,B,79,junior high,no
female,teacher,B,42,master,no
male,teacher,O,38,junior high,yes
female,student,AB,71,doctor,no
female,neet,A,95,master,no
male,singer,B,36,doctor,no
female,salesman,B,47,junior high,no
third,teacher,O,95,senior high,no
male,engineer,AB,37,doctor,no
male,teacher,B,41,master,no
female,engineer,A,73,university,no
male,student,O,55,primary,no
male,neet,O,67,junior high,yes
male,student,B,39,primary,no
female,student,A,88,university,no
third,chef,AB,89,university,yes
third,teacher,O,39,doctor,no
third,engineer,AB,90,junior high,no
female,programmer,O,99,university,no
third,programmer,O,79,master,no
third,teacher,O,96,junior high,no
male,teacher,O,85,doctor,no
female,engineer,B,35,junior high,no
female,teacher,AB,45,master,no
female,neet,AB,61,doctor,no
male,teacher,O,80,senior high,no
male,singer,B,44,primary,no
third,programmer,O,96,doctor,no
third,neet,AB,40,university,no
female,engineer,O,45,master,no
female,salesman,A,95,primary,no
male,salesman,AB,86,junior high,no
third,scientest,AB,99,junior high,no
female,chef,A,90,master,no
female,salesman,B,71,university,no
female,chef,AB,38,master,no
male,teacher,B,68,master,no
male,teacher,AB,96,junior high,no
male,programmer,A,53,doctor,yes
male,student,O,49,primary,no
male,teacher,B,57,doctor,no
female,singer,A,67,senior high,no
male,engineer,B,36,primary,no
third,student,B,45,doctor,no
female,singer,A,99,university,no
third,chef,B,67,doctor,yes
male,programmer,AB,60,primary,no
male,teacher,B,81,primary,no
male,chef,AB,70,doctor,no
third,scientest,O,89,university,no
male,engineer,AB,93,doctor,no
female,engineer,A,66,master,no
female,chef,O,38,senior high,yes
third,scientest,B,47,doctor,no
third,teacher,AB,84,primary,no
female,teacher,A,75,university,no
female,student,B,40,junior high,no
third,student,AB,55,university,no
female,chef,B,46,primary,no
third,student,O,61,primary,yes
female,singer,AB,36,senior high,no
third,singer,A,77,university,no
female,teacher,B,61,primary,no
male,salesman,AB,96,primary,no
female,singer,B,41,junior high,no
female,salesman,AB,37,senior high,no
male,neet,AB,82,doctor,no
male,programmer,O,59,doctor,yes
male,singer,A,54,doctor,no
third,scientest,B,35,senior high,no
third,neet,AB,41,university,no
male,programmer,O,69,doctor,no
third,teacher,A,35,university,no
male,teacher,B,98,university,no
female,singer,B,97,primary,no
third,singer,A,64,junior high,no
third,scientest,B,53,primary,no
third,engineer,O,62,senior high,no
male,salesman,B,84,primary,no
female,singer,B,45,junior high,no
third,teacher,A,50,master,no
female,engineer,AB,73,junior high,no
third,salesman,AB,76,junior high,no
third,scientest,B,63,primary,no
third,scientest,B,93,university,no
male,neet,O,72,university,no
male,engineer,B,96,primary,no
female,teacher,A,70,primary,no
male,student,B,65,university,no
female,singer,A,74,senior high,no
male,chef,B,73,senior high,yes
male,teacher,O,60,doctor,no
male,neet,O,82,junior high,no
male,singer,A,40,junior high,no
third,engineer,AB,60,doctor,yes
female,singer,A,52,junior high,no
male,salesman,AB,58,doctor,no
female,teacher,AB,93,doctor,no
third,teacher,B,57,junior high,no
third,student,B,96,senior high,no
female,chef,AB,44,master,no
male,chef,A,44,university,yes
female,chef,A,59,master,no
third,engineer,A,39,university,no
female,engineer,O,66,junior high,no
female,neet,A,58,master,no
male,neet,AB,84,doctor,no
male,teacher,O,60,master,no
third,scientest,AB,73,primary,no
female,singer,O,95,senior high,no
third,programmer,AB,79,university,no
male,neet,A,76,junior high,no
third,student,B,79,master,no
third,salesman,O,41,doctor,yes
third,teacher,B,66,master,no
third,programmer,O,65,master,yes
male,neet,B,46,senior high,no
male,scientest,A,57,university,no
male,salesman,A,46,senior high,no
female,neet,O,48,master,yes
male,scientest,A,52,doctor,yes
third,scientest,B,87,primary,no
female,scientest,A,86,primary,no
male,student,O,96,university,no
male,singer,A,62,junior high,no
third,salesman,O,59,senior high,no
female,programmer,O,79,university,yes
male,engineer,B,92,junior high,no
female,chef,O,56,doctor,yes
female,student,O,98,master,yes
female,scientest,O,54,senior high,no
male,neet,O,94,master,no
third,scientest,B,46,doctor,no
male,neet,AB,57,senior high,no
female,singer,B,75,university,no
male,salesman,A,45,university,no
third,teacher,A,40,master,no
male,singer,A,65,master,no
third,neet,O,38,junior high,no
male,scientest,O,57,university,no
third,teacher,AB,89,primary,no
female,engineer,O,57,junior high,no
female,teacher,O,68,university,no
third,student,A,91,doctor,no
third,salesman,O,97,university,yes
female,student,B,56,primary,no
male,scientest,O,97,junior high,no
male,student,AB,36,master,no
female,salesman,B,41,doctor,no
male,scientest,O,83,senior high,yes
third,programmer,O,46,master,yes
female,engineer,B,58,university,no
female,engineer,O,77,doctor,yes
female,neet,B,78,senior high,no
female,salesman,O,41,primary,no
third,programmer,O,62,primary,no
female,scientest,A,79,doctor,no
female,programmer,A,37,junior high,no
third,neet,AB,37,primary,no
female,teacher,B,68,university,no
male,neet,O,91,university,yes
third,teacher,A,38,master,no
female,engineer,AB,94,master,yes
male,neet,A,60,primary,no
female,salesman,B,88,primary,no
male,teacher,O,42,doctor,no
male,teacher,A,44,primary,no
third,teacher,B,90,doctor,no
third,engineer,B,67,university,no
male,singer,A,71,senior high,no
male,student,A,41,primary,no
female,singer,A,74,primary,no
female,chef,AB,78,junior high,yes
female,teacher,B,84,university,no
male,engineer,O,93,primary,no
third,programmer,O,95,primary,no
third,teacher,O,76,primary,no
female,chef,B,59,junior high,yes
male,neet,AB,51,university,no
third,student,B,62,master,no
third,neet,O,39,senior high,no
male,engineer,AB,50,doctor,no
male,programmer,B,40,junior high,no
female,teacher,AB,79,university,no
male,programmer,A,90,master,no
third,singer,O,36,university,no
male,scientest,A,75,university,no
female,singer,B,43,junior high,no
male,singer,A,89,junior high,no
female,chef,B,80,doctor,no
male,scientest,B,88,university,no
male,neet,AB,77,master,no
female,neet,A,56,primary,no
female,neet,AB,84,primary,no
female,chef,AB,76,master,yes
male,teacher,A,97,university,no
female,salesman,B,56,primary,no
third,programmer,A,75,junior high,no
third,teacher,A,95,junior high,no
male,neet,B,68,senior high,no
third,neet,B,85,university,no
male,engineer,O,94,primary,no
female,student,A,45,primary,no
third,teacher,A,89,university,no
male,chef,B,51,primary,yes
female,neet,O,55,primary,no
third,chef,A,85,senior high,no
third,student,A,67,senior high,no
female,programmer,A,35,doctor,no
female,neet,AB,85,university,no
male,student,B,65,junior high,no
male,singer,A,82,master,no
third,neet,A,54,doctor,no
female,salesman,O,73,junior high,no
female,neet,A,57,master,no
female,neet,O,47,senior high,no
third,scientest,A,66,doctor,no
male,singer,O,89,university,yes
male,salesman,B,78,master,no
third,programmer,AB,35,university,no
female,engineer,A,79,junior high,no
female,neet,O,37,primary,no
female,singer,AB,86,senior high,no
female,chef,AB,70,master,yes
female,programmer,AB,98,doctor,no
female,programmer,B,54,senior high,no
female,salesman,A,64,primary,no
female,scientest,AB,63,doctor,yes
third,student,O,86,junior high,yes
female,salesman,O,84,master,no
third,salesman,AB,75,master,no
female,teacher,A,55,university,no
third,engineer,AB,39,doctor,no
third,scientest,AB,87,primary,no
male,scientest,O,49,master,no
female,engineer,AB,82,master,no
female,neet,B,96,university,no
third,salesman,B,42,primary,no
female,neet,A,43,junior high,no
female,salesman,B,72,university,no
third,singer,O,73,senior high,no
third,scientest,A,35,university,no
female,chef,O,79,junior high,yes
female,chef,B,96,university,no
male,chef,O,72,master,no
male,teacher,A,88,primary,no
female,programmer,A,63,junior high,no
third,student,O,85,doctor,no
female,singer,O,93,university,yes
female,programmer,O,63,master,no
male,student,A,81,master,no
male,scientest,A,43,junior high,no
female,engineer,AB,92,senior high,no
third,salesman,O,73,university,yes
male,neet,O,65,doctor,yes
female,programmer,B,78,university,no
third,chef,O,44,junior high,no
male,neet,AB,37,primary,no
female,singer,O,78,university,yes
third,student,AB,49,junior high,no
female,scientest,O,95,senior high,no
male,engineer,AB,86,master,no
third,chef,O,78,doctor,no
third,engineer,B,55,master,no
third,singer,AB,82,junior high,no
third,neet,O,37,primary,no
female,teacher,O,61,master,no
female,salesman,AB,59,junior high,no
female,chef,AB,94,senior high,yes
third,student,B,57,senior high,no
third,singer,O,50,senior high,no
third,programmer,AB,46,master,no
female,singer,B,35,junior high,no
third,scientest,A,45,university,no
female,singer,A,97,master,no
female,chef,B,65,senior high,no
third,neet,A,68,junior high,no
third,teacher,AB,98,senior high,no
third,salesman,AB,91,senior high,no
female,scientest,O,69,primary,no
third,neet,O,82,university,no
male,engineer,B,43,junior high,no
male,teacher,B,56,senior high,no
male,chef,O,69,doctor,yes
third,student,B,37,doctor,no
female,teacher,O,98,junior high,no
third,neet,O,72,junior high,yes
female,student,AB,78,university,no
female,scientest,B,49,junior high,no
third,engineer,B,91,doctor,yes
third,engineer,O,79,senior high,yes
third,programmer,AB,57,master,yes
female,teacher,AB,82,senior high,no
female,programmer,A,91,primary,no
third,chef,A,40,junior high,no
third,teacher,O,93,primary,no
third,teacher,A,57,master,no
male,neet,O,62,master,no
male,teacher,A,60,primary,no
third,salesman,O,54,master,no
female,chef,O,57,senior high,no
male,neet,B,67,university,no
third,engineer,B,38,senior high,no
female,salesman,AB,61,junior high,no
third,scientest,A,82,senior high,no
female,student,A,40,senior high,no
female,student,A,85,junior high,no
third,neet,AB,66,doctor,no
male,singer,AB,99,master,no
female,student,A,83,junior high,no
male,singer,A,56,master,no
male,teacher,AB,44,primary,no
third,singer,AB,38,doctor,no
female,singer,O,96,primary,yes
female,engineer,AB,59,doctor,no
male,student,B,85,university,no
female,scientest,O,39,primary,no
third,student,B,66,master,no
male,teacher,B,89,doctor,no
female,student,A,82,university,no
female,chef,B,41,master,yes
third,chef,O,65,senior high,no
male,scientest,B,82,master,yes
male,neet,AB,39,senior high,no
third,programmer,B,77,master,yes
male,programmer,AB,70,doctor,yes
male,neet,O,91,doctor,no
third,neet,B,65,junior high,no
female,singer,AB,46,university,no
male,chef,O,51,senior high,yes
female,student,AB,53,doctor,no
male,scientest,O,59,doctor,no
male,teacher,A,99,junior high,no
third,scientest,B,84,university,no
third,singer,AB,45,university,no
male,neet,B,43,senior high,no
third,student,O,55,university,no
female,scientest,O,72,junior high,no
female,engineer,AB,55,university,no
female,teacher,O,81,primary,yes
third,scientest,AB,60,senior high,no
third,chef,O,96,doctor,no
male,student,A,39,doctor,no
male,neet,A,80,junior high,no
male,salesman,B,80,doctor,no
female,neet,AB,40,master,no
female,engineer,B,44,senior high,no
third,chef,A,75,university,no
male,neet,A,75,junior high,no
female,chef,AB,60,university,no
third,neet,O,98,senior high,no
male,engineer,B,78,senior high,no
female,engineer,B,78,junior high,no
third,teacher,O,97,primary,yes
male,neet,A,63,doctor,no
female,chef,O,51,doctor,no
third,programmer,A,80,university,no
third,singer,B,45,primary,no
male,chef,B,92,doctor,yes
third,student,B,72,senior high,no
male,neet,O,49,junior high,no
third,singer,AB,87,primary,no
female,teacher,A,93,master,no
third,student,AB,82,university,no
third,teacher,B,51,master,no
male,chef,A,95,junior high,no
male,neet,O,47,senior high,no
male,salesman,O,66,university,no
male,engineer,O,50,junior high,no
third,student,O,61,junior high,no
female,engineer,O,43,master,no
third,student,AB,40,university,no
third,engineer,A,96,master,no
male,neet,A,36,university,no
male,salesman,AB,53,master,no
third,teacher,A,73,university,no
female,student,AB,91,primary,no
female,scientest,O,95,primary,yes
third,neet,B,85,primary,no
third,scientest,A,72,doctor,yes
male,neet,B,95,master,no
female,singer,B,58,junior high,no
female,teacher,B,50,master,no
male,student,B,77,primary,no
male,chef,O,62,doctor,no
third,salesman,O,40,senior high,no
third,programmer,AB,46,master,no
female,scientest,A,82,junior high,no
male,teacher,B,80,primary,no
male,student,A,79,primary,no
female,teacher,B,79,junior high,no
female,scientest,B,51,primary,no
third,student,O,62,junior high,no
female,teacher,A,77,senior high,no
female,neet,A,50,university,no
male,chef,O,37,junior high,yes
female,neet,O,78,doctor,yes
third,engineer,O,65,primary,no
male,singer,O,62,junior high,yes
third,neet,A,43,university,no
female,engineer,A,70,junior high,no
male,student,O,47,doctor,no
third,teacher,B,77,master,no
female,programmer,B,65,senior high,no
male,scientest,O,70,master,no
male,neet,O,85,primary,yes
third,engineer,AB,79,primary,no
male,neet,O,92,university,no
male,student,B,85,senior high,no
male,neet,A,54,primary,no
female,programmer,AB,68,university,no
male,programmer,A,98,primary,no
male,teacher,O,76,doctor,no
third,singer,B,75,junior high,no
male,teacher,AB,55,senior high,no
third,scientest,A,81,doctor,yes
male,salesman,AB,46,senior high,no
female,singer,AB,40,primary,no
third,chef,A,68,primary,no
male,scientest,O,88,junior high,no
female,salesman,A,99,university,no
third,programmer,A,89,senior high,no
male,engineer,A,48,junior high,no
third,engineer,AB,60,doctor,yes
female,programmer,AB,80,junior high,no
third,singer,B,43,primary,no
third,student,O,72,university,no
male,neet,A,89,doctor,no
female,teacher,A,93,master,no
third,scientest,B,78,university,no
third,engineer,AB,65,primary,no
male,teacher,B,95,master,no
female,student,AB,39,primary,no
third,chef,O,42,junior high,no
third,engineer,AB,82,university,no
third,teacher,O,54,senior high,no
male,salesman,AB,69,junior high,no
third,student,AB,51,doctor,no
female,chef,B,37,junior high,no
third,teacher,O,36,junior high,no
male,chef,O,70,primary,yes
male,scientest,A,85,junior high,no
third,neet,O,90,senior high,no
male,engineer,B,80,junior high,no
female,singer,O,67,master,yes
male,singer,O,85,university,no
female,student,A,83,doctor,no
female,engineer,O,94,junior high,yes
female,singer,B,79,primary,no
female,scientest,B,49,junior high,no
male,engineer,A,58,university,no
female,student,O,62,junior high,no
female,salesman,B,63,junior high,no
female,neet,O,41,senior high,yes
female,programmer,AB,44,doctor,no
third,singer,A,51,doctor,no
male,programmer,A,92,master,yes
third,teacher,AB,67,senior high,no
third,engineer,A,49,junior high,no
third,engineer,AB,91,doctor,no
male,salesman,O,48,primary,no
female,singer,AB,43,doctor,no
female,singer,B,74,doctor,no
male,salesman,B,73,junior high,no
female,neet,AB,69,primary,no
third,programmer,B,65,senior high,no
male,chef,O,49,master,yes
third,singer,B,96,primary,no
third,scientest,A,37,junior high,no
male,teacher,O,45,senior high,yes
third,neet,A,99,primary,no
third,programmer,O,99,senior high,yes
female,salesman,AB,44,junior high,no
female,teacher,AB,89,primary,no
male,scientest,AB,65,doctor,no
third,student,O,81,primary,no
female,salesman,O,41,master,yes
third,programmer,B,93,primary,no
male,student,B,95,university,no
female,chef,B,63,junior high,yes
male,chef,O,85,junior high,yes
male,neet,A,95,university,no
male,salesman,A,64,senior high,no
female,programmer,B,68,university,no
third,engineer,A,38,university,no
female,chef,O,69,primary,no
third,neet,AB,41,senior high,no
male,programmer,O,81,doctor,no
female,engineer,A,73,junior high,no
male,chef,O,90,junior high,no
female,teacher,A,66,primary,no
male,engineer,O,35,primary,no
female,programmer,A,82,junior high,no
female,chef,O,51,master,no
female,chef,A,70,primary,no
female,student,O,74,doctor,no
female,engineer,B,92,senior high,no
male,chef,A,81,junior high,no
third,teacher,AB,93,university,no
third,chef,B,95,primary,no
female,chef,AB,76,doctor,yes
female,chef,B,96,junior high,yes
third,scientest,O,93,primary,yes
female,salesman,B,68,primary,no
male,salesman,O,63,junior high,yes
third,singer,A,67,university,no
male,salesman,A,94,master,no
third,programmer,O,70,master,no
third,scientest,B,60,junior high,no
female,chef,A,66,doctor,yes
male,programmer,AB,61,university,no
third,engineer,B,36,university,no
female,programmer,AB,72,master,yes
male,chef,B,87,university,no
male,student,A,57,master,no
male,singer,O,70,master,no
male,chef,O,72,primary,no
third,teacher,AB,84,master,no
female,chef,O,38,master,yes
female,singer,B,75,doctor,no
female,chef,O,87,university,no
female,salesman,O,82,primary,yes
third,scientest,A,75,master,no
female,engineer,AB,45,senior high,no
third,salesman,AB,98,university,no
female,scientest,O,84,university,yes
female,salesman,AB,92,master,no
female,scientest,A,90,senior high,no
third,teacher,B,35,university,no
third,salesman,B,46,doctor,no
male,programmer,A,66,doctor,no
male,student,O,45,master,yes
male,engineer,AB,68,doctor,no
male,student,A,95,university,no
male,chef,B,76,doctor,no
female,student,A,59,primary,no
third,programmer,B,44,senior high,no
third,singer,AB,93,senior high,no
female,programmer,O,97,doctor,yes
female,engineer,A,35,primary,no
female,scientest,O,83,senior high,no
third,scientest,O,73,master,yes
male,neet,AB,83,university,no
third,salesman,A,92,senior high,no
third,student,AB,95,senior high,no
third,salesman,A,56,doctor,no
male,engineer,O,53,doctor,no
third,engineer,O,92,senior high,no
female,neet,A,90,primary,no
third,chef,A,94,doctor,no
male,salesman,O,68,doctor,no
third,chef,O,52,university,no
third,chef,AB,88,junior high,no
male,singer,O,94,doctor,no
male,student,AB,74,junior high,no
third,scientest,B,99,primary,no
third,student,O,43,junior high,no
female,student,B,71,senior high,no
third,salesman,AB,62,junior high,no
male,student,A,77,junior high,no
female,neet,B,67,junior high,no
female,salesman,B,43,junior high,yes
third,student,AB,98,junior high,no
male,teacher,B,66,senior high,no
third,programmer,AB,35,master,no
male,singer,AB,84,university,no
male,chef,A,88,doctor,no
female,scientest,AB,65,master,no
third,programmer,B,99,university,no
male,engineer,AB,84,junior high,no
male,singer,AB,62,university,no
male,scientest,A,71,university,no
third,engineer,B,84,primary,no
male,programmer,AB,52,junior high,no
third,engineer,A,87,university,no
third,chef,AB,69,university,no
female,chef,A,80,university,no
female,teacher,B,90,university,no
male,engineer,B,89,master,no
third,neet,O,58,university,no
male,singer,O,71,primary,no
third,salesman,A,94,doctor,no
female,teacher,AB,48,primary,no
third,scientest,B,72,primary,no
female,singer,O,80,doctor,yes
third,engineer,O,88,junior high,no
male,programmer,AB,70,junior high,no
third,engineer,B,67,university,no
third,neet,A,81,primary,no
female,neet,A,79,primary,no
third,neet,A,47,senior high,no
female,engineer,O,62,doctor,no
male,chef,AB,45,junior high,yes
male,chef,O,49,university,yes
third,student,A,60,junior high,no
male,student,O,66,master,no
male,student,AB,67,doctor,no
male,chef,AB,56,primary,yes
female,salesman,O,79,university,yes
female,student,A,49,junior high,no
male,salesman,O,62,junior high,no
male,chef,A,79,master,no
female,programmer,A,83,doctor,no
male,student,A,90,primary,no
third,engineer,A,99,junior high,no
third,salesman,A,57,senior high,no
third,salesman,A,55,master,no
female,neet,A,75,university,no
female,scientest,B,41,doctor,yes
female,scientest,B,49,junior high,no
third,programmer,A,75,doctor,yes
male,neet,A,84,primary,no
third,chef,AB,38,master,no
male,teacher,AB,42,doctor,no
female,chef,A,49,primary,yes
female,programmer,B,40,junior high,no
third,scientest,A,82,master,no
male,programmer,O,81,university,no
male,scientest,O,83,doctor,no
female,student,A,45,university,no
male,neet,O,78,junior high,no
male,student,AB,37,junior high,no
male,salesman,B,84,university,no
female,salesman,B,69,senior high,no
female,singer,A,75,university,no
third,scientest,B,56,senior high,no
female,singer,B,96,master,no
male,chef,A,80,doctor,yes
male,neet,B,48,doctor,no
male,scientest,O,35,doctor,no
male,scientest,A,75,master,no
male,scientest,B,37,senior high,no
male,singer,AB,87,master,no
male,neet,O,91,master,no
male,chef,O,74,senior high,no
female,salesman,AB,57,primary,no
third,engineer,AB,87,doctor,yes
third,salesman,AB,66,senior high,no
male,engineer,A,61,primary,no
male,chef,B,58,master,yes
female,programmer,A,51,master,yes
female,teacher,A,42,doctor,no
male,student,A,68,primary,no
male,salesman,O,60,university,no
third,singer,A,41,junior high,no
female,teacher,A,59,doctor,no
male,teacher,A,58,master,no
third,salesman,AB,56,primary,no
third,salesman,O,98,junior high,no
male,salesman,O,76,primary,no
female,student,B,51,master,no
male,student,O,90,university,yes
male,student,B,61,master,no
male,student,O,80,doctor,no
male,engineer,AB,73,university,no
female,neet,B,79,senior high,no
third,scientest,AB,56,junior high,no
third,scientest,O,84,doctor,no
male,chef,O,49,doctor,yes
female,engineer,B,53,primary,no
female,student,A,69,university,no
female,neet,O,53,primary,no
male,teacher,O,46,university,no
female,neet,O,62,university,no
third,singer,AB,86,master,no
third,singer,O,75,primary,no
female,chef,AB,77,master,no
female,chef,AB,71,primary,no
male,engineer,AB,62,senior high,no
male,scientest,A,78,university,no
male,student,AB,94,primary,no
male,student,B,89,university,no
female,scientest,B,62,junior high,no
female,engineer,O,74,master,yes
male,student,B,76,senior high,no
male,chef,O,67,university,no
third,teacher,AB,85,doctor,no
third,student,B,48,university,no
third,engineer,B,76,university,no
male,student,O,58,senior high,no
third,chef,O,36,senior high,yes
female,scientest,B,50,primary,no
third,scientest,B,49,doctor,no
female,scientest,A,64,senior high,no
female,singer,AB,71,master,no
third,teacher,A,37,junior high,no
female,student,O,86,doctor,no
female,scientest,O,36,university,no
male,student,B,70,primary,no
third,singer,AB,91,doctor,no
third,neet,B,97,senior high,no
male,chef,AB,66,junior high,no
male,neet,A,54,junior high,no
female,engineer,AB,43,junior high,no
female,neet,B,67,senior high,no
female,engineer,A,65,university,no
third,singer,B,86,junior high,no
third,engineer,O,48,senior high,yes
female,teacher,AB,53,junior high,no
third,salesman,B,91,junior high,no
third,student,A,39,junior high,no
third,programmer,B,35,doctor,no
third,programmer,AB,57,doctor,no
female,neet,AB,82,doctor,no
female,chef,O,78,primary,yes
female,singer,O,86,doctor,no
male,singer,B,52,doctor,no
female,neet,A,59,university,no
male,engineer,O,92,university,no
female,salesman,A,81,master,no
female,programmer,B,82,junior high,no
female,chef,A,55,primary,no
male,student,A,58,university,no
male,teacher,B,35,doctor,no
male,singer,B,86,senior high,no
third,programmer,O,79,doctor,yes
male,teacher,AB,63,university,no
female,singer,A,55,master,no
male,engineer,B,68,primary,no
third,neet,A,37,junior high,no
third,teacher,B,69,senior high,no
third,singer,AB,54,doctor,no
female,student,A,53,master,no
female,scientest,B,42,junior high,no
male,engineer,A,69,university,no
female,chef,AB,37,university,no
male,singer,B,78,university,no
third,salesman,B,93,university,no
female,salesman,A,87,senior high,no
third,chef,A,77,primary,yes
third,teacher,B,45,doctor,no
male,salesman,B,70,primary,no
male,teacher,AB,52,primary,no
third,student,B,86,doctor,no
third,neet,O,92,primary,no
female,salesman,O,98,university,no
male,teacher,O,41,university,no
third,student,A,96,primary,no
male,salesman,AB,99,junior high,no
male,scientest,O,57,master,no
male,chef,AB,94,doctor,no
female,teacher,O,71,senior high,no
third,neet,B,44,senior high,no
male,scientest,A,50,senior high,no
male,salesman,B,79,master,no
male,student,A,96,junior high,no
male,singer,AB,38,primary,no
female,student,O,97,university,no
male,teacher,A,92,senior high,no
third,programmer,B,86,primary,no
third,engineer,A,40,master,no
